kir_stycz_black_male_p10
""
0.25627103
0.17300895
""
0.16103761
0.30654058
""
""
0.34986681
0.47778827
0.29384369
0.43821892
0.32636532
""
0.34783417
""
""
0.32566381
""
0.43639135
""
0.41359559
0.34555951
""
""
""
""
""
""
""
""
0.25537869
""
0.26956636
""
""
""
""
""
""
0.31290922
""
""
0.35041535
0.3554064
""
0.35619754
0.33708864
0.47661248
0.41381475
0.33585116
0.31896895
""
""
""
0.29108056
""
""
""
""
""
""
""
""
""
0.43201753
0.35116053
0.40190718
0.26319849
""
0.4486745
0.48733947
0.30235279
0.48522332
""
0.41727793
""
0.36167142
0.29959962
0.36725891
0.37606207
0.35122091
0.35844246
0.3251901
0.3901794
0.34148607
0.25557816
0.35782686
""
""
0.3285442
""
""
0.34815735
0.34254578
""
""
""
0.26402119
""
""
""
0.40081874
""
""
""
0.24731347
0.40485376
0.44009778
0.40892652
0.34276369
0.45263222
0.35897821
0.28537896
0.44963524
""
""
""
""
""
""
0.28539988
""
""
""
""
""
0.50120968
""
""
0.43015406
0.30033529
""
0.46929854
""
""
0.38938034
""
0.51685458
0.42372265
0.37320349
0.72266597
0.38463306
0.3739289
""
""
""
""
""
""
""
""
""
""
""
0.46693528
""
""
""
0.20918062
0.16949038
""
""
0.28613436
0.2677137
0.31372407
0.2471979
0.3169266
""
""
0.36764368
0.23919491
0.2218646
""
0.33585811
""
""
""
""
0.33140752
0.55233443
0.35746214
""
0.3556329
0.43143481
""
0.37660906
""
""
0.26893744
""
0.27987051
""
""
""
""
""
0.46446899
""
""
""
0.26572049
""
0.41820982
0.24256748
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.64316851
""
""
""
""
""
0.2257541
0.24545929
0.22524127
0.25574455
0.30399263
0.32300073
""
0.33285108
0.3626684
0.28938541
""
0.28046101
0.34815872
0.31049424
0.30674908
""
0.33163354
0.34489995
0.35152921
""
0.28109208
0.34818402
0.42687449
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.48403883
""
""
0.45137525
0.21893817
0.30655244
""
""
0.29808211
0.14480807
""
0.39483911
""
0.18621063
0.37601945
0.50043792
0.3896009
0.49605119
0.37425661
""
""
0.38231093
0.27075246
""
0.31737015
0.27840543
""
""
""
""
0.3150548
0.28148979
0.36337677
""
0.56529647
0.27644292
0.37471649
0.36333182
0.23815452
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.32767609
""
""
0.39402482
0.50445062
""
""
""
""
0.32506436
""
""
""
""
""
0.20362069
""
0.19372754
0.3567459
""
""
0.39386952
0.3200317
0.38180813
0.46171525
0.33530116
0.42465198
0.30808008
0.38112772
0.31277487
0.36685216
0.27920461
0.25517708
0.47762552
0.30013958
""
""
""
""
0.34179857
0.28432447
""
0.25784755
0.31901902
0.28323302
0.4315038
0.26685563
0.3052673
0.44085854
0.24448694
0.2660687
0.32592857
0.34912118
""
0.27067843
0.27020386
""
""
""
""
""
""
""
0.30051565
""
""
""
""
""
0.35453323
0.3022168
0.28963253
0.32550183
0.31260055
0.32897264
0.36675116
0.3646664
0.36942226
0.31694034
0.32454979
0.30780086
0.33091682
0.30280906
0.32254982
0.32109815
0.39404812
0.32123208
0.31753954
0.30879882
0.32684451
0.37242916
0.34109285
0.36046016
0.35145888
0.3279905
0.29933903
0.33859938
0.36252737
0.36627766
0.32398182
0.34151086
0.2558628
0.36297202
0.34135333
0.29092768
""
""
""
""
0.34867108
0.42548254
0.31573871
0.36864018
0.22786929
0.35436982
0.4239825
0.28873041
""
