has_dad_black_female_mean
0.59291559
0.6912415
0.5299511
0.54132962
0.48861802
0.57548249
0.51852602
0.57464576
0.71158755
0.49680117
0.49485356
0.48349902
""
0.53059548
0.48098472
""
""
0.54073471
""
0.47013366
0.50478941
0.57379538
0.51942098
0.4947091
0.52799612
0.49504179
0.55644399
0.55082577
0.53613514
0.56722093
0.63748127
0.57653224
0.51292521
0.56909215
0.54596311
0.52385771
0.5301289
0.50515181
0.49291378
0.49478555
0.48360613
0.54162842
0.49286398
0.5690853
0.55759352
0.48956406
0.49359107
0.63096839
0.54542816
0.50279576
0.59729838
0.60492688
0.49171159
0.47194219
0.56427383
0.49350667
0.51448333
0.58778262
0.60238826
0.51911974
0.5245685
0.48706958
0.5302462
0.49844599
0.80529875
0.61229819
""
0.70363563
0.70749396
0.7531547
0.49942914
0.48810834
0.46832126
0.48945397
0.48430061
0.53756756
0.48753852
0.53147244
0.60187984
0.44973108
0.48164171
0.57235008
0.57942009
0.54076368
0.49507603
0.54928178
0.59801638
0.6002689
0.56325573
0.49115616
0.57024086
0.52407432
0.53166395
0.46179458
0.58099025
""
0.52927649
0.47312424
0.46769053
0.50709623
0.45924813
0.51914209
0.54458797
0.52667296
0.55139798
0.4950088
0.49661204
0.50397265
0.53208017
0.50687253
0.46453285
0.57653809
0.54533172
0.56308842
0.55403423
0.50951439
0.55530816
0.49608865
0.43247592
0.47465372
0.47300634
0.49244756
0.46986905
0.67012608
0.53245372
0.51032627
0.5201906
0.52807361
0.44916877
0.50340807
0.49384427
0.44507009
0.43796518
0.51210713
0.50846523
0.4940533
0.50281012
0.5596022
0.51950932
0.48626974
0.45110714
0.54041106
0.51725864
0.46173951
0.49147648
0.49765337
0.54315168
0.50615567
0.52713114
0.53198487
0.51726991
0.48833773
0.49799526
0.5389123
0.51958758
0.51119691
0.51441324
0.50142205
0.46381441
0.6420598
0.70294654
0.74183452
0.65635753
0.45678258
0.58914191
0.53424913
0.66218418
0.71154761
""
0.54604417
0.43865824
0.52396387
0.49593869
0.51165104
0.63674474
""
0.49660233
0.43518466
0.73053253
""
0.73493254
0.72695088
0.50375885
0.59889454
0.51543933
0.46972206
0.50944108
0.69265985
0.4679907
0.80640882
0.55880398
0.71837699
0.43546578
0.68405074
0.57425767
0.52629924
0.60990602
0.53475553
0.45540956
0.70141536
0.44131774
0.48443952
0.79326564
0.61248463
0.48273155
0.43822652
0.44604743
0.78887391
0.60863721
0.59747398
0.60029268
0.49437732
""
0.82728302
0.50181907
0.55841684
0.5336535
0.46274385
0.78928143
0.54902095
0.54355514
0.68634546
0.6831969
0.78076285
0.49142274
0.54305619
0.72949111
0.60149443
