stayhome_pooled_pooled_n
4392.0
10119.0
1844.0
1168.0
3563.0
644.0
1675.0
9328.0
2753.0
1337.0
2489.0
934.0
1880.0
749.0
851.0
3671.0
3902.0
861.0
498.0
2298.0
797.0
5376.0
4501.0
3547.0
3630.0
5472.0
2414.0
7184.0
1160.0
1827.0
1634.0
658.0
979.0
1362.0
7157.0
3373.0
49058.0
781.0
5948.0
2662.0
6887.0
4855.0
911.0
1376.0
20462.0
1479.0
1600.0
5639.0
28966.0
1272.0
18869.0
8956.0
571.0
1240.0
1841.0
1245.0
3936.0
4468.0
12121.0
606.0
5760.0
2899.0
11041.0
3840.0
870.0
695.0
1438.0
95.0
97.0
22286.0
433.0
33.0
72.0
123.0
7196.0
37.0
82.0
2291.0
2292.0
827.0
886.0
253.0
56.0
3008.0
301.0
204.0
208.0
63.0
223.0
659.0
""
185.0
263.0
65.0
""
215.0
1543.0
9002.0
7708.0
2527.0
1890.0
454.0
687.0
209349.0
10695.0
4298.0
57008.0
10143.0
3123.0
10431.0
9996.0
1457.0
1446.0
2511.0
12004.0
2404.0
782.0
244.0
1742.0
963.0
1572.0
1165.0
1709.0
564.0
1595.0
1526.0
5184.0
4311.0
4218.0
1275.0
532.0
1230.0
1315.0
6150.0
1203.0
738.0
6140.0
1077.0
2626.0
1588.0
2350.0
910.0
2785.0
467.0
988.0
6705.0
1472.0
362.0
1046.0
635.0
666.0
788.0
1428.0
4852.0
892.0
730.0
3232.0
3714.0
702.0
423.0
665.0
454.0
2174.0
572.0
1601.0
569.0
1496.0
1270.0
3901.0
374.0
29346.0
1256.0
1681.0
7035.0
623.0
438.0
9399.0
943.0
957.0
660.0
3600.0
1181.0
10880.0
4748.0
383.0
1145.0
97256.0
69.0
2009.0
13505.0
1841.0
1001.0
73069.0
1794.0
12289.0
56640.0
1922.0
7253.0
12376.0
1182.0
52034.0
9869.0
2545.0
1444.0
582733.0
9989.0
14261.0
1084.0
5036.0
17562.0
471.0
294.0
28466.0
9369.0
6742.0
183259.0
21811.0
791.0
120729.0
90388.0
4976.0
141221.0
185030.0
39795.0
45713.0
16607.0
49512.0
26483.0
113203.0
17618.0
12489.0
133.0
2921.0
36898.0
31265.0
37091.0
7226.0
4355.0
311.0
27688.0
3407.0
61413.0
11809.0
5235.0
33030.0
1170.0
50921.0
486.0
285.0
434.0
19099.0
5035.0
1010.0
43.0
481.0
308.0
79.0
217.0
260.0
2090.0
38675.0
27.0
17166.0
722.0
1962.0
49839.0
3495.0
3530.0
268.0
115.0
732.0
""
448.0
50.0
49507.0
104.0
600.0
506.0
3137.0
20692.0
1094.0
303.0
1769.0
10247.0
""
1440.0
1626.0
2945.0
2419.0
1741.0
211.0
1270.0
416.0
534.0
1119.0
11346.0
592.0
1013.0
451.0
227.0
32.0
103.0
223.0
263.0
1887.0
490.0
15283.0
991.0
55594.0
57741.0
13438.0
11149.0
52724.0
19943.0
10496.0
8106.0
10591.0
37228.0
10661.0
33190.0
13526.0
1627.0
13696.0
1558.0
37541.0
112294.0
672.0
10350.0
7689.0
15994.0
14297.0
3744.0
1494.0
589.0
63644.0
24328.0
4408.0
495.0
3151.0
842.0
425.0
737.0
656.0
1193.0
2023.0
10220.0
5356.0
73601.0
1134.0
8027.0
3105.0
943.0
348.0
15149.0
30914.0
15999.0
2147.0
335.0
1008.0
18364.0
17222.0
8834.0
149757.0
5398.0
4783.0
16622.0
2832.0
72765.0
17728.0
72516.0
25179.0
56725.0
34945.0
3963.0
11030.0
16397.0
11338.0
21397.0
36318.0
2405.0
2481.0
1196.0
747.0
31811.0
1798.0
2903.0
1462.0
1120.0
261.0
669.0
97.0
2647.0
998.0
3527.0
5844.0
1384.0
977.0
11808.0
689.0
600.0
1136.0
2194.0
2909.0
1575.0
1485.0
100.0
3864.0
491.0
6877.0
4169.0
474.0
18405.0
2403.0
1516.0
12079.0
6029.0
132.0
23946.0
393.0
44538.0
2294.0
2499.0
10386.0
1056.0
7684.0
816.0
1544.0
939.0
1202.0
1646.0
52419.0
1052.0
628.0
7843.0
9513.0
603.0
176.0
3047.0
1422.0
1245.0
514.0
1012.0
10798.0
5377.0
7152.0
1346.0
54199.0
1330.0
128.0
5478.0
3216.0
1267.0
1123.0
47635.0
2017.0
10375.0
495.0
1728.0
1887.0
1446.0
850.0
12213.0
11272.0
716.0
3284.0
904.0
836.0
888.0
467.0
397.0
2049.0
1217.0
449.0
3028.0
2296.0
5863.0
553.0
538.0
7133.0
1554.0
1568.0
417.0
723.0
1582.0
438.0
1378.0
316.0
1563.0
1790.0
346.0
1238.0
2482.0
16408.0
5027.0
2522.0
737.0
6644.0
1803.0
1637.0
1234.0
1029.0
2658.0
437.0
1379.0
89.0
551.0
367.0
17323.0
6099.0
144.0
1005.0
480.0
4842.0
1631.0
241.0
1960.0
366.0
115.0
910.0
343.0
540.0
570.0
3087.0
2601.0
1802.0
427.0
377.0
4700.0
548.0
689.0
898.0
2020.0
5010.0
4642.0
2700.0
390.0
1459.0
1893.0
164.0
173.0
1271.0
6698.0
396.0
719.0
591.0
1747.0
4785.0
47026.0
2104.0
7090.0
24711.0
167.0
7808.0
684.0
589.0
5053.0
284.0
469.0
2520.0
9929.0
527.0
201.0
30.0
12172.0
785.0
2381.0
57.0
482.0
149.0
2667.0
1384.0
1040.0
1676.0
1318.0
993.0
2560.0
2083.0
8599.0
