kir_native_asian_pooled_p25
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.45638034
""
""
""
""
""
""
""
0.64095676
""
""
""
0.49197304
""
0.33904573
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.54578221
""
""
""
""
0.54432374
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.5307191
""
""
0.50229186
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.42007592
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.57425886
""
""
0.41001299
""
""
0.6057139
""
0.63080138
0.40650782
""
0.61880082
""
""
0.50127506
0.39168572
""
""
0.55011427
""
0.48038056
""
""
0.53671116
""
""
0.54287165
""
""
0.56015104
0.44725847
""
0.49748692
0.49622115
""
0.52796108
0.51426905
0.56088972
0.43600345
0.5390256
0.52185148
0.47444651
0.55653667
0.48360944
0.43928215
""
""
0.48726004
0.43645543
0.40594518
""
""
""
0.56859773
""
0.54639214
0.5398981
""
0.40805453
""
0.56536913
""
""
""
0.5703088
""
""
""
""
""
""
""
""
""
0.43655989
""
0.39254346
""
""
0.4895618
""
""
""
""
""
""
""
""
0.65229625
""
""
""
""
0.51860684
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.64303333
""
0.59072429
0.52298689
0.46986371
""
0.57418525
0.52567428
""
""
0.48051631
0.47412357
""
0.47739485
""
""
0.34563583
""
0.44947958
0.52149153
""
""
""
""
""
""
""
""
0.47287971
0.53126603
""
""
""
""
""
""
""
""
""
""
""
0.43101594
""
""
""
""
""
""
0.43468678
""
""
""
""
""
""
""
0.51906532
""
""
0.46404931
""
0.40363571
""
0.4950017
0.45470783
0.42889959
0.42845595
""
""
""
""
0.36334008
0.66263533
""
""
""
""
0.35552767
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49297139
""
0.43112236
""
""
0.42460299
""
""
""
""
""
""
""
0.41095966
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.54362041
""
""
""
""
""
""
0.62501168
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.56483334
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51373023
0.50612205
0.54933703
0.55438107
0.49695438
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.52095836
""
""
""
""
""
0.49857736
""
""
""
""
