hours_wk_pooled_male_mean
38.196041
37.047314
36.4571
38.678043
35.666809
23.872974
30.346142
35.486073
31.060663
31.94137
36.827156
38.944328
35.279724
35.845974
40.274849
37.62492
34.868534
26.075754
""
37.293804
37.86475
38.436504
35.052925
35.255962
37.127857
35.619785
32.398376
34.433796
33.601631
39.630348
35.589539
27.305931
31.228342
36.546528
34.603504
34.114033
33.848644
38.797649
36.13271
31.372084
34.751762
37.180279
28.439247
25.88135
34.056835
39.008568
35.614315
34.761929
32.253338
33.625595
32.438229
34.455921
26.818058
31.034927
36.534718
35.249603
31.869905
34.978115
38.609188
28.173748
34.956192
34.938538
34.748718
33.544395
35.305637
24.037907
36.506481
""
""
37.560925
19.553286
""
""
22.211451
37.784859
""
""
37.283627
40.832733
32.550934
36.530869
16.406412
""
39.046425
16.594143
24.282034
24.084736
""
23.325502
29.060841
""
""
""
""
""
24.264654
23.682867
35.085773
35.256687
33.936401
36.87854
36.874352
28.866484
34.752266
33.9519
30.272158
33.849804
32.667366
37.587788
37.284046
34.747223
33.718174
34.904514
41.679863
37.533947
37.359962
35.337631
""
36.277489
29.175522
36.29924
34.512138
39.273464
40.506195
35.082203
36.682621
34.025742
36.517841
28.293564
30.411697
37.186035
32.629585
36.80447
38.487263
33.097256
39.46648
33.968578
39.133511
34.114861
30.933134
31.493313
41.8792
33.481907
38.46912
38.114433
32.915413
36.889698
27.547386
33.295689
30.799091
25.857386
34.584423
34.939873
35.275585
34.521641
33.582722
35.33046
35.009796
32.74995
37.040001
31.286434
35.988258
32.186466
40.733894
25.912825
34.938995
39.073048
39.295898
37.953117
31.200058
34.174858
35.673702
33.78968
37.37043
35.362778
35.05267
33.214645
38.393822
30.757416
34.311523
33.941898
41.363003
36.09642
34.483982
43.464157
33.739765
32.725094
""
38.667892
33.865532
30.008718
34.698204
34.469406
29.644979
36.078651
32.017414
35.66048
33.133987
32.215435
34.697323
33.377754
32.215294
35.867134
35.370209
32.231415
32.753307
36.768017
34.428436
31.505411
32.11359
36.59301
""
33.867451
35.93808
34.10561
34.73175
35.356838
32.855305
32.629143
32.078995
35.967262
31.473879
33.471344
33.477737
32.924927
34.502762
35.748539
33.837837
34.409344
33.908939
34.142548
""
33.287262
33.539883
35.10342
32.405762
31.843983
28.501293
""
34.16523
36.592972
35.518581
35.261574
31.432142
35.059582
35.093727
37.366409
""
46.076454
33.97781
38.278763
37.93647
37.985691
""
""
34.631641
""
""
""
39.455406
33.718174
""
39.812046
37.485497
40.734699
36.989201
33.743149
38.791206
""
""
40.203159
""
""
""
38.472778
""
37.611217
""
37.417446
38.364487
38.172596
""
43.789955
37.242825
""
34.304924
30.218124
37.961514
39.936253
36.40276
""
38.399467
54.384621
""
38.776379
34.37273
46.131741
36.501923
40.941986
""
""
""
""
""
38.261917
42.840828
36.068623
48.727833
38.427811
37.239452
37.507389
37.820461
36.898663
37.476017
36.52277
37.428215
33.357513
33.826206
34.616623
27.998537
32.847015
35.674946
34.079556
32.630543
34.143661
34.723255
26.616676
37.737518
32.452404
36.058395
36.578194
31.882233
32.8736
43.377747
32.826714
32.613579
34.729492
27.124884
27.910492
35.185638
27.766331
28.62221
35.162636
33.545483
35.347435
30.005529
30.181479
33.123077
31.984827
38.3564
31.004711
34.781654
""
34.236122
34.098854
33.17709
29.9342
""
28.20442
