work_24_white_male_mean
0.89835477
0.82420719
0.95248979
0.8970874
0.91713619
0.87770444
0.85409069
0.79279917
0.85427225
0.82643932
0.94839782
0.85193694
0.88413513
0.86988878
0.86539793
0.83548546
0.88243282
0.8779788
0.9114576
0.88373005
0.84934121
0.90116894
0.89430869
0.90217441
0.87641329
0.86342204
0.85246027
0.81068146
0.79280519
0.83500481
0.90439314
0.83686817
0.80667037
0.83742869
0.85869092
0.86525428
0.84468853
0.76784015
""
0.86125827
0.81747448
0.90366399
0.83585221
0.83865345
""
""
0.91124153
0.88385749
0.79111874
0.90772575
0.83060682
0.85791862
0.9211098
0.87015235
0.79800355
0.89903754
0.84924906
0.84512323
0.79309684
0.85294038
0.73718899
0.79739249
0.91198826
0.89175236
0.82476258
""
0.94478631
""
0.89482921
0.94744974
0.81101847
0.83372664
0.87958735
0.9360196
0.87187618
0.8001498
0.78587008
0.95467949
0.93907261
0.83630884
""
""
0.81586593
0.76477975
0.90525103
0.78460526
0.86695588
0.89755738
0.88385302
0.84337759
0.8845259
0.84871978
0.91162652
0.8738628
0.86692464
0.85167336
0.72008401
0.8585158
0.8758654
0.84425038
0.85409951
0.88196027
0.82391804
0.86318123
0.8785708
""
0.79159963
0.91587639
0.90662354
0.86495435
0.90862608
""
0.88552839
0.83838135
0.79228657
0.74775165
0.79837638
0.88255429
0.80463207
0.83185786
0.82321018
0.87583411
0.82757753
0.82710642
0.87081248
0.90985215
0.82315481
0.88575393
0.83192587
0.77650875
""
0.90730911
0.82062292
""
0.83936471
0.93090647
0.82775265
""
0.85425639
0.77872473
0.78841925
""
""
0.77669644
0.83445418
0.88226408
0.828049
0.74889934
0.8324964
0.87152284
0.75462991
0.81527954
0.73957115
0.87687528
0.8994298
0.80549717
""
0.82821506
0.9299984
0.88560039
0.85406715
0.92553055
0.89328814
0.86991745
0.91249311
0.77696198
0.77316159
0.94081134
0.86768657
0.85693425
0.91234386
0.82871276
0.88369215
0.88613188
0.84921837
0.8898229
0.89156759
0.80412519
0.92055547
0.79087991
0.67639381
0.88594759
0.8670373
0.81956095
0.97140157
0.92067069
0.91787976
0.83014399
0.91720414
0.82090032
0.84614778
0.88992065
0.90215719
0.86566955
0.82858366
0.92950469
0.86017531
0.80915272
0.75410348
0.85204011
0.87608224
0.73441762
0.74514353
0.89732623
0.87981451
0.78649193
0.97528249
0.7843532
0.83346266
0.85625637
