kir_pooled_male_p75_se
0.0078009251
0.0049964511
0.015634296
0.017397426
0.0094915591
0.032651585
0.016939171
0.0060380367
0.012756826
0.017469762
0.011639967
0.020830559
0.014166841
0.021210669
0.020878468
0.0091153057
0.0090310201
0.023460595
0.032438107
0.013397043
0.023215724
0.0083154924
0.0087270774
0.011817264
0.010931447
0.0074683302
0.013186517
0.0073671327
0.018533567
0.014514482
0.016054993
0.029745569
0.025227297
0.016998775
0.0067151175
0.0099343751
0.0025444131
0.021534022
0.0072192568
0.011373617
0.0061905016
0.0074307802
0.033457741
0.022047363
0.0033629036
0.015869705
0.015403488
0.0079821916
0.0036782557
0.014822464
0.0044257282
0.0053477394
0.035411414
0.018457754
0.015608473
0.017946308
0.010115782
0.0080717839
0.003914217
0.034131218
0.0085016973
0.011772327
0.0052838936
0.0090852249
0.017454902
0.025382686
0.01655693
0.058455098
0.048741922
0.002911929
0.035871528
0.090169728
0.039899532
0.053742815
0.0050123362
0.093498349
0.054257587
0.0084906593
0.0093773128
0.014477786
0.01670051
0.052822974
0.089386858
0.0082096439
0.032790527
0.028441852
0.040287159
0.056815051
0.035228133
0.01659726
""
0.03451496
0.027622668
0.052432563
""
0.039739873
0.014386685
0.0060977344
0.0057017938
0.010419901
0.011819918
0.018101398
0.023453902
0.0011232448
0.0059690871
0.0079888096
0.0022862032
0.0058446038
0.013716272
0.0053936709
0.0061824177
0.016890943
0.014371254
0.012069799
0.005139553
0.011744924
0.022605699
0.038891941
0.016915536
0.023629993
0.016646443
0.020268401
0.01580709
0.026901422
0.013613434
0.015084852
0.0078304969
0.0092056394
0.0099716671
0.018259695
0.027550673
0.019696945
0.016801819
0.006622477
0.018964335
0.028177204
0.0078845499
0.015547011
0.012107905
0.016887981
0.012870879
0.022735033
0.011054438
0.029866289
0.020545512
0.0079110218
0.016687991
0.037087698
0.02170625
0.030969821
0.026077533
0.021156557
0.016505796
0.0073499163
0.023196273
0.027195061
0.010525183
0.01108176
0.027246147
0.029501257
0.025241608
0.033469748
0.014177356
0.026595615
0.018892281
0.026793957
0.016260769
0.022194376
0.0091783628
0.029401314
0.0032798687
0.018351998
0.016685732
0.0062065665
0.031678621
0.046213251
0.0058613117
0.021459857
0.023717249
0.030620087
0.0094855987
0.020721128
0.005596607
0.0085916985
0.038689774
0.020084864
0.0014946242
0.075629264
0.0098849256
0.0047478699
0.010083021
0.017250286
0.0016318377
0.012928532
0.0038844226
0.002600658
0.014036015
0.0058606691
0.0060853935
0.014215213
0.002573018
0.0060249572
0.010038261
0.0097926613
0.0008159345
0.0062615485
0.0035356379
0.016008625
0.0071554151
0.0047490196
0.026227169
0.032536186
0.0033617362
0.004696894
0.0056936801
0.0011909268
0.0029789486
0.015601442
0.0015839749
0.0017368575
0.0069416566
0.0014654165
0.0012144897
0.0028915766
0.0024522135
0.0038220719
0.0019802337
0.0032111893
0.0013307029
0.0038284673
0.0046255644
0.038322624
0.010557909
0.0023762013
0.0025596581
0.0028803942
0.0073628533
0.0092169857
0.031096186
0.0038721
0.0082936967
0.0020093999
0.0046458994
0.0087093618
0.0028575945
0.017567163
0.0019552999
0.024689829
0.041067049
0.032721903
