comcoll_asian_male_mean
""
""
""
0.802508
0.51320958
""
0.59579164
""
""
0.24946721
0.46735179
0.55642843
""
0.23201731
0.30860969
""
""
""
""
""
""
0.77392834
""
""
0.69970793
""
""
0.69596988
0.5502066
""
""
""
0.59964263
0.67401594
""
0.39240599
""
""
""
""
0.63190824
""
""
""
""
""
0.49889779
0.59192175
0.51458442
""
""
0.31850991
""
""
""
0.36884719
""
""
""
""
""
0.43087479
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.62484574
""
""
""
""
0.59848869
""
""
""
0.39944178
""
""
""
""
0.76596552
""
""
""
""
0.61658239
0.7169627
0.46425754
0.69596589
0.60773683
0.67398316
0.59493703
0.64783233
0.59556049
0.57727754
""
""
0.79631895
""
0.66120321
""
0.48602965
0.55986404
0.74834722
""
""
""
""
""
""
""
""
0.78264838
0.56786245
""
""
""
0.60887706
""
""
""
""
""
""
""
""
""
0.65097177
""
""
""
""
""
0.44078779
""
""
""
""
0.75824147
""
""
0.49347582
0.54281121
""
0.53560501
""
""
""
""
""
0.68535221
""
0.67473012
""
""
""
""
0.68712032
0.61257297
""
0.50502706
""
""
0.55266517
0.5102343
""
""
""
""
0.59383446
""
""
0.70137239
""
""
0.75416642
""
""
""
0.46364301
""
""
""
""
""
0.61914349
""
0.70876026
""
""
""
""
0.58463228
0.69784778
""
""
""
""
""
""
""
0.67210841
""
0.51763487
0.7611472
""
""
""
""
""
""
0.69855756
""
""
""
0.80078501
""
0.54519922
0.67291248
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.70860332
""
0.59213048
0.6284762
0.36960199
""
""
""
""
""
0.56989402
""
0.80096519
""
0.60586858
0.64916658
0.56388354
0.6840508
0.67864865
0.78834993
0.78562158
0.65020627
0.71546549
0.48503867
""
""
""
""
""
0.54812646
0.52493668
""
""
0.53375518
""
""
0.64460093
0.72494572
""
0.55922264
0.66419476
""
""
""
""
""
""
""
""
""
""
""
0.56968164
0.47880393
""
""
0.49482608
""
""
""
""
""
""
""
""
""
0.40715408
0.29175836
0.21279548
""
0.48739746
0.62333399
0.37274086
""
0.56194478
""
""
""
""
0.87213749
""
""
0.51762402
""
0.77520168
0.70717186
0.46163198
""
0.73886013
0.58522117
""
""
0.70308256
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.53417081
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.5241136
""
0.61524415
""
""
0.62318873
""
""
""
""
""
""
0.55120599
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.75176179
0.51989073
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.61873364
""
""
""
""
""
""
0.57764179
""
""
""
""
0.6872642
""
""
""
""
""
""
0.37131184
""
""
""
0.620166
""
""
""
0.6969921
""
""
""
""
""
""
""
""
""
""
0.29167202
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.60937214
""
0.53269815
""
""
""
""
""
""
""
""
""
""
0.67767513
0.64674574
""
0.79318982
0.71106404
0.58794522
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.55332065
0.57306403
0.63158298
""
""
""
""
""
""
""
""
""
""
0.57474893
""
""
""
""
""
0.40228578
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.54134792
0.34499273
0.37028164
""
""
""
""
""
0.56474346
""
0.60803622
""
0.52779114
""
""
""
""
""
""
0.66232353
""
""
0.4774521
""
""
""
""
""
""
""
""
0.50013304
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49503869
0.55836201
0.51243442
0.50376368
0.49011472
0.64493918
""
""
""
0.39880174
0.53218246
0.63751227
0.45188648
""
""
0.53837007
0.68800884
0.65387458
0.65819001
""
""
""
""
0.3792181
""
""
0.52856123
""
0.54861891
""
""
0.58485234
""
""
""
""
""
""
""
""
0.5766986
