spouse_rk_pooled_male_n
10140.0
4426.0
1003.0
13995.0
8532.0
1285.0
17244.0
1640.0
1064.0
6186.0
7098.0
24686.0
1128.0
2760.0
6944.0
813.0
709.0
6857.0
964.0
1048.0
8629.0
10494.0
5584.0
3060.0
22490.0
715.0
3642.0
9438.0
21440.0
1790.0
2232.0
4393.0
18246.0
11490.0
1525.0
9143.0
2021.0
2709.0
517.0
532.0
9019.0
1699.0
943.0
456.0
1096.0
1278.0
21888.0
5688.0
13991.0
3571.0
7221.0
10380.0
4362.0
305.0
562.0
8916.0
1322.0
448.0
425.0
2675.0
1676.0
12656.0
672.0
1988.0
2464.0
2099.0
671.0
1344.0
1666.0
2177.0
1183.0
1750.0
1763.0
3808.0
1622.0
930.0
3492.0
2463.0
1047.0
18093.0
1966.0
3650.0
2045.0
3816.0
24405.0
2933.0
3007.0
5172.0
10475.0
5844.0
4580.0
1706.0
2052.0
9488.0
1882.0
770.0
3900.0
7601.0
37002.0
10332.0
12095.0
49698.0
22291.0
10760.0
11325.0
30272.0
9564.0
22013.0
2336.0
6337.0
4909.0
3951.0
12002.0
846.0
10740.0
16390.0
9763.0
597.0
511.0
574.0
4176.0
1956.0
1570.0
2283.0
1653.0
6862.0
6853.0
1588.0
1065.0
1179.0
60406.0
2412.0
3500.0
1609.0
5559.0
2517.0
9123.0
5193.0
798.0
2037.0
6542.0
3836.0
573.0
1022.0
2660.0
687.0
4755.0
2664.0
1646.0
1533.0
2825.0
18265.0
4004.0
763.0
13499.0
10131.0
1146.0
6863.0
1384.0
3272.0
420.0
1288.0
6061.0
40590.0
752.0
77360.0
2869.0
2890.0
1125.0
7502.0
89709.0
10027.0
3244.0
12879.0
3057.0
1326.0
11001.0
30521.0
3530.0
1952.0
2206.0
2541.0
26174.0
2709.0
2427.0
40595.0
1074.0
3618.0
9800.0
722.0
1746.0
4792.0
20855.0
1126.0
1650.0
4334.0
6480.0
7564.0
18282.0
2664.0
14683.0
9657.0
3498.0
4674.0
8598.0
14231.0
30080.0
3743.0
5856.0
7701.0
5619.0
9453.0
1336.0
1255.0
15045.0
16252.0
9823.0
46995.0
4498.0
4388.0
2458.0
3955.0
4632.0
2719.0
31491.0
7819.0
5880.0
8740.0
46230.0
16070.0
14170.0
7919.0
1021.0
4676.0
788.0
2694.0
992.0
