hours_wk_hisp_pooled_p25
""
""
""
""
""
""
""
39.676247
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.410929
""
""
""
""
""
""
""
22.487068
""
""
""
31.221907
""
24.107224
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
30.867043
""
""
""
""
29.241896
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.21559
28.424797
19.855421
28.469681
26.495649
""
26.864361
29.76193
26.96364
27.400372
26.135635
29.077393
30.914562
28.930241
""
""
""
32.699318
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.460997
""
""
""
""
""
32.454475
""
""
""
""
""
32.16713
""
""
""
27.359423
""
18.183357
24.893333
22.756096
31.310238
26.475677
""
30.011875
26.010668
22.583769
26.30529
26.402908
""
27.055128
28.238712
""
24.028776
28.081079
25.864548
32.464207
""
29.283056
27.791765
""
""
27.422733
30.991074
19.635099
28.367485
25.441589
""
26.400352
25.742998
27.179983
26.122948
27.583061
29.598108
27.22938
28.361794
29.901457
28.626547
26.344725
27.530741
34.025906
""
26.241213
29.430815
28.031021
24.829727
25.956345
29.110628
""
27.846315
27.194246
29.79328
28.540363
22.60284
28.409296
32.327263
26.150589
""
""
""
24.49069
28.89436
""
""
""
""
""
""
""
""
27.11828
""
24.536114
""
""
28.280962
20.228214
""
""
""
""
""
""
""
29.076998
""
""
""
25.000492
28.778784
27.413839
""
""
26.679012
""
""
""
25.429993
32.366539
28.716484
""
""
""
""
24.643671
27.870691
""
27.354902
""
""
""
""
""
""
""
""
22.571451
""
29.965757
26.276146
32.670269
33.735615
26.873154
25.192068
30.402239
30.725872
29.817062
27.908346
34.185303
32.147995
26.609598
""
24.009686
""
29.228283
31.524687
""
32.271366
26.565722
22.56377
31.013849
""
""
""
28.762833
25.328136
35.328712
""
""
""
""
""
""
31.788319
27.337629
23.983187
29.803888
28.262171
""
31.052109
""
""
""
32.221378
28.463686
38.370544
""
""
""
31.891996
25.852812
35.702072
31.636349
25.090794
""
27.222109
30.375561
28.992115
30.624537
30.268579
31.937187
31.286392
27.493517
""
26.769087
33.193195
21.91641
27.100327
27.8682
""
""
""
""
28.350473
""
""
""
""
""
""
""
""
""
""
34.445545
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.684406
35.858486
""
34.831062
""
""
29.980011
""
29.933359
""
""
22.638443
""
""
""
""
""
""
""
31.592976
""
""
""
""
""
""
""
""
""
""
""
29.753817
""
19.377445
""
30.146297
""
""
""
""
""
""
29.478233
""
30.823715
""
""
""
""
""
31.883312
29.608191
""
""
""
""
""
""
""
""
""
""
""
""
25.439436
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.010574
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.635048
31.399937
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.141567
""
""
""
""
23.245834
25.846323
