hours_wk_hisp_pooled_mean_se
""
""
""
""
""
""
""
2.8019013
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.9731121
""
""
""
""
""
""
""
2.558928
""
""
""
2.9567888
""
3.4146206
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.8785812
""
""
""
""
3.6525915
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.218341
1.9330574
2.9054737
2.5730066
4.02702
""
0.33113235
1.5048685
3.123487
0.50950265
1.3348823
1.3672403
2.2935731
0.93165416
""
""
""
2.0458581
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.4367142
""
""
""
""
""
3.5811939
""
""
""
""
""
2.6264815
""
""
""
0.49089709
""
3.2334919
1.71401
3.2821875
3.471065
0.65143174
""
2.2785819
0.43984538
3.266001
2.7826607
0.73075068
""
0.51066864
1.107299
""
4.3319058
0.12566432
1.089273
1.7339914
""
2.2277007
0.76832598
""
""
0.59105235
1.2951839
3.4375083
0.29362032
1.5011693
""
0.32710224
0.55931783
1.3795972
0.29989687
0.30528557
0.74582404
0.57396173
1.3147665
0.58710796
0.71410048
0.4088406
0.91933441
2.3986166
""
4.0760617
0.92426443
0.92038995
0.64169651
1.5426725
2.4335458
""
0.61671454
2.9433894
0.47643721
1.1615241
2.3226886
0.69844395
2.5133505
0.90749693
""
""
""
1.6387973
2.8099349
""
""
""
""
""
""
""
""
0.61723059
""
2.045387
""
""
0.9101451
3.7287862
""
""
""
""
""
""
""
0.8936286
""
""
""
3.0340106
1.5467554
2.748879
""
""
2.3352416
""
""
""
2.9403558
2.1911898
2.9908252
""
""
""
""
3.8378894
0.92712349
""
3.4600868
""
""
""
""
""
""
""
""
1.0876282
""
0.80456918
0.91597438
3.9163315
2.8269548
1.0088518
2.5626192
3.2848582
3.0607796
2.2997737
1.333725
2.6876101
1.3076638
2.8591707
""
3.5371025
""
1.4059194
0.48832518
""
2.4282994
3.8779895
3.1705847
1.3897829
""
""
""
1.3995702
2.6934285
3.647279
""
""
""
""
""
""
4.0098228
2.650521
2.3176842
2.7124588
0.63161457
""
2.7284472
""
""
""
2.1961346
1.2296187
2.5337451
""
""
""
1.6683142
2.0349073
2.2157221
0.24981722
2.5009825
""
2.2633948
3.0912063
0.58805394
1.0658748
0.66736978
1.6508121
1.2506425
1.1606972
""
3.3048153
1.7423536
4.3431325
1.8842933
1.1944666
""
""
""
""
1.2966416
""
""
""
""
""
""
""
""
""
""
2.7723861
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.9012122
3.7056227
""
3.9141757
""
""
2.5370429
""
1.4225445
""
""
3.8981607
""
""
""
""
""
""
""
1.3406135
""
""
""
""
""
""
""
""
""
""
""
3.0924625
""
4.4554148
""
1.5398266
""
""
""
""
""
""
1.3368061
""
2.0575686
""
""
""
""
""
3.8298895
2.4563832
""
""
""
""
""
""
""
""
""
""
""
""
3.2532883
""
""
""
""
""
""
""
