married_asian_female_mean
""
0.73986393
""
""
""
""
""
0.56283581
""
""
""
""
""
""
""
0.55752105
""
""
""
""
""
""
0.47657612
""
""
""
""
0.61388099
""
""
""
""
""
""
0.51031363
""
0.57629824
""
""
""
0.66327173
0.69698602
""
""
0.59414458
""
""
""
0.49659961
""
0.52334589
0.65979749
""
""
""
""
""
""
0.65189803
""
0.3300463
""
0.59698272
""
""
""
""
""
""
0.39620498
""
""
""
""
0.48215592
""
""
0.52840221
""
0.65747058
0.20341083
""
""
0.12770995
""
""
""
""
""
""
""
""
""
""
""
""
""
0.60405117
0.49041346
0.54750085
""
""
""
0.5376085
0.54324448
""
0.53355879
0.51058215
""
0.5036658
0.63466495
""
""
""
0.54337007
""
""
""
""
""
""
""
""
""
""
""
""
0.38167509
""
""
""
""
""
0.60180759
""
""
0.50949723
""
""
""
""
""
""
""
""
0.41146752
""
""
""
""
""
""
""
0.54792541
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.68460137
""
0.53542709
""
""
0.50198394
""
""
0.45238578
""
""
""
""
""
0.52594525
0.5968312
""
""
0.54396099
""
""
0.47515276
""
""
0.52020156
0.49626932
0.63842499
0.46494418
0.66621459
0.34455594
0.52825004
""
0.52542907
0.55796796
0.78801787
""
0.50366294
0.39337996
0.48665938
""
0.51775068
0.48475826
""
""
0.53290546
0.5328657
0.47905073
0.52853656
0.52025813
""
0.50218213
0.50092494
0.52341872
0.53776765
0.54720533
0.49925306
0.5108099
0.56660259
0.52754587
0.52992994
0.54191273
0.53582823
0.45295501
""
0.52194965
0.51628995
0.49248022
0.53771728
0.6106891
0.46596763
""
0.44469532
0.51185668
0.51611364
0.58876592
0.57126325
0.48885047
""
0.55663013
""
""
""
0.50865418
0.4855563
""
""
""
""
""
""
""
""
0.49042273
""
0.56723219
""
""
0.57269078
0.32008782
""
""
""
""
""
""
""
0.54330009
""
""
""
""
0.53202707
""
""
""
0.6488893
""
""
""
""
""
""
""
""
""
""
""
0.46838555
""
""
""
""
""
""
""
""
""
""
0.57600152
""
0.53821105
0.55602425
0.51703668
0.500866
0.49894387
0.468095
0.59876561
0.52978677
0.58843738
0.52849793
0.58912921
0.52472788
0.60317701
""
0.57740861
""
0.46428856
0.53660542
""
0.52508229
0.48482883
0.5505054
0.42303181
""
""
""
0.57635218
0.59581411
0.62801474
""
""
""
""
""
""
""
""
0.49939603
0.63664883
0.53027332
""
0.53614253
""
""
""
0.47650838
0.57032776
0.57500142
""
""
""
0.4802216
0.51349115
0.52621895
0.51951271
0.46855128
0.43461835
0.46995807
""
0.53011435
0.54822886
0.52073276
0.51020384
0.49122819
0.53547329
0.54096735
0.57591265
0.5018087
0.51336181
0.58389127
0.55343014
""
""
""
""
0.52711719
""
""
""
""
""
""
""
0.57896447
""
0.55959249
0.66349167
""
""
0.55273956
""
""
""
""
""
""
""
""
0.31471732
""
0.510759
0.49248785
""
0.61558527
