frac_years_xw_black_male
""
0.75405622
0.59782684
""
0.49846166
0.60022289
0.53746927
""
0.74718541
0.68816745
0.67303807
0.72914571
0.54654098
""
0.67510188
""
0.64432746
0.68133712
""
0.63849139
""
0.54319966
0.71278632
0.66684073
""
""
""
""
0.33208773
""
""
0.71144629
""
0.64702511
""
""
""
""
""
0.54125696
0.70120645
""
""
0.62394279
0.60932463
0.53373718
0.55008149
0.53545904
0.58986521
0.59658647
0.67659086
0.57999629
""
0.52819514
0.48932779
0.51470256
""
""
""
""
""
""
""
""
""
0.6474607
0.61558485
0.53474253
0.59726918
""
0.66398525
0.64375997
0.65731263
0.64449328
0.6384849
0.51517874
""
0.5090462
0.62277621
0.66897148
0.52990156
0.58272916
0.40197223
0.58442664
0.51577008
0.48486885
0.58818907
0.62249458
0.65844601
""
0.61290437
0.68586349
0.51163143
0.62268567
0.58746225
""
""
0.35473013
0.55419379
""
0.77344608
""
0.70631099
""
""
""
0.67792547
0.64824635
0.68885475
0.68128663
0.65988696
0.7092911
0.55461794
0.5524947
0.68707329
""
""
""
0.45031548
""
""
0.65275764
0.48068401
""
""
""
""
0.67279649
""
0.65036535
0.59359944
0.60044205
0.49212378
0.62781054
0.61252564
""
0.59687418
0.60265845
0.63270092
0.59158707
0.73595941
0.6455977
0.53724712
0.55261922
""
""
""
""
0.59888732
""
""
""
""
0.45321715
0.56412029
0.59120274
""
""
""
0.64228332
0.61665809
0.35671988
0.5771116
0.56933856
0.56643671
0.54325938
0.4674699
0.61210185
""
0.5355866
0.73518479
0.66705453
0.80792385
0.55834508
0.57218075
""
""
""
0.63087785
0.68452269
0.55751956
0.65085757
0.64259863
0.63072157
0.52214062
""
0.49128318
""
""
0.67779702
""
0.5142858
0.44689792
""
""
""
""
0.67642796
""
""
0.52609777
0.56117994
""
0.56730723
0.55568582
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.76411772
""
""
0.19567212
""
""
""
""
0.44170693
0.63328975
0.58473086
0.53457141
0.52175671
0.54473966
0.47909918
0.48329359
0.62494665
0.62749636
0.58492494
0.56357324
0.71417505
0.56142718
0.614694
0.62021953
""
0.56521523
0.51145798
0.50690818
0.5585205
0.59359467
0.65983081
0.55006272
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.71706015
0.67849326
""
0.75995195
0.62505406
0.68507403
""
0.47916302
0.64553559
0.6248104
""
0.48987901
0.40118581
0.53421062
0.6572628
0.64454985
0.59675121
0.5827527
0.64576972
""
0.58862108
0.56361043
0.70389163
0.48975056
0.70375764
0.64468646
""
""
""
""
0.64911795
0.59308493
0.61992496
""
0.50510955
0.55709481
0.7491563
0.57889086
0.70431131
0.75098354
""
""
""
""
""
""
""
""
""
""
""
""
""
0.59179032
""
""
0.67647445
0.52780616
""
""
""
""
0.58659571
""
""
""
""
""
0.68212646
""
0.7079156
0.63178593
""
""
0.70204872
0.70773715
0.65675294
0.50710791
0.53337449
0.59372097
0.51858974
0.59376699
0.489683
0.67323875
0.67579144
0.61181861
0.56102341
0.75638467
""
""
0.40723926
0.60008216
0.42418116
0.64937949
0.48832721
0.48013297
0.55011779
0.47731069
0.51305062
0.68622357
0.60357416
0.58662826
0.51974881
0.58442676
0.67516029
0.63371217
""
0.70492214
0.54256636
""
0.61233628
""
""
""
""
""
0.7371009
""
""
""
""
""
0.56056833
0.46415415
0.61599606
0.54824513
0.57319981
0.64115202
0.70428824
0.59738839
0.66292059
0.53616846
0.58659548
0.55916774
0.51887596
0.55840749
0.6092118
0.52869189
0.49065337
0.60478389
0.42692119
0.29280642
0.55467665
0.61504006
0.51280606
0.50222427
0.40701044
0.53407723
0.5930841
0.60801482
0.5625062
0.49785873
0.6215691
0.59533012
0.5416494
0.56433856
0.5386681
0.28409195
0.6016947
""
""
""
0.28852025
0.41665399
0.44372538
0.6214636
0.3687889
0.66171265
0.59451824
0.50999546
0.28986931
0.6543408
0.62540638
0.30007747
0.50609267
0.57501858
0.56115752
0.31028953
0.69390857
0.66120887
0.73562568
0.64218014
0.56183451
0.5377329
0.58687466
0.59744209
0.63093513
0.49949405
0.61857587
0.64466476
0.75803441
0.38640222
0.64014983
""
0.27804494
""
0.26564768
""
""
0.68716657
""
0.6805951
0.48308399
0.43369785
0.49622759
0.60560131
0.46360078
""
""
""
0.54089367
""
""
0.52613884
""
0.47127515
0.46680129
0.68146884
""
0.77625579
""
""
0.73062986
""
0.48805839
""
0.44522953
0.49899307
0.4745312
0.57661295
0.68583924
0.68987179
0.71233863
0.64574748
0.58831424
""
""
