stayhome_pooled_female_n
17336.0
7597.0
1477.0
23499.0
15521.0
2603.0
32811.0
2397.0
1679.0
11866.0
13052.0
48695.0
1716.0
4340.0
12277.0
1180.0
951.0
11373.0
1484.0
2405.0
18957.0
22526.0
11066.0
6878.0
42927.0
1878.0
7133.0
18453.0
46911.0
3447.0
4597.0
7728.0
37679.0
23200.0
4037.0
17613.0
3649.0
5483.0
1152.0
1335.0
19961.0
3633.0
1625.0
596.0
2431.0
3250.0
51269.0
10143.0
28604.0
6825.0
12791.0
19315.0
9397.0
629.0
927.0
19410.0
2522.0
713.0
739.0
5882.0
3167.0
22834.0
1259.0
2977.0
3671.0
3234.0
854.0
1595.0
2425.0
3083.0
2818.0
4060.0
4978.0
7276.0
3296.0
1441.0
6191.0
3926.0
1828.0
44524.0
4681.0
5841.0
2953.0
6522.0
44775.0
4761.0
5076.0
9381.0
18491.0
9664.0
7151.0
2835.0
3176.0
16878.0
2925.0
1119.0
6358.0
13338.0
77210.0
20687.0
23912.0
127619.0
49623.0
22146.0
22688.0
65268.0
19764.0
47069.0
4505.0
12315.0
9390.0
8604.0
26401.0
2100.0
23284.0
30057.0
20271.0
1256.0
991.0
1248.0
7778.0
3668.0
3227.0
4782.0
2912.0
15257.0
14557.0
3017.0
2476.0
2414.0
127289.0
4824.0
6590.0
2761.0
8995.0
4824.0
17359.0
12156.0
1784.0
4441.0
13366.0
7312.0
1205.0
2205.0
6566.0
1569.0
8301.0
5313.0
3284.0
3196.0
4100.0
35832.0
8605.0
1840.0
25575.0
20513.0
2235.0
14511.0
2472.0
4919.0
519.0
1719.0
11132.0
87891.0
1355.0
159371.0
4498.0
4576.0
1825.0
12837.0
180679.0
18244.0
5325.0
22271.0
4877.0
2270.0
19808.0
51307.0
5958.0
3301.0
3624.0
4126.0
47373.0
4550.0
4161.0
73554.0
1618.0
5656.0
17945.0
1163.0
2867.0
8209.0
39858.0
1780.0
2751.0
6374.0
10711.0
11531.0
33395.0
4385.0
26610.0
15753.0
5219.0
7668.0
14626.0
23343.0
55847.0
6080.0
9187.0
12206.0
8551.0
14609.0
1947.0
1927.0
28990.0
26963.0
18035.0
92434.0
6694.0
7177.0
4259.0
6325.0
7704.0
4178.0
58500.0
13153.0
9325.0
13900.0
81236.0
29410.0
23434.0
13668.0
1210.0
6995.0
1098.0
3692.0
1305.0
9441.0
670.0
3469.0
9818.0
5372.0
6169.0
14608.0
4351.0
4197.0
8925.0
37377.0
5154.0
10192.0
77778.0
12384.0
6946.0
1610.0
8724.0
5083.0
3511.0
32413.0
6463.0
26145.0
7903.0
22784.0
40426.0
38489.0
27699.0
322154.0
39020.0
174133.0
185178.0
21678.0
15265.0
5185.0
829.0
8961.0
867.0
2153.0
22260.0
9640.0
2703.0
7611.0
47992.0
221.0
139.0
139458.0
41819.0
3828.0
21270.0
106317.0
5236.0
1888.0
1494.0
1080.0
2417.0
3662.0
2484.0
3273.0
1374.0
6695.0
5153.0
11437.0
105332.0
1899.0
5670.0
9877.0
3062.0
3381.0
3162.0
4705.0
9199.0
1318.0
7490.0
9830.0
5743.0
8654.0
22760.0
12750.0
2750.0
16283.0
12353.0
8887.0
5211.0
21267.0
7262.0
3581.0
4076.0
7914.0
13845.0
5626.0
5265.0
16114.0
3190.0
21441.0
24206.0
63448.0
5708.0
270207.0
25580.0
4208.0
4857.0
92666.0
1407.0
3069.0
10606.0
15356.0
5982.0
1750.0
2914.0
2360.0
1699.0
1971.0
5507.0
3853.0
4901.0
1042.0
5538.0
8409.0
1114.0
6240.0
2079.0
3572.0
5704.0
809.0
11292.0
81.0
477.0
2349.0
1987.0
978.0
550.0
399.0
1242.0
1086.0
4652.0
87.0
261.0
99.0
653.0
290.0
267.0
3127.0
488.0
51.0
27.0
89.0
280.0
23.0
221.0
127.0
305.0
528.0
1126.0
679.0
986.0
1643.0
645.0
8252.0
1790.0
810.0
669.0
93.0
260.0
1983.0
4109.0
1147.0
1199.0
4787.0
7843.0
603.0
1643.0
101.0
5431.0
3430.0
608.0
400.0
204.0
427.0
1874.0
1172.0
903.0
510.0
331.0
197.0
962.0
121.0
3889.0
2491.0
2889.0
2855.0
2837.0
2339.0
2410.0
4450.0
22273.0
1602.0
1646.0
2330.0
7284.0
79.0
79.0
23.0
92.0
3044.0
4752.0
826.0
366.0
2592.0
2950.0
1674.0
1128.0
3610.0
8241.0
987.0
12105.0
1773.0
2072.0
34516.0
1733.0
663.0
65.0
265.0
468.0
1812.0
26965.0
154.0
138.0
7235.0
758.0
367.0
304.0
247.0
449.0
694.0
405.0
142.0
815.0
2124.0
2002.0
505.0
2667.0
47.0
1056.0
17958.0
85930.0
899.0
29.0
1666.0
2092.0
3567.0
1717.0
426.0
227.0
864.0
456.0
513.0
2913.0
1049.0
808.0
6406.0
12683.0
22094.0
3544.0
2281.0
2354.0
2154.0
6094.0
4866.0
68701.0
6204.0
3432.0
1335.0
662.0
11109.0
2681.0
15589.0
4393.0
9690.0
2040.0
4189.0
9815.0
4592.0
12535.0
2718.0
33305.0
1782.0
883.0
3848.0
35941.0
3112.0
237.0
1725.0
31.0
4633.0
156.0
3612.0
11415.0
3405.0
1208.0
10105.0
2228.0
279.0
200.0
""
2251.0
2159.0
678.0
369.0
1371.0
676.0
706.0
1307.0
6052.0
1483.0
588.0
42273.0
1698.0
67515.0
1367.0
2213.0
36.0
12363.0
1401.0
617.0
454.0
727.0
653.0
7886.0
32259.0
20307.0
6409.0
13518.0
