kir_29_other_female_p10
0.3365328
0.34531721
0.40685153
0.30859846
0.3567338
0.42567748
0.3439647
0.27960327
0.19285819
0.35799339
0.34083027
0.38565624
0.33264494
0.33487508
0.35692519
""
0.3215023
0.32791454
0.29123023
0.37757993
0.31065533
0.38095555
0.35938066
0.45871514
0.38616046
0.32200739
0.40388507
0.35319296
0.41539428
0.41243467
0.47926056
0.39279261
0.41554379
0.4085722
0.36505944
0.33896446
0.40768948
0.39096832
""
""
0.38988817
0.38421398
""
""
0.41632169
0.27980399
0.40496919
0.33915731
0.35403961
0.43598256
0.37950698
0.32567751
0.35314286
""
""
0.37915587
0.43532729
0.35811874
""
0.28972444
0.36036688
0.38894004
""
0.35655496
0.34241137
0.32396215
""
""
0.43982571
0.37211594
0.4644019
0.35181528
0.33040494
0.34116203
0.28788111
""
0.27639735
0.29821634
0.30485237
0.36381701
0.38503718
0.32522902
0.29065129
0.33483335
0.35233223
0.30291787
0.32645205
0.36396587
0.33985531
0.33457136
0.3292459
0.29299408
0.23630367
0.30898115
0.30781043
0.25407305
0.27543062
0.34097293
0.39977857
0.38562527
0.42782235
0.4284538
0.42187616
0.36542982
0.40177679
0.41303691
0.36570457
0.37628466
0.37067041
0.30468392
0.34806404
0.4268823
0.33537203
0.29758459
0.39696571
0.37801453
0.37708336
0.39106679
""
""
0.31015939
0.30552888
0.38855425
0.39216495
0.40133607
0.37514213
0.3799696
0.38619637
0.36071786
0.36827621
0.39575472
0.34806058
0.40680733
0.3594707
0.33244088
0.34466437
0.33716699
0.40344688
0.39643905
0.46339327
0.35013196
0.35208821
""
0.33462787
0.37825602
""
0.3286317
0.48359412
0.37969431
0.33415979
0.36859727
0.34198627
0.33343488
0.47752762
0.38994846
0.35283118
0.35646024
0.37159777
0.21758793
0.25916511
""
""
0.50293642
0.42873994
0.51057678
0.49271637
0.32558307
0.30684918
0.35894558
0.3455697
0.36250567
0.38141084
0.25006166
0.32765156
0.28911462
0.40066525
0.30930248
0.33694789
0.35564134
0.36403069
0.41143534
0.31990302
0.36200845
0.28143215
0.31505477
0.36392212
0.22129898
0.35975501
0.35392275
""
0.3891868
0.39388445
0.3487587
0.30209956
0.27689219
0.32292536
0.36870599
0.32130173
0.31968763
0.32133156
0.33911055
0.37426984
0.26687241
0.34986049
0.35353354
0.32435113
0.37712389
0.36378023
0.2844964
0.29718417
0.36912465
0.35271999
""
0.1783406
0.34414676
0.33971551
0.35638726
0.37786204
0.32419103
0.2207794
0.39668593
