hs_hisp_pooled_n
87.0
64.0
""
173.0
240.0
""
427.0
24.0
""
109.0
137.0
694.0
""
53.0
168.0
""
""
135.0
""
""
136.0
609.0
117.0
71.0
711.0
27.0
161.0
332.0
798.0
32.0
25.0
61.0
445.0
357.0
23.0
230.0
""
38.0
""
""
131.0
""
""
""
""
20.0
1120.0
99.0
241.0
62.0
193.0
159.0
67.0
""
""
199.0
""
""
""
53.0
39.0
257.0
""
27.0
""
21.0
""
""
""
""
""
""
26.0
55.0
32.0
""
48.0
26.0
""
396.0
43.0
57.0
20.0
82.0
459.0
45.0
53.0
224.0
226.0
92.0
64.0
30.0
27.0
120.0
""
23.0
64.0
380.0
3797.0
1038.0
748.0
18629.0
2847.0
1123.0
667.0
4521.0
686.0
899.0
62.0
350.0
211.0
81.0
304.0
""
299.0
339.0
282.0
""
""
""
125.0
54.0
29.0
110.0
34.0
213.0
194.0
42.0
""
""
2221.0
31.0
109.0
22.0
282.0
22.0
197.0
278.0
29.0
47.0
225.0
105.0
""
25.0
68.0
""
125.0
32.0
""
21.0
""
253.0
39.0
""
437.0
150.0
""
111.0
""
""
""
""
204.0
1025.0
""
5542.0
47.0
""
""
259.0
2734.0
492.0
132.0
630.0
59.0
58.0
406.0
1330.0
69.0
36.0
23.0
46.0
405.0
37.0
""
459.0
""
25.0
145.0
""
""
150.0
332.0
""
""
32.0
265.0
154.0
828.0
170.0
562.0
344.0
107.0
116.0
165.0
364.0
561.0
55.0
51.0
221.0
60.0
91.0
""
""
1473.0
122.0
526.0
1188.0
38.0
32.0
27.0
25.0
36.0
23.0
505.0
89.0
53.0
78.0
423.0
299.0
288.0
103.0
""
56.0
""
22.0
""
44.0
""
""
53.0
94.0
42.0
140.0
21.0
47.0
89.0
465.0
51.0
98.0
1374.0
111.0
69.0
""
137.0
39.0
105.0
461.0
49.0
429.0
58.0
967.0
1262.0
576.0
1152.0
31664.0
1134.0
12494.0
4774.0
509.0
264.0
56.0
""
51.0
""
""
150.0
69.0
""
61.0
1280.0
""
""
4138.0
445.0
29.0
931.0
4227.0
52.0
27.0
""
""
20.0
38.0
31.0
64.0
24.0
126.0
96.0
102.0
1370.0
24.0
45.0
104.0
91.0
62.0
22.0
105.0
92.0
23.0
246.0
107.0
68.0
103.0
302.0
197.0
33.0
152.0
140.0
67.0
47.0
312.0
56.0
29.0
22.0
125.0
149.0
56.0
77.0
504.0
31.0
408.0
726.0
1817.0
169.0
18950.0
788.0
95.0
29.0
792.0
""
37.0
105.0
136.0
29.0
""
34.0
44.0
24.0
29.0
37.0
49.0
37.0
""
51.0
92.0
""
50.0
21.0
59.0
57.0
""
69.0
""
""
20.0
24.0
""
""
""
""
""
27.0
""
""
""
""
""
""
41.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
79.0
""
""
""
""
""
""
43.0
28.0
""
99.0
115.0
""
""
""
49.0
21.0
""
""
""
""
""
""
""
""
""
""
""
""
114.0
41.0
""
89.0
""
51.0
55.0
52.0
325.0
22.0
""
34.0
124.0
""
""
""
""
230.0
240.0
40.0
""
79.0
98.0
31.0
""
140.0
267.0
""
213.0
25.0
32.0
852.0
99.0
24.0
""
""
""
59.0
1387.0
""
""
1355.0
174.0
33.0
""
""
""
""
""
""
""
45.0
140.0
23.0
134.0
""
48.0
1458.0
6297.0
26.0
""
190.0
90.0
113.0
""
""
""
""
""
""
68.0
""
""
156.0
361.0
750.0
101.0
82.0
43.0
128.0
113.0
90.0
1581.0
109.0
60.0
""
""
82.0
30.0
178.0
98.0
191.0
""
92.0
253.0
103.0
441.0
25.0
793.0
39.0
34.0
97.0
11147.0
393.0
39.0
555.0
29.0
967.0
85.0
781.0
1810.0
528.0
352.0
1182.0
209.0
40.0
29.0
""
654.0
314.0
79.0
22.0
184.0
98.0
120.0
241.0
1108.0
134.0
158.0
4678.0
124.0
14559.0
366.0
236.0
""
2035.0
470.0
194.0
222.0
341.0
217.0
3354.0
12861.0
5210.0
571.0
1501.0
18237.0
652.0
310.0
106.0
785.0
142.0
33.0
401.0
692.0
761.0
407.0
145.0
180.0
763.0
39.0
73.0
419.0
54.0
""
109.0
188.0
184.0
970.0
203.0
1097.0
5164.0
10392.0
224.0
707.0
354.0
271.0
359.0
186.0
49.0
138.0
102.0
98.0
1468.0
45.0
192.0
107.0
110.0
""
350.0
""
""
""
""
""
""
33.0
""
""
""
""
""
107.0
""
""
58.0
""
55.0
31.0
46.0
33.0
""
""
""
141.0
""
""
36.0
35.0
27.0
""
""
62.0
62.0
43.0
61.0
101.0
""
1393.0
78.0
189.0
519.0
1341.0
83.0
45.0
311.0
4995.0
105.0
10400.0
249.0
5079.0
389.0
""
520.0
450.0
63.0
321.0
228.0
250.0
189.0
760.0
230.0
""
115.0
102.0
""
""
""
496.0
2314.0
188.0
480.0
""
""
43.0
39.0
""
152.0
252.0
""
""
396.0
126.0
313.0
60.0
121.0
4265.0
4481.0
10360.0
1190.0
7506.0
10240.0
143.0
66.0
21.0
985.0
1316.0
11143.0
4290.0
""
39.0
10924.0
3338.0
2575.0
88953.0
54.0
29.0
343.0
245.0
417.0
74.0
172.0
1663.0
153.0
1305.0
62.0
1184.0
972.0
31.0
""
131.0
""
""
""
145.0
50.0
3178.0
