working_hisp_pooled_p10
0.60261256
0.68998533
0.60298342
0.67626685
0.68958646
0.68013293
0.68993068
0.66269183
0.50642997
0.71135962
0.71981293
0.69803578
0.46135792
0.6741156
0.72792494
0.54038364
0.88379323
0.71279871
0.64743543
0.63140512
0.73474544
0.71462584
0.74216759
0.64683282
0.67731905
0.61906052
0.65137959
0.71992761
0.74328989
0.62743187
0.64837223
0.79694217
0.70821208
0.77347463
0.70905536
0.7379275
0.74498594
0.7638182
0.72094917
0.65672296
0.65115565
0.65421361
0.70847762
""
0.76284778
0.57057971
0.71759313
0.58990318
0.69045579
0.72138458
0.68156344
0.70661139
0.61772329
0.60996336
0.62423182
0.65653491
0.68615484
0.61691684
0.63695121
0.67673182
0.61097276
0.62738633
0.75079161
0.77463305
0.64630455
0.66936654
""
0.69325584
0.711429
0.66073066
0.65489191
0.63875002
0.72622508
0.68435669
0.55052519
0.66012233
0.65691131
0.63243562
0.75488782
0.65890104
0.75995684
0.7558428
0.66249126
0.62894958
0.68717057
0.72639173
0.72957641
0.70241433
0.65255541
0.68235016
0.72604048
0.64537066
0.67556792
0.6956411
0.70755309
0.62738663
0.70981771
0.70563316
0.71134245
0.72698319
0.715213
0.72198963
0.71920753
0.73332584
0.72048193
0.7402302
0.72079617
0.71438628
0.63833833
0.75972301
0.7278806
0.72718233
0.70043695
0.59776622
0.73399109
0.66667312
0.76916677
0.71358603
0.61891401
0.61228484
0.71789187
0.79140049
0.6436891
0.74688911
0.63847584
0.68132627
0.66920376
0.65398723
0.80550259
0.53415126
0.64429796
0.6298337
0.64789271
0.80514663
0.71949273
0.72955334
0.64204657
0.71386057
0.65052509
0.68815303
0.69379109
0.70422971
0.75107789
0.6068778
0.6631034
0.58587235
0.76492149
0.80108213
0.74646699
0.75479668
0.60841745
0.61529273
0.57742381
0.95267063
0.72714686
0.6973809
0.70289671
0.74451733
0.66933244
0.67784202
""
0.46646029
0.7431435
0.66330516
0.71082884
0.75165349
0.66080534
0.89691007
0.63263786
0.72441185
0.66719645
0.69485939
0.70255518
0.71990573
0.74743557
0.86966276
0.74959999
0.72480267
0.85757798
0.80116367
0.68284357
0.80106527
0.73744786
0.7270472
0.78701693
0.70092022
0.84158587
0.72209525
0.77276218
0.70031464
0.58645749
0.81104547
0.70684427
0.68893284
0.59851271
0.58217263
0.7790491
0.7279852
0.69753891
0.76416707
0.76509607
0.7621575
0.72257316
0.78413486
0.76642168
0.75424576
0.71676779
0.7693066
0.75432622
0.76057059
0.74118775
0.62198651
0.52160275
0.6168949
0.74594814
0.78444165
0.71977407
0.7075929
0.56203878
0.53270012
0.6115104
0.62263089
0.63353527
0.77742666
0.71065253
0.75372976
0.51089042
0.64329582
0.69683737
0.66866624
0.73637384
0.65814376
0.92059982
0.73771477
0.83392984
0.750898
0.91171694
0.80556995
0.841043
0.46784478
0.61284387
0.78868002
0.64385527
0.73566878
0.81901813
0.80101877
0.72680402
0.69888878
0.74028808
0.74910623
