kfr_pooled_male_p75
0.53830117
0.53311074
0.54298347
0.53712565
0.5380342
0.55068326
0.53743786
0.55049396
0.57961172
0.53663272
0.53385657
0.53644067
0.54243386
0.53705406
0.53734756
0.54405624
0.55852628
0.53716826
0.543257
0.53436881
0.53199285
0.51150358
0.5150032
0.53291959
0.54477566
0.54065877
0.54229903
0.538948
0.54292536
0.54981011
0.56143188
0.57606131
0.54898882
0.55326813
0.55431932
0.5414499
0.59777582
0.56189179
0.61500579
0.58146763
0.55073261
0.60005736
0.59366179
0.6752162
0.58817428
0.52925402
0.56394535
0.64113283
0.58452368
0.56863767
0.5886215
0.60934454
0.56441492
0.63177967
0.59180856
0.56227911
0.60560077
0.63147014
0.56820458
0.54097366
0.55611891
0.54229516
0.56067026
0.57162678
0.52108103
0.5340904
0.53369522
0.51881474
0.55779636
0.53439897
0.57466763
0.56104648
0.53682888
0.54459727
0.54866362
0.56633639
0.55123371
0.54637885
0.57084846
0.51531816
0.53175378
0.55875254
0.57765144
0.52906913
0.54257625
0.56724358
0.55957365
0.54231596
0.53458214
0.56554264
0.56078207
0.53032601
0.54301906
0.53493941
0.55152923
0.51761043
0.53178972
0.5345248
0.52612144
0.53155869
0.53398925
0.53150624
0.52967256
0.53309608
0.5179469
0.52412432
0.51397687
0.51679772
0.52795547
0.53308308
0.53619772
0.54668254
0.53438884
0.52748841
0.5340547
0.53812087
0.52398801
0.55126852
0.5447095
0.54570085
0.54686993
0.55671549
0.5041433
0.51388919
0.55536139
0.52236611
0.52464998
0.55704701
0.49248874
0.5310989
0.52992374
0.52145916
0.53939438
0.54555804
0.54052228
0.56181532
0.54109997
0.51212686
0.53326458
0.54020905
0.52804846
0.5216738
0.52315795
0.55173206
0.50287384
0.54080683
0.55794042
0.56852919
0.55377835
0.56155884
0.56358635
0.54128069
0.53906131
0.55221033
0.52667665
0.55560893
0.57505077
0.54277205
0.60367936
0.57697648
0.49881163
0.55322891
0.5602175
0.56782436
0.55852723
0.57284588
0.58179277
0.61150241
0.56892306
0.55287123
0.53663284
0.55899292
0.58140224
0.55825663
0.57207435
0.57820565
0.56014365
0.57211316
0.5559178
0.56096119
0.58382648
0.55880618
0.56223333
0.55221379
0.54417902
0.57304436
0.55624592
0.58577543
0.53703713
0.55174762
0.54211694
0.55970973
0.54918182
0.57364351
0.59216684
0.60373104
0.59623241
0.62403667
0.56877929
0.59225887
0.57009548
0.57869905
0.579768
0.54965365
0.54560018
0.57870072
0.5498395
0.55454862
0.57671505
0.58281547
0.56219113
0.60631317
0.61654615
0.61383849
0.57123548
0.59552091
0.56510866
0.57306719
0.58312237
0.60193539
0.59178919
0.61130148
0.55867159
0.55452466
0.56121206
0.58155751
0.60056573
0.62502271
0.60846496
0.58828437
0.59181321
0.55694717
0.57669598
0.59871572
0.61534733
0.56551236
0.60094577
0.54645544
0.60823506
0.53752005
0.5454247
0.57867748
0.56319517
0.57685179
0.59299618
0.56746417
0.55343705
0.5891816
0.58554327
0.57765228
0.5841015
0.58387452
0.61114126
0.61583316
0.5941214
0.58222461
0.59063029
0.60147035
0.61133564
0.5954349
0.6130442
0.60479575
0.60707486
0.59372431
0.57810658
0.5914259
0.59679365
0.59994358
0.58143777
0.55130613
0.55435932
0.57641023
0.56177312
0.56136972
0.5208618
0.58160472
0.5676493
0.58259881
0.59397024
0.57500297
0.58988178
0.62023002
0.54932475
0.60397464
0.58335465
0.56567717
0.58324808
0.58168226
0.57155865
0.5982309
0.61036605
0.61420518
0.60543144
0.62465668
0.60224527
