kir_stycz_black_female_n
363.0
517.0
330.0
97.0
25.0
208.0
368.0
843.0
538.0
30.0
142.0
146.0
390.0
48.0
22.0
238.0
273.0
157.0
82.0
151.0
94.0
23.0
410.0
901.0
22.0
516.0
326.0
552.0
57.0
33.0
81.0
189.0
341.0
219.0
846.0
42.0
10672.0
28.0
296.0
187.0
758.0
345.0
417.0
473.0
2166.0
279.0
""
37.0
5246.0
183.0
4320.0
547.0
232.0
266.0
317.0
157.0
699.0
153.0
355.0
193.0
848.0
323.0
1796.0
106.0
130.0
195.0
""
""
""
460.0
""
""
""
""
185.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
188.0
27.0
""
""
""
""
4099.0
44.0
""
665.0
161.0
""
26.0
68.0
178.0
135.0
""
35.0
""
88.0
20.0
""
169.0
152.0
""
""
""
204.0
93.0
204.0
34.0
902.0
114.0
77.0
221.0
140.0
236.0
""
""
244.0
""
""
213.0
111.0
85.0
20.0
""
86.0
1287.0
""
54.0
""
124.0
93.0
75.0
""
204.0
""
""
373.0
556.0
84.0
""
91.0
""
308.0
""
354.0
""
59.0
""
44.0
""
4920.0
""
327.0
103.0
""
""
280.0
""
""
""
475.0
""
87.0
79.0
55.0
""
6273.0
""
""
62.0
""
""
3208.0
""
33.0
1136.0
""
""
61.0
""
1063.0
188.0
""
""
26457.0
104.0
142.0
""
""
227.0
""
""
297.0
64.0
""
1582.0
93.0
""
3553.0
3809.0
""
5878.0
3851.0
1776.0
1241.0
64.0
970.0
206.0
1340.0
66.0
33.0
""
""
2046.0
177.0
360.0
47.0
""
""
148.0
""
505.0
129.0
59.0
627.0
""
1703.0
""
""
""
63.0
""
""
""
""
""
""
""
""
""
2378.0
""
66.0
""
""
1166.0
""
""
""
""
""
""
""
""
212.0
""
""
""
""
49.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
55.0
""
""
""
""
""
""
""
""
""
""
25.0
""
3009.0
3169.0
53.0
244.0
2963.0
413.0
100.0
59.0
994.0
3749.0
872.0
13332.0
1299.0
81.0
575.0
111.0
1487.0
13097.0
43.0
215.0
97.0
541.0
400.0
290.0
96.0
22.0
8816.0
2314.0
120.0
21.0
1052.0
""
""
55.0
74.0
29.0
115.0
251.0
271.0
5974.0
22.0
379.0
315.0
171.0
""
766.0
1291.0
1996.0
116.0
23.0
151.0
925.0
1035.0
224.0
17400.0
126.0
173.0
553.0
61.0
6647.0
639.0
6408.0
396.0
3286.0
2648.0
369.0
313.0
1297.0
192.0
592.0
1543.0
129.0
127.0
92.0
62.0
1442.0
82.0
79.0
60.0
97.0
22.0
65.0
""
509.0
""
161.0
272.0
204.0
62.0
2797.0
88.0
""
211.0
90.0
364.0
475.0
190.0
29.0
235.0
65.0
535.0
33.0
56.0
3418.0
283.0
51.0
228.0
1044.0
49.0
6384.0
52.0
4270.0
261.0
346.0
465.0
190.0
660.0
107.0
311.0
""
""
258.0
16708.0
111.0
162.0
1964.0
1023.0
136.0
""
152.0
188.0
190.0
74.0
""
613.0
412.0
43.0
66.0
15109.0
""
""
667.0
63.0
189.0
187.0
3513.0
27.0
359.0
198.0
56.0
149.0
141.0
46.0
1396.0
1200.0
108.0
106.0
120.0
57.0
256.0
93.0
86.0
250.0
170.0
62.0
528.0
112.0
795.0
84.0
69.0
1034.0
""
332.0
86.0
124.0
90.0
63.0
210.0
51.0
388.0
186.0
33.0
190.0
""
3128.0
773.0
74.0
69.0
390.0
380.0
""
54.0
55.0
176.0
85.0
191.0
22.0
""
111.0
3999.0
811.0
""
193.0
76.0
761.0
68.0
56.0
397.0
112.0
30.0
81.0
75.0
85.0
218.0
496.0
394.0
231.0
""
79.0
767.0
148.0
167.0
""
265.0
95.0
378.0
317.0
163.0
349.0
163.0
34.0
20.0
""
118.0
38.0
116.0
99.0
221.0
""
727.0
""
""
57.0
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
83.0
89.0
""
23.0
""
""
""
""
""
635.0
""
""
""
""
24.0
42875.0
""
""
68.0
""
""
1432.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
158.0
""
75.0
""
""
""
1035.0
505.0
68.0
61.0
1616.0
30.0
""
""
""
""
""
68.0
259.0
596.0
""
721.0
47.0
""
""
29.0
""
""
""
""
41.0
""
""
1133.0
""
""
""
""
68.0
""
44.0
""
373.0
2964.0
""
703.0
""
""
""
""
153.0
""
""
255.0
""
""
""
""
""
26.0
2466.0
39.0
1102.0
""
""
1489.0
40.0
""
""
""
""
""
""
348.0
""
""
""
""
""
""
""
268.0
""
355.0
""
166.0
""
""
""
33.0
187.0
""
156.0
36.0
""
97.0
""
186.0
""
""
""
""
""
""
34.0
""
""
""
3679.0
329.0
""
327.0
8429.0
""
""
29.0
42.0
""
""
""
""
""
""
""
""
""
""
75.0
22.0
""
""
""
""
""
1035.0
""
""
""
""
""
""
""
65.0
""
""
566.0
""
174.0
""
""
25.0
""
100.0
""
""
""
""
""
""
""
""
""
346.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
22.0
""
""
""
55.0
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
101.0
""
""
""
22.0
152.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
632.0
47.0
""
""
""
407.0
""
""
26.0
""
""
""
""
""
""
""
""
25.0
""
""
77.0
""
""
""
""
26.0
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
32.0
""
""
""
""
107.0
""
""
""
""
20.0
""
""
245.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
612.0
""
""
""
23.0
""
214.0
""
""
""
22.0
""
""
""
""
21.0
""
63.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
168.0
""
""
""
48.0
""
1425.0
30.0
436.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2124.0
""
""
20.0
""
44.0
""
""
67.0
64.0
25.0
68.0
""
""
""
""
""
31.0
""
66.0
""
""
""
""
601.0
70.0
""
""
""
""
158.0
""
""
""
1310.0
""
""
146.0
68.0
""
""
""
60.0
""
""
""
""
475.0
""
""
32.0
108.0
""
""
103.0
""
5581.0
48.0
""
314.0
""
""
""
""
""
""
""
""
""
""
""
68.0
""
234.0
""
""
67.0
""
38.0
""
""
36.0
103.0
""
30.0
""
""
""
""
25.0
82.0
""
""
54.0
""
""
""
""
""
""
""
""
""
""
""
105.0
109.0
64.0
""
30.0
37.0
35.0
""
