staytract_other_male_mean
0.29889509
0.28356907
0.38232809
0.23897117
0.22028819
0.24031545
0.27237514
0.3334457
""
0.3276073
0.2821523
0.21886931
0.14159851
0.23936537
0.28816137
""
0.2302959
0.22432201
0.41856879
0.42807966
0.22233286
0.24301939
0.26011041
0.15377684
0.20588854
0.28043544
0.24301086
0.23534635
0.21981613
0.13497202
0.33389747
0.30859402
0.21023765
0.20587368
0.19954577
0.24608813
0.23262407
0.21621682
""
0.12213452
0.23751292
0.38031214
""
""
0.36602718
0.1715104
0.21293747
0.30685458
0.24173459
0.26263228
0.2572552
0.30222288
0.27020806
""
""
0.21316074
0.26589063
0.44917542
""
0.10408273
0.24758005
0.16569401
0.37597775
0.23304842
0.45892212
0.20858718
""
0.31564814
0.40625548
0.38382661
0.085330479
0.22137503
0.20262723
0.20559633
0.28215712
""
0.34453255
0.50422341
""
0.18633391
0.2561751
0.23603275
0.2854133
0.17525992
0.21730629
0.26321873
0.40828943
0.22444135
0.26303837
0.3406578
0.26910889
0.30578843
0.2064271
0.21358939
0.21013217
""
0.2280338
0.27244824
0.20405617
0.21417391
0.24384516
0.25954917
0.18638453
0.19459479
0.18779238
0.23239435
0.18315811
0.23276405
0.37346315
0.19335905
0.21867745
0.20987067
0.18751848
0.19252665
0.22901538
0.23363739
0.18693998
""
0.23332766
""
0.19923043
0.20943233
0.22836827
0.19794527
0.24740535
0.24017726
0.20025617
0.32413703
0.32204738
""
0.20686463
0.18992355
0.13741407
0.36919597
0.25939879
0.14948238
0.25472027
0.25869244
0.12211237
0.18458049
0.22576547
0.2193639
""
0.32549557
0.2034367
0.12690911
0.29027745
0.25672981
0.11885506
0.20634905
0.30719519
0.22962089
0.26131752
""
0.2095705
0.20047148
0.43520612
0.14872605
0.070970789
0.29512861
""
0.35884151
0.20712869
0.20498516
0.25155741
0.20569214
0.25804588
0.20618866
0.40439728
0.17385268
0.20434736
0.18414858
0.27650923
0.15663263
0.28165331
0.067711741
0.20269287
0.19363114
0.18878403
0.25202999
0.12740256
0.2374811
0.21536587
0.32813087
0.28330061
0.19378884
