stayhome_natam_pooled_p25_se
0.083001897
0.09528634
""
0.021678515
0.0531068
""
0.034381993
""
""
0.094275534
0.084674038
0.033009928
""
0.07660085
0.087840274
""
0.050007343
0.10457767
""
0.06287206
0.04938814
0.013295102
0.044847704
0.086506553
0.029613819
0.088225447
0.06121657
0.059498616
0.037999596
""
0.10347019
0.046747345
0.0510827
0.049962975
0.070105314
0.051279228
0.12286582
""
""
""
0.065566823
""
""
""
""
""
0.038039904
0.024786212
0.048482608
0.060763665
0.060219884
0.038085967
0.077525757
""
""
0.046432707
""
0.05781116
""
0.090804733
0.067979872
0.054278199
""
0.11739192
""
0.16431487
""
""
""
""
""
""
""
""
0.090420909
""
""
""
""
0.046259571
""
0.13221568
""
0.15745866
0.053353306
0.11257832
0.10489691
0.077633455
0.029568411
0.038335972
0.073283277
""
""
0.070696361
""
""
0.14766625
0.089687526
0.031197619
0.056401797
0.054132242
0.034785859
0.039482407
0.036918543
0.025526665
0.039851867
0.071727708
0.037723314
0.088813379
0.076089203
0.082507245
0.052747253
0.071697369
""
0.035505153
0.055888858
0.064895466
""
""
""
0.075542875
""
""
0.1154166
""
0.068852924
0.12887546
""
""
""
0.035020694
0.061365649
""
""
0.15281034
""
0.045649532
0.076498449
""
0.16607614
0.07242994
0.060665671
""
""
0.19637582
""
0.067824811
0.038138088
""
0.08584404
0.10295505
0.048046902
0.1786598
""
0.033337262
0.042340867
0.067972653
0.088993281
0.051433291
0.14251035
""
""
0.11662156
0.035268612
""
0.030889973
0.036803026
0.074744917
0.020334622
0.03747844
0.023361286
0.05910825
0.067864671
0.051017322
0.088667572
0.076647341
0.037404709
0.039195184
0.053090017
0.038653512
0.035941463
0.037674274
0.041159499
""
""
0.043574773
""
""
0.10886329
""
""
0.015660312
0.030295359
""
""
""
0.086204506
0.12129861
0.052269392
""
0.053992432
0.031589385
0.08942128
0.086836025
0.061680805
0.078337327
0.057902079
""
0.12313284
0.051734969
0.10018077
0.044306822
""
""
0.039020546
0.054146767
0.07037697
0.03400195
0.11159888
0.13830502
""
""
0.080166176
""
0.030877935
0.096714117
0.11178309
0.049837891
0.047056582
0.072191305
0.04384362
0.098278001
""
0.16223288
""
""
""
0.093914658
""
""
0.026166035
""
0.14861448
0.043377243
""
""
0.071705654
0.038088653
""
0.096702568
0.033932682
0.047040824
0.047427874
""
0.056918815
0.073481619
""
0.067023315
""
0.077755101
0.10976234
0.071308516
0.036265071
0.064843155
0.087809809
0.021737741
0.11428321
0.042905793
0.032416493
0.06518884
0.058422387
0.1032649
""
0.062669829
0.018790612
0.05245208
0.052589752
0.077297218
""
0.050763804
0.038663387
""
""
0.033690877
0.032698978
""
0.035090156
0.028444275
""
0.051847294
0.035755344
""
0.053493194
0.047605731
0.10561818
""
""
0.068014905
""
0.056428108
0.019306742
0.079724737
0.039443959
0.056584343
""
