kfr_stycz_white_female_mean_se
0.002144828
0.0032569433
0.0067323647
0.002018207
0.0029084065
0.0071591712
0.0019809525
0.005838648
0.00698811
0.0031293111
0.002891382
0.0017354739
0.0075171455
0.0045058858
0.0029658235
0.0086001717
0.010572543
0.0029374596
0.0080145877
0.0080001066
0.0028789691
0.0030227357
0.0034697528
0.0054024504
0.0018821572
0.010530519
0.0047927643
0.0030274047
0.0019822875
0.0069739907
0.0062086741
0.0040176883
0.0021037208
0.0029353995
0.0084065245
0.002693377
0.0065872171
0.0053333337
0.014854489
0.016143614
0.0032331333
0.0076621119
0.010084094
0.014166616
0.010267518
0.0098489998
0.0019836747
0.0037006848
0.0023353987
0.0045958981
0.0033118587
0.0026497375
0.0042929482
0.01744687
0.015483139
0.0031620108
0.0087419907
0.016512865
0.01399957
0.0061024851
0.0080236318
0.0024321657
0.011232095
0.005947921
0.0042781373
0.0051379143
0.0087666875
0.0067745615
0.0055917529
0.0046513057
0.0096372534
0.0075120847
0.0095622474
0.0042727091
0.0063898936
0.0073358398
0.0042873058
0.0047135935
0.0074519999
0.0021409581
0.0067566019
0.0040784436
0.0050612921
0.0038301954
0.0015892914
0.00438039
0.0044917795
0.003890432
0.0026257972
0.0030710828
0.0036985327
0.0051920488
0.0050659627
0.0025163814
0.0052359663
0.008585914
0.0036012123
0.0026360464
0.0013505
0.0025195724
0.0023564636
0.0018149626
0.0019696935
0.0026589774
0.0024377347
0.0016547231
0.0025532618
0.0017399167
0.0053131403
0.0031584089
0.0040434184
0.0047257165
0.0026174791
0.010837296
0.0025998617
0.0019567756
0.0030600354
0.012653561
0.012113665
0.012153118
0.0043612495
0.005540695
0.0069894963
0.0063004731
0.0071043307
0.0034992162
0.0035265486
0.0063827755
0.0089994082
0.0080236318
0.0012488695
0.0053759757
0.0048950277
0.0062460685
0.0034645994
0.0053861784
0.0026679451
0.0042910385
0.010552064
0.0066408082
0.0034331651
0.0040756334
0.012119129
0.0086085098
0.0058363625
0.013558208
0.004170042
0.0058777062
0.0082291504
0.0082947323
0.004751516
0.0020182279
0.0046343282
0.013317617
0.0022939765
0.0026692746
0.0088096717
0.0037297045
0.0075521581
0.0044510369
0.015771363
0.0070743319
0.003934118
0.0014450302
0.010810138
0.0012654316
0.0052523706
0.0051650913
0.0090538999
0.0029420552
0.00087398192
0.0027642937
0.004695409
0.0024028679
0.0046711946
0.0075215506
0.0024952677
0.0014232472
0.0041715065
0.0056296862
0.0056937104
0.0053030704
0.0015227686
0.004271422
0.0048588845
0.0011945259
0.0072979541
0.0041009029
0.0024407294
0.0081087388
0.0056957463
0.0037035653
0.0016361948
0.0075490722
0.0058858194
0.0037483464
0.0030677242
0.0030521802
0.0019017578
0.0050281328
0.0021618188
0.002545143
0.0045900526
0.0037831594
0.0026382504
0.0020997017
0.0014419073
0.0040105851
0.003247628
0.0030805476
0.0033022745
0.0025869054
0.0075169811
0.0076672444
0.0023908238
0.0018656809
0.0025504094
0.0011600689
0.0037084974
0.0035272427
0.0050093657
0.0040869489
0.0032894651
0.0048646796
0.0013831069
0.0026885816
0.0033677404
0.0026963572
0.0011441066
0.0019594091
0.0021103017
0.0028379061
0.0080843261
0.0037041567
0.0092748404
0.0049412586
0.0085907467
0.0032339157
0.012824516
0.0047699711
0.0030042811
0.0041909437
0.0040434613
0.0026151794
0.0044683684
0.0052980413
0.0039094412
0.0017266443
0.0047907396
0.0033905413
0.0011716669
0.0030563707
0.0039248019
0.0087556178
0.0035541807
0.0044899466
0.0052730027
0.001839617
0.0038467518
0.0020255556
0.003602443
0.0023904459
0.0016058396
0.0016477894
0.0023964746
0.00087542576
0.0019527931
0.0010658592
0.0008880255
0.0027521313
0.0029277822
0.0051449691
0.013633499
0.0032999478
0.011871043
0.0070651025
0.0020550473
0.0032412508
0.0059036748
0.0037428883
0.0015319787
0.032517403
0.029612983
0.0009696444
0.0016152596
0.0055149514
0.002506823
0.0011589224
0.0045894329
0.009015833
0.0089071188
0.011065587
0.0073630363
0.0056340848
0.0071691326
0.0063296058
0.011964994
0.0042528254
0.0050705271
0.0030906915
0.0009974417
0.0080461716
0.0046664746
0.0034931975
0.0066591515
0.006375947
0.0065038316
0.0051762187
0.0036061017
0.011325136
0.0041720965
0.0032646258
0.0044805421
0.0036864842
0.0021117677
0.0029372906
0.0069268392
0.0026434804
0.0030133692
0.0034545194
0.0047081923
0.0023775878
0.0041182223
0.0054364922
0.0050859717
0.0040686103
0.0031168959
0.0044501899
0.0046946937
0.0027677808
0.0065261377
0.0023840959
0.0023057857
0.0014306359
0.0048932461
0.00078493101
0.0022191885
0.0052296203
0.0042350572
0.0011384607
0.0090189073
0.005879276
0.0033113903
0.0027210799
0.0040965159
0.0075774151
0.0052945903
0.0060772169
0.0078834556
0.0068844701
