lpov_nbh_hisp_female_n
58.0
140.0
""
""
96.0
""
""
155.0
""
""
41.0
""
""
""
""
118.0
37.0
""
""
""
""
56.0
148.0
""
85.0
53.0
""
70.0
""
53.0
26.0
""
""
""
80.0
32.0
421.0
""
63.0
""
78.0
71.0
""
""
374.0
""
""
140.0
319.0
""
231.0
166.0
""
""
""
""
72.0
41.0
121.0
""
58.0
20.0
92.0
30.0
""
""
""
""
""
977.0
""
""
""
""
262.0
""
""
74.0
47.0
21.0
34.0
""
""
83.0
""
""
""
""
""
""
""
""
""
""
""
""
94.0
1686.0
679.0
340.0
392.0
119.0
133.0
28756.0
980.0
358.0
11674.0
2013.0
1639.0
743.0
3574.0
""
35.0
25.0
677.0
30.0
""
""
84.0
20.0
31.0
""
20.0
""
""
26.0
91.0
124.0
50.0
""
""
21.0
""
96.0
22.0
""
151.0
""
40.0
56.0
37.0
32.0
43.0
""
""
69.0
94.0
""
""
""
""
""
20.0
59.0
""
""
40.0
51.0
""
""
""
""
30.0
""
""
""
""
46.0
100.0
""
523.0
""
21.0
105.0
20.0
""
352.0
101.0
20.0
""
48.0
""
537.0
61.0
""
76.0
11686.0
""
137.0
1146.0
138.0
266.0
7984.0
149.0
720.0
16001.0
308.0
382.0
6010.0
98.0
12568.0
2608.0
217.0
137.0
163026.0
2880.0
852.0
70.0
574.0
4709.0
43.0
""
8508.0
1322.0
291.0
31470.0
1550.0
51.0
28793.0
9612.0
1591.0
34649.0
32320.0
4763.0
8768.0
1847.0
7309.0
5824.0
17593.0
3664.0
650.0
""
184.0
3926.0
3156.0
7769.0
1091.0
450.0
""
8858.0
223.0
12234.0
2098.0
687.0
5557.0
333.0
3500.0
37.0
""
92.0
1424.0
308.0
59.0
""
""
127.0
33.0
52.0
""
202.0
8313.0
""
679.0
78.0
74.0
3584.0
218.0
243.0
""
""
25.0
""
125.0
""
3803.0
""
51.0
86.0
240.0
1205.0
307.0
""
133.0
697.0
""
76.0
129.0
242.0
438.0
412.0
""
55.0
25.0
23.0
216.0
2864.0
31.0
279.0
""
53.0
""
""
""
""
68.0
21.0
2461.0
44.0
4202.0
4194.0
291.0
296.0
3244.0
749.0
225.0
340.0
295.0
1341.0
265.0
1906.0
535.0
""
337.0
23.0
1615.0
13648.0
21.0
391.0
261.0
573.0
1621.0
94.0
150.0
""
2217.0
543.0
243.0
""
86.0
26.0
33.0
""
""
223.0
434.0
607.0
508.0
8572.0
""
375.0
48.0
21.0
""
872.0
2309.0
385.0
76.0
""
""
1150.0
921.0
368.0
48150.0
634.0
89.0
535.0
346.0
9667.0
3493.0
6760.0
1467.0
2333.0
2627.0
128.0
290.0
1122.0
266.0
868.0
2974.0
76.0
63.0
20.0
""
1841.0
31.0
52.0
""
22.0
23.0
""
""
28.0
""
84.0
133.0
22.0
22.0
109.0
""
""
""
36.0
34.0
24.0
""
""
105.0
""
116.0
46.0
""
382.0
212.0
24.0
295.0
166.0
""
705.0
""
1395.0
71.0
89.0
230.0
26.0
138.0
""
""
""
""
28.0
1435.0
""
""
113.0
197.0
""
""
44.0
""
""
""
""
227.0
137.0
196.0
22.0
1313.0
29.0
""
122.0
101.0
37.0
""
2062.0
71.0
769.0
""
31.0
29.0
""
""
237.0
312.0
""
60.0
""
""
""
""
""
""
""
""
30.0
23.0
319.0
""
24.0
157.0
32.0
""
""
""
""
""
""
""
28.0
""
""
""
113.0
591.0
68.0
47.0
""
116.0
43.0
23.0
""
""
100.0
""
""
""
""
""
475.0
144.0
""
""
""
40.0
24.0
""
27.0
""
""
25.0
""
""
""
44.0
81.0
63.0
""
""
51.0
""
""
""
20.0
48.0
71.0
35.0
""
""
29.0
""
""
""
761.0
""
""
""
""
582.0
3922.0
179.0
501.0
803.0
""
272.0
21.0
""
340.0
""
""
60.0
397.0
""
""
""
1196.0
""
264.0
""
""
""
163.0
43.0
51.0
72.0
119.0
25.0
103.0
155.0
234.0
45.0
""
""
30.0
58.0
340.0
101.0
""
78.0
146.0
103.0
26.0
""
393.0
""
81.0
41.0
""
""
317.0
""
100.0
""
32.0
