kfr_stycz_other_female_p50
0.35787886
0.38052085
""
0.39519042
0.34198651
0.46169066
0.38807353
""
""
0.40362763
0.39244449
0.42751542
""
0.4047178
0.32741651
""
""
0.38429016
""
0.35592929
0.33272341
0.38102564
0.35603005
0.38074818
0.41637531
""
0.38726461
0.39143768
0.45189932
0.33109137
0.37125835
0.43479201
0.44056579
0.44467065
0.34781435
0.43716279
""
0.42353374
""
""
0.42719513
""
""
""
""
""
0.44645423
0.47174564
0.39747122
0.38990542
0.41648653
0.44294795
0.36256167
""
""
0.40204582
""
0.40016413
""
0.35249192
0.46872169
0.45318475
""
0.40221316
0.46214229
0.23641053
""
""
""
""
""
""
0.32353434
0.38080075
""
""
0.43958732
0.31873509
""
0.40493187
0.42639461
0.35690573
""
0.3563475
0.42329761
0.37003964
0.38656387
0.40683678
0.44087741
0.37653205
0.38240847
0.40497971
0.29745743
0.43087924
0.25963721
""
0.34202763
0.35054785
0.43820581
0.37060019
0.43568256
0.44192573
0.43215641
0.42126104
0.40972343
0.45247847
0.37135857
0.45039591
0.45347372
0.3670167
0.42214683
0.3508468
0.39428526
""
0.44266286
0.40740079
0.3929711
""
""
""
0.43137401
0.48105764
0.39783973
0.36959454
0.38072544
0.37522811
0.39974514
0.40862834
""
""
0.44416457
0.34666476
0.43303475
""
0.375797
0.3257114
0.3833006
0.43920857
""
0.42433769
0.41116741
0.41665104
""
""
0.33232567
""
0.40408501
0.35319778
""
""
0.36704105
0.40753883
0.36143178
""
0.429627
0.41102651
0.41539046
0.40756252
""
0.33023292
""
""
0.4770197
0.46612448
""
0.54490876
0.36096588
0.44771692
0.39220446
0.38938168
0.40240392
0.41796562
0.43052173
0.36841464
0.4303464
0.44001269
0.3764644
0.39426783
0.41796312
0.43964678
0.41037902
0.28910267
0.38329974
0.30310181
0.38361508
0.40869161
""
0.48138094
0.36093551
""
0.39676875
0.4148486
0.39241061
""
""
0.4104372
0.4322567
0.40269822
0.34991595
0.33130971
0.3932943
0.36261228
0.43391189
0.36515626
0.34630856
0.37784505
0.42161217
0.38988459
0.36626244
0.39030427
0.42051113
0.38926458
""
""
0.41270879
0.37623432
0.36757055
0.40788579
0.37525031
0.34446636
0.32196569
0.39141387
0.35042816
0.39087266
0.42037883
0.36297828
0.44359872
0.42621547
0.41629532
0.36009836
0.37715632
0.38012674
""
0.47760722
""
0.38924262
""
0.37859696
""
""
0.40043545
0.48729986
0.37112525
0.44231126
0.3980211
0.42965809
0.41460162
0.3843092
0.4192284
0.39272118
0.42318502
0.34654617
0.38894472
""
0.46751517
0.39968151
0.35711658
0.43503511
0.41101781
0.41419858
0.41108006
0.41528133
0.42121214
0.41936103
0.42846525
0.5233376
0.46210405
0.53050268
0.45224005
0.41283625
0.42552957
0.38751361
""
0.36006299
""
""
0.40938726
0.44627959
0.38012233
0.38725325
0.43502894
""
""
0.47806504
0.47296718
0.41273105
0.37397784
0.44557071
0.36221829
0.45688733
""
""
0.37474504
0.57027835
""
""
""
0.60614139
0.42632923
0.40320763
0.46764657
""
0.49146232
0.48189935
0.48129556
0.41458538
""
0.32839426
0.45474851
""
0.47936663
0.47309712
0.41361573
0.41432115
0.43312922
0.41657084
0.41906893
0.41522172
0.40839207
0.41432512
0.5051375
0.40741459
0.42440805
0.31259727
0.52449638
0.40718827
0.42413002
0.39101574
0.40027887
0.37961584
""
0.41737241
0.42122746
0.44620281
0.39644349
0.49446493
0.42282683
0.36934724
0.32175809
0.4306471
""
""
0.45708346
0.40758276
0.37683624
""
0.41132247
0.43653116
""
""
0.36119732
0.43183395
0.42990083
""
0.35335967
0.43606448
""
0.37353033
0.32122678
0.31408435
0.35433623
""
0.37358433
""
""
0.39850992
""
""
""
""
""
""
