hours_wk_other_pooled_p25_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.7477901
""
""
""
""
""
""
""
5.3935709
""
""
""
4.404345
""
4.408258
""
""
""
""
""
""
""
7.6608534
""
""
""
""
""
""
""
""
""
""
2.4779739
""
""
""
""
4.5332294
""
""
""
""
""
""
""
""
5.8531427
""
""
""
""
""
""
""
""
""
""
""
""
""
5.3479662
""
""
""
""
""
1.3069854
""
""
2.7183309
""
""
3.8471186
""
""
""
""
3.5298347
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.7037642
""
""
""
""
""
4.5070758
""
""
""
""
""
3.7213993
""
""
""
1.4146444
""
""
3.6640339
""
""
2.1814981
""
6.1645103
2.0594769
""
3.8233395
""
""
2.5479348
""
""
""
0.58333248
""
4.8906646
""
""
3.5228403
""
""
2.7619417
5.8390141
6.8552604
1.4933423
3.9343297
""
1.5948482
1.301544
""
1.4637191
1.044395
1.9987305
2.1972122
5.7450118
1.8605111
3.2495022
1.5114895
4.0280542
3.7291319
""
""
2.6543653
2.8590355
2.3559234
3.418839
""
""
3.9028528
""
2.8507433
4.6682119
4.0803814
2.8711214
""
2.9834559
""
""
""
4.861115
""
""
""
""
""
""
""
""
""
2.735888
""
9.1255827
""
""
2.1572094
""
""
""
""
""
""
""
""
3.1567936
""
""
""
""
6.0983448
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
5.7294426
""
3.1635988
3.7811975
""
""
2.9973757
4.3932652
""
""
5.7199378
4.2568851
4.3849492
3.3601544
""
""
4.2597809
""
3.9427164
1.7377069
""
""
""
6.5435042
""
""
""
""
2.478019
3.6415646
""
""
""
""
""
""
""
""
""
""
""
2.0887737
""
""
""
""
""
""
5.2749457
""
""
""
""
3.3855212
""
""
1.8556262
""
""
3.2306681
""
2.0135362
4.3963661
2.4054217
3.346776
2.2710025
3.9371347
""
""
4.7204976
5.5875301
4.3694582
4.0651803
""
""
""
""
4.079052
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
4.8580537
""
""
""
""
""
4.1890569
""
3.9955118
""
""
""
""
""
""
""
""
""
""
2.6236908
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.2442715
""
""
""
""
""
""
2.8874347
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
4.8391623
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.3801532
""
""
""
""
""
""
""
""
""
""
""
""
""
""
4.1352949
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.5074607
0.65552527
2.998817
1.676295
4.6265893
""
""
""
""
""
""
""
""
""
""
""
""
4.4116068
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
