kir_native_other_female_n
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
74.0
""
""
""
""
""
""
""
60.0
""
""
""
44.0
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
200.0
""
""
""
""
52.0
""
""
27.0
34.0
""
""
""
""
37.0
""
""
""
""
""
""
""
""
""
""
""
""
""
46.0
37.0
""
""
""
""
563.0
30.0
23.0
167.0
30.0
""
""
21.0
""
""
""
42.0
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
50.0
""
""
""
""
""
53.0
""
""
""
""
""
55.0
""
""
""
506.0
""
""
79.0
""
""
365.0
""
48.0
162.0
""
51.0
""
""
163.0
33.0
""
""
1420.0
28.0
77.0
""
25.0
59.0
""
""
122.0
38.0
28.0
554.0
86.0
""
429.0
546.0
""
449.0
715.0
169.0
170.0
70.0
216.0
127.0
465.0
53.0
61.0
""
36.0
213.0
154.0
124.0
41.0
24.0
""
78.0
23.0
196.0
56.0
33.0
110.0
""
174.0
""
""
""
48.0
""
""
""
""
""
""
""
""
""
119.0
""
38.0
""
""
218.0
""
""
""
""
""
""
""
""
138.0
""
""
""
""
44.0
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
32.0
""
""
""
""
""
""
""
""
""
""
38.0
""
88.0
125.0
26.0
40.0
105.0
71.0
26.0
27.0
42.0
72.0
35.0
76.0
24.0
""
39.0
""
81.0
144.0
""
""
""
29.0
""
""
""
""
134.0
70.0
""
""
""
""
""
""
""
""
""
""
""
134.0
""
""
""
""
""
29.0
38.0
32.0
""
""
""
38.0
39.0
""
95.0
""
""
59.0
""
138.0
31.0
87.0
59.0
108.0
53.0
""
""
33.0
24.0
39.0
66.0
""
""
""
""
59.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
""
""
""
""
49.0
""
78.0
""
""
""
""
""
""
""
""
""
""
100.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
66.0
""
""
""
""
""
""
65.0
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
52.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
540.0
2655.0
167.0
412.0
56.0
""
24.0
""
""
""
""
""
""
""
""
""
""
43.0
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
39.0
""
""
""
""
""
539.0
""
""
""
""
""
111.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
65.0
32.0
""
""
113.0
""
""
""
""
""
""
31.0
31.0
22.0
""
44.0
""
""
