married_white_male_p75_se
0.065290578
0.10387009
0.052533187
0.041785613
0.033000741
0.06312681
0.065142475
0.05825986
0.036406513
0.050868571
0.072508775
0.09411183
0.081863217
0.098148659
0.043773912
0.062256623
0.052880939
0.1157874
0.031413879
0.036184836
0.032416854
0.038744237
0.037634477
0.06907174
0.054633986
0.062868819
0.084249355
0.072768003
0.044444162
0.060156524
0.03801588
0.050280731
0.059770744
0.058055524
0.068298422
0.057675287
0.086607687
0.058909226
0.12514026
0.061221316
0.063876361
0.055437267
0.063166805
0.071046486
0.17515753
0.15959704
0.1255933
0.088856228
0.10264031
0.081044972
0.078071266
0.065627299
0.10492382
0.069468275
0.059325676
0.061365221
0.059582982
0.046876967
0.079305671
0.05738429
0.074881263
0.060083598
0.057563655
0.041873083
0.045750283
""
0.14608003
0.11191509
0.092324331
0.087274693
0.085210733
0.1190053
0.12493441
0.077324554
0.10411316
0.12136875
0.12796307
0.095273197
0.13012226
0.14096062
""
0.39042661
0.065082259
0.15244611
0.059610419
0.04409631
0.036860578
0.070191406
0.061042733
0.08716353
0.061827268
0.054108799
0.06670323
0.041151837
0.04457723
0.05258346
0.20113212
0.056018781
0.057842162
0.065489717
0.073899895
0.052179746
0.043459348
0.052176706
0.062192749
""
0.070716769
0.072668903
0.076611206
0.063986905
0.071032241
0.29496422
0.061619803
0.065155238
0.067495771
0.11064322
0.091519356
0.06469202
0.066840291
0.07157097
0.078612141
0.056957047
0.057103977
0.079451829
0.073838919
0.062446997
0.054930527
0.08636789
0.087630607
0.064169027
""
0.062336277
0.073133022
0.16871685
0.10709162
0.14383887
0.062738314
0.18056031
0.088893004
0.059659604
0.059626002
0.12890509
0.16214979
0.063729905
0.079452887
0.082524553
0.1088694
0.083633967
0.070935063
0.068612553
0.06986998
0.15180708
0.11403075
0.070506714
0.091597296
0.072770022
0.17739478
0.09941119
0.075128473
0.11545292
0.076228157
0.073901474
0.033031948
0.038082547
0.092975363
0.077588417
0.089548387
0.2135725
0.07103508
0.050273802
0.063853659
0.048582725
0.045785289
0.045614179
0.065419503
0.086129181
0.062223755
0.059556045
0.065136947
0.18230504
0.11255621
0.1159235
0.12052152
0.10239024
0.12664661
0.087858833
0.1450332
0.083952725
0.073826797
0.083475076
0.073211201
0.0637201
0.13592598
0.076908804
0.064295553
0.099919938
0.098257989
0.12368968
0.10624476
0.10200012
0.079209276
0.11430717
0.13102834
0.10255529
0.074937813
0.17874622
0.14151856
0.060499758
0.056531362
0.05540853
0.056630567
0.069924511
0.064319491
0.064160459
0.051380213
0.039733209
0.04575114
0.067024544
0.09724272
0.069910668
0.080371074
0.096041866
0.059406154
0.08114884
0.071574554
0.04042428
0.078915186
0.089127049
0.096177921
0.060362663
0.076690868
0.079977982
0.068090796
0.050835155
0.066972487
0.060580183
0.084927648
0.070512705
0.070191242
0.052836731
0.079886511
0.089796394
0.092241801
""
""
0.10233591
0.051919568
0.073469937
0.088570915
""
0.14710921
0.12922348
""
0.14235248
0.073739275
0.10832878
0.061438728
0.067847997
0.079194129
0.056044146
0.072647013
0.088384226
0.08042419
0.063693672
0.081748769
0.070238367
0.076586917
0.082108751
0.039860819
0.063309617
0.071235508
0.049468435
0.069155678
0.050283365
0.04940737
0.047184139
0.055594593
0.042534936
0.062616765
0.049505211
0.045379661
0.10351254
0.064912885
0.080519371
0.069658615
0.05688538
0.11957289
0.094434597
0.11064439
0.067403339
0.20635097
0.05913277
0.097972415
0.24663764
0.061267078
0.12326329
0.11196364
0.19316457
0.21230598
0.13361028
0.16667008
0.048534658
0.087607317
0.13844731
0.11372641
0.14479148
0.09616109
0.065797791
0.078401506
0.06002837
0.043900203
0.034793515
0.051371373
0.050130181
0.061709199
0.069385126
0.06496945
0.091337502
0.066209175
0.061460026
0.066153541
0.11329845
0.099337541
0.087584376
0.065135948
0.061123028
0.093018107
0.074266791
0.071761042
0.084620468
0.069134206
0.084349424
0.098506078
0.074208423
0.11489445
0.069324054
0.072849728
0.1167242
0.065957315
0.053033859
0.081482075
0.072068974
""
0.11360723
0.24163532
0.087807886
0.148296
0.16288032
0.26925662
0.10888108
""
0.12417232
0.074484304
0.078536995
0.14941998
0.057245947
0.098643541
0.059429288
0.033152532
0.025164135
0.049058542
0.053289853
0.058380779
0.050461888
0.271689
0.077350393
0.044269606
0.045869589
0.068499558
0.058927264
0.16693872
0.17784359
0.078708686
0.07579837
0.13962547
0.098687574
0.056553643
0.065085828
0.050235
0.073666267
0.072657384
0.059972268
0.08820577
0.06997592
0.05247242
0.055316798
0.057337947
0.041249678
0.068012983
0.056550693
0.10912347
""
0.15902646
""
""
""
