pos_hours_white_pooled_p1
0.64757669
0.60162067
0.55832005
0.70151162
0.62590963
0.64562541
0.61625355
0.62105858
0.71041417
0.70114446
0.61895084
0.67287552
0.70035565
0.69006503
0.57232201
0.80975848
0.72206295
0.68921936
0.83596194
0.7524479
0.67852378
0.64678639
0.66151303
0.72443163
0.72699344
0.79311854
0.77806336
0.678684
0.6536442
0.57836229
0.7891621
0.8755253
0.65558481
0.68657297
0.60324788
0.72148025
0.50024337
0.62376446
0.514705
0.91648543
0.70508224
0.65367049
0.70616901
0.64946634
0.669864
0.62340349
0.71624547
0.6180678
0.62570155
0.69245803
0.67415416
0.79145718
0.64884365
0.5771054
0.68117625
0.77648658
0.68715435
0.65764385
0.48817956
0.58731705
0.66369623
0.7258392
0.71332538
0.650657
0.57294691
0.59888178
0.66798925
0.57462239
0.78531003
0.60392898
0.45106974
0.64051723
0.46963614
0.63231307
0.60303736
0.63810599
0.74064606
0.63322186
0.66149139
0.65082324
0.66527325
0.70300847
0.77978379
0.6871053
0.68222034
0.58336592
0.62995046
0.56803894
0.64341605
0.62079513
0.65451461
0.65171677
0.59611493
0.63170463
0.72494179
0.84592962
0.61411041
0.5793643
0.62744039
0.68839693
0.69676048
0.68564159
0.7046048
0.68842697
0.71274817
0.74669492
0.69220895
0.65225458
0.72919327
0.6313321
0.68863249
0.64295304
0.72644317
0.71542782
0.70951331
0.59824312
0.66738832
0.79362231
0.64792937
0.53849739
0.59191263
0.73096853
0.81783509
0.6933893
0.56739724
0.6695351
0.72273976
0.60924339
0.62284809
0.67501235
0.64071167
0.56054318
0.60128456
0.47072405
0.77524215
0.64910346
0.58326948
0.56146711
0.70602691
0.61234629
0.66077709
0.64631915
0.57534772
0.70199829
0.65795434
0.69592905
0.68696684
0.67544967
0.71761435
0.69959003
0.60275906
0.63969988
0.55867749
0.62969357
0.67487419
0.68813342
0.70932955
0.60833257
0.66608608
0.72600001
0.59423304
0.63731867
0.72203189
0.63178861
0.81023097
0.74634922
0.67396927
0.80242544
0.79165959
0.61747134
0.66627115
0.71856469
0.64441997
0.70029712
0.56604385
0.77270317
0.6542604
0.6816597
0.70016611
0.69716591
0.72530127
