coll_black_pooled_p25_se
0.037228592
0.068156384
""
0.024783943
0.018687146
0.020345254
0.010360067
0.054356411
""
0.014952936
0.016794186
0.0086680781
""
0.083951429
0.025152324
""
""
0.040417992
""
0.022546858
0.010113686
0.011095528
0.017933838
0.015901301
0.0099617736
0.033699952
0.018576939
0.012511604
0.0081056599
0.026389821
0.019561213
0.021818733
0.0090057878
0.01192298
0.018599965
0.014048586
0.023207204
0.024445063
0.025752483
0.03184928
0.0096961688
0.020898705
0.034372628
0.082789749
0.031654619
0.019693842
0.0064298357
0.015433252
0.0092595099
0.017758971
0.014582128
0.012684303
0.014463287
0.027688684
0.041965012
0.0081496742
0.029880177
0.066595167
0.059887946
0.018359698
0.02616377
0.013268759
0.02382591
0.052100286
""
0.081319898
""
""
""
""
0.020242121
0.01989552
0.01360792
0.019865962
0.020855499
0.099693604
0.016439889
0.029131208
0.042143844
0.0058956328
0.016640402
0.046542305
0.11050751
0.039323587
0.011623416
0.056028005
0.027459478
0.016617935
0.01437584
0.030634278
0.03131973
""
""
0.016765336
""
""
0.040374935
0.023312002
0.0089244843
0.014683826
0.017227869
0.0061459229
0.0099450713
0.02157242
0.021529319
0.008947121
0.022733489
0.009025096
0.026930982
0.021498652
0.021825992
0.015414997
0.0097710807
0.02430452
0.011494427
0.011372825
0.010703104
0.02501807
0.036032248
0.029424436
0.014081717
0.022801682
0.030823143
0.022602821
0.015841791
0.012386719
0.011708596
0.02795624
0.020770099
0.020630904
0.005277806
0.01919681
0.024507297
0.029850105
0.037298042
0.022298332
0.012540493
0.011639267
0.022441121
0.020623438
0.014920753
0.023270071
0.035945129
0.036529515
0.014344302
0.023651607
0.014206321
0.018051632
0.020372462
0.019571347
0.046796579
0.0089757219
0.015121309
0.022943931
0.015119472
0.010511948
0.027620479
0.0099310204
0.024141168
0.0789285
""
""
0.028620809
0.0061483015
0.047829982
0.0058070845
""
""
""
0.050362609
0.0047186576
0.027509902
""
0.016336745
0.096545108
""
0.018774144
0.014531157
""
""
""
""
0.012841466
""
0.090964548
