lpov_nbh_hisp_male_mean
0.52404612
0.54349732
""
""
0.14225826
""
""
0.38744184
""
""
0.21356785
""
""
""
""
0.44641805
0.4223845
""
""
""
""
0.15631567
0.37021342
0.26950949
0.17653614
0.50120509
""
0.32057551
""
0.17905925
0.08604899
""
""
""
0.33930498
0.19797665
0.35550594
""
0.23255783
0.20724748
0.47907081
0.54766023
""
""
0.54376107
""
""
0.18078014
0.37062928
""
0.45981607
0.32794312
""
""
""
""
0.48274255
0.39646754
0.52378464
""
0.2917324
0.22712526
0.43451354
0.2351498
""
""
""
""
""
0.59495032
""
""
""
""
0.5245223
""
""
0.5892368
0.57374942
0.3298406
0.30184981
""
""
0.43005425
""
""
""
""
""
""
""
""
""
""
""
""
0.25853756
0.31598833
0.31909543
0.45430577
0.29991806
0.38742378
0.28435758
0.35221341
0.3106699
0.22733143
0.29395276
0.35245767
0.19056806
0.34264526
0.20589188
""
0.16626245
0.32497907
0.26340586
0.17656213
0.24745119
""
0.10902949
""
0.10110286
""
""
""
""
0.24158533
0.34041494
0.19721854
0.11750378
""
""
0.17656195
""
0.37420914
0.21139713
""
0.24617846
""
0.13729069
0.072301902
0.48942035
0.18031268
0.048770886
""
""
0.27055529
0.083187595
""
""
""
""
""
0.2429173
0.42629269
""
""
0.36117554
0.22548167
""
""
""
""
""
""
0.17615922
""
0.053055324
0.1118654
0.1652399
""
0.32336336
""
0.16142315
0.35117531
""
""
0.20956291
0.20416744
""
""
0.25319019
0.2154538
0.19941175
0.22696047
""
0.22416349
0.49773484
""
0.55521739
0.3221586
0.62723613
0.38416246
0.54375976
0.32816738
0.55740196
0.19988339
0.21295394
0.23924538
0.21432561
0.44451016
0.24905324
0.24999405
0.32236588
0.35858402
0.35570678
0.22545327
0.61632466
0.42533404
0.27982336
0.17859088
0.20811251
0.40135315
0.28477067
0.42300102
0.55476934
0.4144057
0.61208659
0.48379353
0.36947727
0.41777563
0.44112921
0.40226564
0.42707804
0.52354062
0.34357274
0.49709517
0.54741371
0.42208928
0.47153401
0.30577543
0.37088045
""
0.43790472
0.51900333
0.47660777
0.30306429
0.40922281
0.22172987
""
0.18865834
0.41844866
0.47230321
0.4141227
0.30202839
0.38158327
0.27798346
0.45000321
0.53292692
""
0.23546848
0.47600994
0.53766447
0.50845265
""
0.53474569
0.16950354
0.24708192
0.1744809
""
0.39815381
0.24763235
""
0.62885463
0.4106729
0.74475193
0.43087187
0.39651746
0.5039174
""
""
0.32833928
""
0.1842085
""
0.48815098
""
0.67253625
0.29130527
0.50034207
0.40755972
0.28499126
""
0.27918005
0.34893283
""
0.16340888
0.27953264
0.37243661
0.25328869
0.19916202
""
0.4700529
0.54767495
""
0.27603588
0.33782327
0.60713512
0.21139932
""
0.32999945
""
""
0.26311353
""
0.4938843
0.35430375
0.36405084
0.41791153
0.48113269
0.41851145
0.65824109
0.61116552
0.46863139
