kir_imm_pooled_male_mean
0.53437883
0.50087136
""
0.60764134
0.59586036
""
0.53907859
""
""
0.56606221
0.54645801
0.57833928
""
0.49037984
0.4698557
""
""
0.53101182
""
""
0.53530174
0.51870352
0.53896582
0.48526913
0.6025154
""
0.51593226
0.53443813
0.5739345
0.42071462
0.45174181
0.6274758
0.58372641
0.56995815
0.65254635
0.50613731
""
0.59972042
""
""
0.57639402
""
""
""
""
""
0.58361381
0.62459272
0.61495852
0.6052767
0.56911206
0.62081218
0.54912305
""
""
0.59246325
0.62730253
""
""
0.58405238
0.72572529
0.56943119
""
0.64940637
""
""
""
""
""
""
""
0.68678719
0.64307505
0.59984392
""
""
0.47390419
0.47095594
""
0.58115816
0.50893617
0.44896409
""
0.46148401
0.5285058
0.62094015
0.64909673
0.50108308
0.58545464
0.52066624
0.69153386
0.48397213
0.43167472
0.56338024
0.51595587
""
0.60528094
0.50486451
0.52172995
0.5352757
0.5238269
0.5281356
0.54261494
0.49846953
0.53443629
0.50960195
0.51340473
0.54206353
0.6000669
0.47845608
0.56709754
0.5091933
0.54964197
""
0.55044192
0.57468855
0.58328581
""
""
""
0.51167458
0.47065991
0.54081529
0.49653897
0.61212927
0.57286108
0.55731511
0.57204413
""
0.62242967
0.56038892
0.54409003
0.56246102
""
0.4897458
0.54858017
0.51785672
0.49004513
0.56926203
0.56771934
0.51058394
0.46845478
""
""
0.51541799
""
0.51608241
0.4940019
""
0.59798276
""
0.57556891
0.65409613
""
0.52034473
0.55725372
""
0.55859971
0.59878075
0.62369174
""
""
0.5963698
0.63751584
""
0.62695718
0.55437702
0.61889517
0.45543933
0.59878558
0.59541225
0.61271536
0.59653836
0.5784452
0.63865995
0.64555287
0.57087851
0.56115514
0.47133961
0.57101238
0.66073841
0.48437998
0.59773827
0.50102693
0.58569014
0.62589639
""
0.61311227
0.5938217
""
0.61986589
0.57922703
0.57091546
""
""
0.62765515
0.51151425
0.55996537
0.5775575
0.62875032
0.56814086
0.62226731
0.57045925
0.50289929
0.5664326
0.58591324
0.57800502
0.53127527
0.50551385
0.62593448
0.56650126
0.62953526
""
""
0.62932938
0.59122658
0.53692359
0.59087563
0.57149208
0.56861174
0.58033097
0.60332656
0.57937551
0.64103001
0.59567434
0.64378792
0.60552442
0.54381424
0.62963569
0.56662846
0.57240671
0.60815716
0.66796714
0.60799134
""
0.5962165
""
0.61438197
""
""
0.49588501
0.56591862
0.52788943
0.58562797
0.50619078
0.59813613
0.59134018
0.58289939
0.60859221
0.63064253
0.58154482
0.62478322
0.62021238
""
0.58191264
0.6064449
0.57139695
0.62730199
0.60315418
0.59164304
0.63208848
0.57715178
0.56218678
0.58293796
0.58195531
0.56853032
0.62875611
0.62431324
0.58267248
0.58801836
0.56247807
0.62134165
""
0.50811833
0.45867389
0.56990761
0.57384807
0.56979787
0.58329386
0.57908463
0.56540042
""
""
0.59794146
0.61060917
0.52344972
0.53705633
0.58610594
0.51465642
""
0.61268812
""
0.6084522
0.54253131
0.52424657
0.59869754
""
0.58158129
0.60509104
0.5455116
0.58059388
""
0.54551232
0.57600087
0.54794943
0.53653568
0.63876075
0.56208193
0.59748954
""
0.56069678
0.58486712
0.53747267
0.55008346
0.58468574
0.56731725
0.58845842
0.55751324
0.55251825
0.49716198
0.59020907
0.58568275
0.62980211
0.60165024
0.49253166
0.60437024
0.61451375
0.51651824
0.63646096
0.57143945
0.63629705
0.62770879
0.56299579
0.55666769
0.57854921
0.59865499
0.5782091
0.52498788
0.66212696
0.60810852
""
0.51044941
0.61930907
0.62662429
0.56424195
""
0.58031964
0.53091413
""
0.60946411
0.56401187
0.57372367
0.53251314
""
0.54242671
0.6060347
""
0.48198217
""
0.57413858
0.45505747
0.64975649
0.5542447
""
0.62808728
""
""
""
""
""
""
""
0.76444268
""
""
""
""
""
""
0.63595176
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.58581376
""
""
""
""
""
""
0.53472394
0.49183482
""
0.54724061
0.58504802
""
""
""
0.61953092
0.58636224
""
""
""
""
""
""
""
""
""
""
""
""
0.57092333
0.57378525
0.63734061
0.50474262
0.45553303
0.52165508
0.55198079
0.49914265
0.60850614
""
""
""
0.48835799
""
""
""
""
0.48663729
0.52523017
""
""
0.52582413
0.54644483
""
""
0.53560591
0.54917061
""
0.60056758
""
""
0.53557098
0.58631647
""
""
""
""
""
0.53203362
""
""
0.58297652
""
""
""
""
""
""
""
""
""
0.59761184
0.44375652
""
0.50713104
""
""
0.57396936
0.57101941
""
""
0.58650148
0.59374052
0.50164241
""
""
""
""
""
""
0.46326047
""
""
0.53257972
0.5325774
0.53688574
0.56832117
0.54585308
""
0.45169118
0.60632718
0.61235476
0.57245117
0.55755502
0.4537046
""
""
0.56256515
""
0.5209778
0.5430578
0.56881368
0.53018361
0.55064857
0.57106346
0.46529812
0.49893248
0.62678325
0.58863676
0.63691986
""
0.52865404
0.53267509
0.50628042
""
0.4774414
""
0.59102589
""
0.59862536
0.56896681
0.59915292
0.54131049
0.54463023
0.69169992
""
""
""
0.46997908
0.54254454
0.58194917
""
0.54012549
0.64627975
0.64090806
0.55823815
0.62008286
0.52572519
0.58664626
0.57457519
0.50112343
0.52610737
""
0.43619132
""
0.65305787
0.69105345
0.63469601
0.57512182
0.42322704
0.61922759
0.52628571
0.5485301
0.56312293
0.65577179
0.62256676
0.59660476
0.61647302
0.58937716
0.48069191
0.55831981
""
""
0.59490228
0.57797623
0.58017856
0.60872072
0.53953975
0.58196938
0.51907623
""
""
0.55182678
""
""
0.5560894
0.57775056
0.55721653
0.53218067
0.47393602
0.5213154
0.56689239
0.55381274
0.53868872
0.54211956
0.55803782
0.54884452
0.57198989
0.49166527
""
0.50918663
0.54902446
0.64758152
0.57714444
0.50063789
0.50951749
0.50197941
0.6858902
""
0.59749889
""
""
""
""
""
0.61998487
0.61887091
""
0.63066369
""
""
""
0.61066496
""
""
0.50285822
""
0.5408681
""
""
0.76665998
""
""
""
0.59099513
""
""
0.56607938
0.54787272
""
""
""
0.54521012
0.60624546
0.48156381
""
0.64889491
""
0.59104282
0.51491886
