has_dad_black_male_n
604.0
204.0
29.0
1958.0
3693.0
787.0
9542.0
116.0
41.0
3363.0
2631.0
14776.0
24.0
272.0
1621.0
""
""
933.0
20.0
1396.0
9004.0
9431.0
3149.0
3843.0
13011.0
1211.0
2971.0
6361.0
16629.0
1433.0
2315.0
1687.0
13813.0
8642.0
3010.0
4431.0
1877.0
2218.0
994.0
1256.0
11904.0
2288.0
766.0
191.0
1520.0
2235.0
24103.0
2671.0
12625.0
2745.0
3901.0
6620.0
4539.0
379.0
430.0
9842.0
1056.0
162.0
241.0
3503.0
1476.0
7076.0
542.0
333.0
58.0
151.0
""
54.0
78.0
46.0
2189.0
3005.0
4709.0
2678.0
1308.0
125.0
2169.0
547.0
516.0
24326.0
3097.0
545.0
113.0
801.0
8718.0
371.0
419.0
2381.0
4145.0
917.0
900.0
91.0
68.0
3164.0
33.0
""
337.0
1481.0
11975.0
4092.0
2476.0
38087.0
10989.0
2169.0
2677.0
12406.0
2765.0
12285.0
1179.0
1482.0
2284.0
4592.0
12440.0
1580.0
9031.0
7159.0
9481.0
709.0
449.0
746.0
3400.0
1089.0
1089.0
2192.0
1475.0
6424.0
6377.0
1105.0
1455.0
1376.0
50231.0
1882.0
1897.0
704.0
780.0
1842.0
4968.0
6207.0
1218.0
2222.0
4942.0
1020.0
622.0
1000.0
4149.0
1127.0
2582.0
2699.0
2213.0
2083.0
381.0
13073.0
4721.0
1591.0
4573.0
8341.0
1084.0
7320.0
854.0
224.0
59.0
38.0
2156.0
28715.0
535.0
50762.0
44.0
22.0
""
553.0
41831.0
1760.0
47.0
2082.0
93.0
32.0
1994.0
3696.0
48.0
""
27.0
33.0
6394.0
140.0
205.0
10127.0
97.0
42.0
2252.0
40.0
160.0
1045.0
6689.0
31.0
210.0
303.0
241.0
731.0
3755.0
91.0
3635.0
687.0
59.0
364.0
1204.0
2204.0
10119.0
108.0
310.0
595.0
168.0
827.0
""
36.0
6425.0
1533.0
1614.0
18499.0
111.0
208.0
210.0
156.0
217.0
107.0
8992.0
680.0
150.0
258.0
7352.0
3069.0
880.0
1707.0
""
213.0
""
414.0
""
695.0
""
39.0
339.0
183.0
526.0
851.0
119.0
289.0
1737.0
2565.0
67.0
324.0
9109.0
391.0
89.0
""
422.0
56.0
56.0
2079.0
71.0
1067.0
309.0
986.0
1452.0
3014.0
2751.0
85881.0
3103.0
33119.0
42577.0
5143.0
3938.0
1093.0
439.0
67.0
""
20.0
260.0
110.0
""
76.0
2401.0
""
""
10704.0
556.0
35.0
1600.0
12483.0
115.0
""
""
""
""
27.0
""
""
""
64.0
40.0
112.0
6872.0
""
20.0
212.0
30.0
30.0
""
42.0
562.0
""
210.0
265.0
40.0
57.0
140.0
144.0
""
77.0
78.0
118.0
31.0
940.0
53.0
65.0
27.0
549.0
1888.0
153.0
178.0
1100.0
60.0
1612.0
1959.0
10978.0
928.0
62442.0
2109.0
438.0
49.0
21168.0
89.0
106.0
1061.0
1062.0
234.0
""
""
""
""
66.0
432.0
494.0
450.0
57.0
228.0
720.0
51.0
767.0
108.0
1445.0
407.0
""
114.0
""
""
114.0
83.0
26.0
""
""
""
""
23.0
""
""
""
""
""
""
114.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
147.0
""
""
""
""
""
""
""
""
""
99.0
82.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
28.0
""
""
""
65.0
978.0
""
""
""
141.0
""
""
""
""
""
146.0
""
""
47.0
""
""
""
22.0
157.0
""
388.0
""
""
3107.0
""
""
""
""
""
""
2231.0
""
""
120.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
170.0
5471.0
""
""
31.0
27.0
94.0
""
""
""
""
""
""
108.0
""
""
809.0
973.0
2100.0
65.0
52.0
34.0
42.0
276.0
491.0
10991.0
220.0
107.0
""
""
950.0
22.0
335.0
36.0
190.0
""
132.0
610.0
550.0
199.0
120.0
3629.0
257.0
""
155.0
1661.0
205.0
""
""
""
109.0
""
221.0
1158.0
226.0
64.0
633.0
102.0
""
21.0
""
155.0
34.0
""
""
72.0
""
""
27.0
492.0
208.0
64.0
4940.0
28.0
5726.0
59.0
50.0
""
832.0
52.0
""
""
""
""
35.0
222.0
943.0
1247.0
1640.0
37187.0
5482.0
1366.0
858.0
294.0
25.0
""
""
53.0
""
109.0
51.0
61.0
569.0
25.0
""
702.0
27.0
""
74.0
93.0
20.0
2038.0
711.0
3778.0
10669.0
25821.0
1031.0
2815.0
2758.0
2298.0
1514.0
252.0
42.0
283.0
74.0
134.0
5934.0
64.0
460.0
1348.0
276.0
""
974.0
""
""
""
""
""
""
""
""
""
""
""
""
372.0
""
""
86.0
""
""
""
""
""
""
""
""
44.0
""
""
""
""
""
""
""
23.0
30.0
""
""
40.0
""
1725.0
""
44.0
""
54.0
""
""
""
890.0
""
5780.0
20.0
1631.0
55.0
""
42.0
121.0
""
57.0
46.0
24.0
""
200.0
""
""
24.0
""
""
""
""
71.0
752.0
26.0
72.0
""
""
""
""
""
24.0
70.0
""
""
79.0
45.0
57.0
""
42.0
1137.0
1638.0
2384.0
370.0
7573.0
3160.0
""
""
""
486.0
344.0
17111.0
6123.0
""
""
6769.0
291.0
585.0
45845.0
""
25.0
37.0
26.0
345.0
""
68.0
2378.0
""
388.0
20.0
129.0
204.0
""
""
41.0
""
""
""
72.0
25.0
7831.0
