kid_white_pooled_n
117267
48481
15281
144167
80151
13672
162648
17729
12109
59024
77273
226679
13105
31980
72395
8608
7947
72720
11027
9125
69309
74728
52116
24153
208566
5512
29119
76513
159663
17001
18015
39327
151596
78264
10617
86190
18382
24541
3203
3207
65439
12539
7731
4847
7941
8182
169153
50948
121562
31115
65336
98851
37621
3018
4459
64928
9983
3800
3975
19364
12540
108534
6483
19162
36023
25100
11789
27727
18474
29561
8102
13793
9432
30412
14491
9516
35538
26867
10182
139424
15700
34179
20795
33841
226293
27882
29357
46754
94567
61873
46628
18375
20640
91056
22434
8984
44133
84077
340969
87482
100704
298267
187609
87178
95493
231280
83420
195459
25272
56631
44183
25778
91149
6905
82756
155313
73405
3873
4324
4732
35680
19319
15466
18437
15374
56525
54546
17645
8127
9892
521830
22097
32290
15959
52012
22832
84894
35339
6776
18438
56801
31252
5830
9227
20391
5796
37920
20873
11433
11560
33831
164325
32192
5324
108098
94686
10347
47513
13088
39667
11022
18322
51825
379583
6666
561976
24742
25655
8442
67571
902595
83138
27376
110878
27631
11205
101715
286465
35645
19258
17942
23076
237680
27387
23037
416838
12496
35737
100724
9406
18985
39504
211639
11733
15841
41256
56937
63183
168016
23631
127922
90225
31766
43568
85180
128023
306858
40447
58086
70993
59142
86978
12525
11948
111715
164057
87818
470529
45801
45844
25443
41224
53147
28867
326284
74789
61033
86984
484587
160949
143789
81421
12987
51337
8784
33840
12948
70302
5186
48506
72892
33266
36723
88347
32933
25572
47021
229909
36167
63912
449485
73118
46810
9687
57317
36089
24069
214706
40426
176416
49670
117709
230528
211743
173534
1107768
224474
774356
888615
99423
69556
27918
6012
63174
6915
15679
154868
73710
22353
58855
291979
1678
2984
870597
283348
26363
114210
585560
35794
10000
9361
6003
13151
20808
13328
18477
8078
32920
25344
65017
594929
10093
30850
55244
15345
17509
17545
24679
46612
6621
39779
58570
33598
43619
128800
69143
13889
87329
68381
51267
28610
117603
39861
21379
25025
42412
69712
30586
27783
75948
16988
110677
121151
282153
26564
1062942
125327
23901
33397
428596
8590
18302
55621
83190
35021
12417
21419
16613
10628
13900
31905
23155
27686
5866
32078
50137
8033
39096
16252
18261
43543
5613
59255
873
3182
12701
10663
5285
3139
2800
6982
7986
26771
606
2191
625
4247
1561
1430
17021
2564
770
703
952
1964
400
1380
887
2627
2785
6495
4564
5447
8339
3263
46900
10337
4381
4018
477
1550
11979
20418
7015
6599
23393
45228
3822
8420
610
27238
18317
3921
2394
1463
2394
11548
6760
4447
4508
1957
1276
4706
601
19261
11987
14820
13337
14223
11077
11445
22942
126325
8195
8504
11985
34274
472
890
295
456
12809
19585
4511
1573
13717
15249
9437
6525
17655
40683
5176
63038
9341
10951
171263
8353
3797
478
1988
3314
8372
112592
1270
951
23697
2542
2615
1472
1257
2378
4239
1838
1206
4578
12781
10274
2805
21740
2469
5146
84287
396550
4147
408
7180
10098
17048
8045
2000
1274
4298
2551
2631
13646
5160
4143
26261
60957
113512
17219
11275
12363
9054
28700
18630
339118
36254
19483
6786
4310
61044
17548
99399
30748
58067
13453
31593
62895
17998
77669
12844
160321
7892
5671
19910
34601
10366
1359
5159
139
13722
397
11824
35889
10199
3206
38516
11020
1420
1437
239
5319
7932
2975
2105
4907
2882
5253
4637
21898
6291
1994
169595
8359
153232
3338
9472
546
35953
2757
1586
1238
512
818
2960
18550
41267
24707
50243
510673
77233
26408
15489
15285
3328
1014
2940
2457
401
6218
3012
3360
32613
1262
2219
26700
5742
735
3371
10366
9769
40846
15670
47106
294211
442772
35903
72388
49395
38707
27473
8269
1369
20420
11501
14023
191005
10563
34086
36287
17238
50
73910
2017
154
128
358
282
2352
6248
2699
3352
376
224
339
19529
4665
3930
21276
2905
8696
2780
6180
8494
2978
306
2254
33547
1040
2071
19710
16724
11395
2608
4433
24591
29158
12658
2962
18300
525
28464
2699
6488
2483
15987
1284
620
5375
70617
1771
466557
6068
110770
37418
2342
23051
43039
6721
16412
6793
26946
9449
113886
11867
2473
36000
15115
1894
7811
765
116975
358702
43778
70448
2878
4774
8839
11827
4171
21619
27712
1675
1518
44309
23672
51491
7903
32726
96921
81587
131117
61228
362638
210767
13127
4532
4564
74221
95192
415933
202103
712
4580
299203
16855
76811
1298538
19148
12736
15223
18443
138428
17403
46355
351862
12203
180799
12181
34853
62671
9208
1626
32798
720
1887
2396
32180
15600
662640
