work_26_white_pooled_mean
0.81779408
0.86762971
0.88380682
0.8506617
0.86416894
0.85952359
0.79981327
0.81534171
0.8350482
0.80359733
0.79886174
0.81659806
0.85843605
0.82517451
0.87264049
0.86445427
0.89580977
0.83130485
0.89952463
0.87522382
0.83716619
0.88412184
0.88771021
0.84134513
0.82995766
0.86281383
0.816787
0.83203506
0.84083319
0.8236261
0.87583143
0.83850473
0.80853081
0.77078599
0.81156296
0.84908384
0.8104353
0.79175961
0.91231334
0.81504512
0.82751554
0.81548554
0.78861696
0.85726511
0.9250322
0.87164724
0.83962011
0.85636628
0.85346985
0.83305299
0.81960738
0.83639801
0.80731165
0.79011083
0.77846646
0.79629862
0.79046828
0.82537514
0.84421343
0.79162288
0.75057763
0.77753836
0.80048311
0.8194797
0.79092616
""
0.95066696
0.77778322
0.78629047
0.89727527
0.79519773
0.83139795
0.80605626
0.82338035
0.81706774
0.85641509
0.95200843
0.86017823
0.77873862
0.71288437
0.59330767
0.53814781
0.79785061
0.73908424
0.83814567
0.82758021
0.82955575
0.80516171
0.80750918
0.74751717
0.7608574
0.72759306
0.77815491
0.85906923
0.83114189
0.80504847
0.72932953
0.83924967
0.80563754
0.79957086
0.79555619
0.78195763
0.81476492
0.77234471
0.79049677
""
0.82043386
0.88149965
0.82237774
0.7789849
0.85655653
0.81342244
0.84694934
0.84152347
0.81947953
0.75171119
0.80256975
0.77707452
0.77902478
0.78403634
0.81737727
0.81911355
0.79406035
0.76350993
0.80038726
0.82442445
0.80670458
0.77843291
0.80201221
0.75583959
0.87677884
0.85302842
0.7826283
0.78286451
0.83111864
0.72552311
0.80575877
0.72871155
0.78359032
0.79792941
0.84741628
0.76739621
0.9593187
0.76795816
0.8182466
0.85678148
0.84167773
0.69446445
0.81518233
0.77089345
0.8018412
0.80209374
0.78753006
0.82957619
0.835706
0.78926677
0.83142644
0.79900533
0.85686255
0.8425476
0.85275227
0.84311724
0.8369801
0.86966157
0.8101933
0.74977857
0.78495228
0.80267215
0.84400457
0.83399671
0.82458651
0.82505363
0.83851522
0.83994621
0.80220348
0.80500525
0.80307519
0.80662709
0.78359163
0.87876624
0.73297113
0.75711596
0.88710648
0.82925808
0.88647783
0.77754945
0.77775383
0.80189019
0.82882315
0.84606218
0.87938708
0.85256398
0.82245386
0.83425933
0.8467809
0.84007567
0.81494677
0.75774598
0.87460196
0.83676976
0.79411203
0.77186149
0.76341707
0.87467599
0.83895677
0.7751531
0.8085745
0.78068596
0.7885254
0.75762433
0.81464636
0.78051674
0.80155981
0.83819878
0.82072836
0.85470164
0.79767609
0.78274369
0.78936154
0.77568376
0.79714149
0.81582159
0.76614022
0.81973034
0.82876211
0.8446641
0.75363833
0.72282499
0.82915205
0.85788208
0.84600502
0.78346735
0.78715277
0.84997547
0.81974387
0.82054567
0.77098835
0.84210074
0.8589834
0.8189584
0.82701999
0.82563496
0.82998103
""
""
0.7616716
0.88483709
0.83582455
0.84990793
0.89463562
0.70923769
0.84720087
""
0.77975678
0.76421994
0.80561161
0.81610167
0.80887824
0.77347875
0.76315063
0.78876126
0.81093806
0.78417009
0.77705288
0.77509379
0.82080001
0.78305537
0.78892475
0.81292117
0.77247155
0.81389129
0.82496089
0.83408535
0.83400685
0.85653895
0.82748818
0.84998894
0.84955895
0.7687794
0.84499812
0.84307563
0.90214282
0.82546484
0.80919921
0.81435233
0.85119987
0.84545463
0.81782585
0.80734128
0.8789615
0.87809026
0.83749092
0.77673477
0.76237589
0.84008592
0.7099725
0.73113543
0.66845721
0.79083413
0.77273792
0.75188637
0.8409794
0.76885855
0.79232389
