hs_black_pooled_mean
0.73295224
0.71104431
0.7246052
0.66025621
""
0.69669199
0.68300819
0.71601719
0.78466368
0.84486765
0.76938421
0.71657807
0.74626768
0.81271756
""
0.75671452
0.72050554
0.75027066
0.75339133
0.72850484
0.73254687
0.62388575
0.74756509
0.72895342
""
0.7365799
0.72219688
0.79514825
0.85172421
""
0.69255877
0.68275791
0.72446465
0.69052899
0.72077966
0.94107229
0.77819026
0.82305342
0.70161963
0.80720085
0.72407252
0.75503802
0.79634982
0.75258648
0.77566046
0.8661927
""
""
0.73074794
0.84408116
0.7155478
0.6706149
0.70641458
0.7164911
0.69080877
0.74101478
0.81369394
0.72439837
0.87035334
0.8078531
0.74697095
0.68494397
0.68778789
0.70629722
0.78936362
0.75349194
""
""
""
0.87084293
""
""
""
""
0.86041313
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.89790845
""
""
""
""
""
0.79739147
0.88172966
""
0.82776928
0.70543182
""
""
0.85911405
0.74288297
0.86280113
""
""
""
0.88546014
0.90944833
""
0.82794595
0.88580573
""
""
""
0.77431005
0.92901164
0.75325102
""
0.73136777
0.7173382
0.8297205
0.78856206
0.92221224
0.87400901
""
""
0.79137015
""
""
0.86846876
0.80200088
0.77002048
""
""
0.6972968
0.81210142
""
0.79849577
""
0.8441484
0.81269383
0.76061171
""
0.71852356
""
""
0.77879316
0.75123334
0.81142575
""
0.90316957
""
0.82391739
""
0.78746104
""
0.77467281
""
0.78853214
""
0.7921266
""
0.77244818
0.77888852
""
""
0.89421034
""
""
""
0.72561884
""
0.72373509
0.85823566
0.82702965
""
0.81194693
""
""
0.90280586
""
""
0.8506608
""
0.83905101
0.83772868
""
""
0.76449913
""
0.83584344
0.7607258
""
""
0.84723651
0.92886859
0.87709707
""
""
0.80395806
""
""
0.85889649
0.85603428
""
0.88832283
0.92323852
""
0.8593058
0.841748
""
0.85631591
0.86087769
0.84376228
0.81554568
0.72139615
0.84755701
0.78184617
0.87627506
0.89472556
""
""
""
0.85525262
0.85318846
0.88058978
0.7303226
""
""
0.83226025
""
0.85638458
0.837111
0.96544868
0.80642802
""
0.84945983
""
""
""
0.97851777
""
""
""
""
""
""
""
""
""
0.8386336
""
0.92976338
""
""
0.82973468
""
""
""
""
""
""
""
""
0.83325553
""
""
""
""
0.9698714
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.8508085
""
""
""
""
""
""
""
""
""
""
""
""
0.85494453
0.83671564
0.84374565
0.86191237
0.82428759
0.83423394
0.92558962
0.66418171
0.77077305
0.78668362
0.81941611
0.79655874
0.72098696
0.68423414
0.77734679
0.73385972
0.75338382
0.78441
0.88519454
0.80162907
0.76443422
0.81015527
