stayhome_white_male_p75
0.14257181
0.14365618
0.16142006
0.13473961
0.11308987
0.14266169
0.12358674
0.10980204
0.10592942
0.12112083
0.13449734
0.1294145
0.13159709
0.143637
0.13327228
0.095595978
0.17869319
0.14140621
0.10719901
0.14284672
0.13263744
0.12948291
0.12904327
0.11486529
0.12362192
0.1318025
0.11971615
0.11729674
0.13837633
0.11895387
0.11248705
0.11000993
0.13761139
0.13361095
0.10830791
0.14240457
0.11361396
0.11986023
0.090048
0.10917467
0.12450189
0.10876012
0.10155674
0.091917224
0.096674383
0.11760814
0.14647616
0.12686108
0.1417259
0.12758933
0.12846866
0.12700076
0.11665046
0.12082351
0.086666726
0.11412349
0.10503767
0.07457836
0.099132597
0.10983657
0.099950135
0.12240684
0.13035458
0.10339069
0.17173752
0.14734286
0.14475515
0.17138454
0.10862538
0.1256648
0.13327666
0.13064437
0.095947929
0.11812481
0.11261787
0.14502828
0.11398071
0.1296964
0.12591176
0.138641
0.13533957
0.096456513
0.10023329
0.13322201
0.13815533
0.12204513
0.11512188
0.11146696
0.12366626
0.1126605
0.12098263
0.1407682
0.12450834
0.13911487
0.12207174
0.18191908
0.14483353
0.14640968
0.14485914
0.13642491
0.13144347
0.17771773
0.15166475
0.13318323
0.12670593
0.15061922
0.13824345
0.14868496
0.1224562
0.11481269
0.13223098
0.11055741
0.11413909
0.12101907
0.13603806
0.12486394
0.11964206
0.089900777
0.095004424
0.15289226
0.11034676
0.12126505
0.13079815
0.11859731
0.12214417
0.13285781
0.11930561
0.13414952
0.13084422
0.12844522
0.13788469
0.14956169
0.13467808
0.10945208
0.14934778
0.11445615
0.12323204
0.13617498
0.1250407
0.1294262
0.12452856
0.14040802
0.1416415
0.096218824
0.11811913
0.10937068
0.11816637
0.11823165
0.10978881
0.10886901
0.15117885
0.13555074
0.1255894
0.10650319
0.13131271
0.14292955
0.11709439
0.11548933
0.099916063
0.13551141
0.24441326
0.11989772
0.14950652
0.1573239
0.13557415
0.15186226
0.091175154
0.077173509
0.081974849
0.10441483
0.13487194
0.095746413
0.081739135
0.093003072
0.086146802
0.077117056
0.092525095
0.098179825
0.10952234
0.10474934
0.075812131
0.087555692
0.09319032
0.095796943
0.10587443
0.11892068
0.12599377
0.10696591
0.12683192
0.14884949
0.10313202
0.12121076
0.13161328
0.088887423
0.10174276
0.086193755
0.074741222
0.06774275
0.10397325
0.074453168
0.1024505
0.09139654
0.09433879
0.10312931
0.10171673
0.088671118
0.11141621
0.11787646
0.10261202
0.085693255
0.11002762
0.092628554
0.081604213
0.099309467
0.12999971
0.098010957
0.10964252
0.11739243
0.11694977
0.084703386
0.13326484
0.11102351
0.10873355
0.11365182
0.11658239
0.082312576
0.10970339
0.10612374
0.13264965
0.11422881
0.1060119
0.13145711
0.1629217
0.14693947
0.13494389
0.15910167
0.1597565
0.15428522
0.14074069
0.17248718
0.14129379
0.12418257
0.13019396
0.1363032
0.12699917
0.13588764
0.12842523
0.1206492
0.10948811
0.11697878
0.12353456
0.094313264
0.091832414
0.10640421
0.09614858
0.10843141
0.12698999
0.14014201
0.10911509
0.15847188
0.10347596
0.14185189
0.11424087
0.11763266
0.16651921
0.21857995
0.17449626
0.19184777
0.16705269
0.16439199
0.13359456
0.11876074
0.19284345
0.12427045
0.11745376
0.079559051
0.11584382
0.12129205
0.088151798
0.11757895
0.1738147
0.12250347
0.18854246
0.16493025
0.13890526
0.10951309
0.14132877
