somecoll_pooled_pooled_n
5054.0
2154.0
529.0
6467.0
4316.0
714.0
9066.0
692.0
497.0
3241.0
3707.0
12766.0
524.0
1257.0
3391.0
327.0
285.0
3059.0
410.0
727.0
5158.0
6217.0
3026.0
1803.0
11366.0
538.0
2127.0
4881.0
12276.0
979.0
1307.0
2149.0
9818.0
6129.0
1291.0
4487.0
950.0
1403.0
395.0
407.0
5054.0
960.0
478.0
232.0
654.0
908.0
13302.0
2850.0
7225.0
2044.0
3947.0
5142.0
2570.0
210.0
327.0
5510.0
785.0
339.0
244.0
1736.0
973.0
6490.0
464.0
1028.0
1186.0
1048.0
374.0
655.0
822.0
1024.0
776.0
1158.0
1478.0
2138.0
1042.0
474.0
1880.0
1275.0
531.0
11136.0
1384.0
1743.0
1001.0
1920.0
12283.0
1429.0
1634.0
2694.0
5183.0
3090.0
2164.0
859.0
931.0
4602.0
874.0
299.0
1801.0
3670.0
19870.0
5476.0
6187.0
28378.0
11989.0
5519.0
5515.0
15281.0
4794.0
10922.0
1142.0
3071.0
2463.0
2274.0
6894.0
567.0
5774.0
8033.0
5163.0
429.0
266.0
398.0
2131.0
1000.0
719.0
1247.0
899.0
3836.0
3663.0
886.0
671.0
762.0
30203.0
1293.0
1827.0
775.0
2408.0
1438.0
4778.0
3190.0
539.0
1259.0
3471.0
1987.0
352.0
594.0
1775.0
537.0
3517.0
1483.0
970.0
944.0
1341.0
9636.0
2327.0
521.0
6432.0
5545.0
635.0
4065.0
904.0
1478.0
241.0
590.0
2922.0
23031.0
375.0
42086.0
1976.0
2027.0
847.0
4849.0
55400.0
6168.0
2585.0
8847.0
2515.0
1093.0
6943.0
17450.0
2312.0
1595.0
1576.0
1827.0
14599.0
1514.0
1476.0
20910.0
566.0
1993.0
5210.0
391.0
916.0
2550.0
12190.0
599.0
883.0
2199.0
3838.0
4371.0
10491.0
1623.0
8676.0
5406.0
1998.0
2626.0
5034.0
7583.0
15566.0
1936.0
3089.0
4380.0
2921.0
4769.0
849.0
750.0
8262.0
8762.0
5670.0
27548.0
2302.0
2619.0
1475.0
2385.0
2508.0
1474.0
17023.0
4224.0
4429.0
6538.0
28548.0
9659.0
9662.0
3671.0
555.0
2632.0
403.0
1280.0
558.0
3118.0
246.0
1319.0
3120.0
1635.0
1672.0
4608.0
1657.0
1245.0
2304.0
12756.0
2147.0
3713.0
24331.0
4921.0
3469.0
656.0
3395.0
1900.0
1385.0
10121.0
2922.0
9797.0
3801.0
6860.0
13890.0
13158.0
7939.0
82567.0
10820.0
47616.0
52137.0
6281.0
4475.0
1644.0
315.0
3413.0
472.0
1060.0
7108.0
3513.0
1303.0
2889.0
12791.0
66.0
43.0
37082.0
11678.0
1343.0
6140.0
28681.0
1698.0
1115.0
751.0
508.0
1091.0
2233.0
1400.0
1766.0
871.0
3128.0
2151.0
5137.0
35764.0
1128.0
2929.0
4354.0
1578.0
1398.0
1402.0
1952.0
3813.0
565.0
2611.0
3455.0
2359.0
3518.0
9056.0
4719.0
1450.0
7969.0
6043.0
4131.0
2955.0
8524.0
3003.0
1350.0
1723.0
2911.0
5054.0
2234.0
2061.0
5394.0
1212.0
7910.0
7537.0
20437.0
2053.0
73913.0
8316.0
1356.0
1688.0
26401.0
525.0
1330.0
3746.0
5163.0
2192.0
589.0
1112.0
867.0
604.0
763.0
1891.0
1329.0
1585.0
331.0
2544.0
3237.0
492.0
2270.0
845.0
1305.0
2129.0
475.0
4888.0
42.0
226.0
976.0
885.0
466.0
260.0
203.0
594.0
470.0
1867.0
43.0
142.0
56.0
322.0
151.0
184.0
1254.0
226.0
31.0
20.0
56.0
160.0
""
103.0
70.0
130.0
227.0
488.0
339.0
450.0
697.0
297.0
3029.0
801.0
457.0
347.0
75.0
141.0
866.0
2351.0
606.0
763.0
2121.0
3093.0
314.0
705.0
65.0
3035.0
2162.0
284.0
212.0
109.0
210.0
924.0
520.0
410.0
300.0
169.0
112.0
346.0
48.0
2272.0
1383.0
1277.0
1641.0
1223.0
1231.0
1136.0
1916.0
7459.0
720.0
736.0
1042.0
2457.0
68.0
54.0
""
71.0
1076.0
1481.0
249.0
217.0
1097.0
1232.0
702.0
505.0
1377.0
3133.0
461.0
4212.0
787.0
966.0
11455.0
678.0
280.0
30.0
