married_other_pooled_mean
0.39166161
0.53461635
0.47635546
""
0.49537322
""
""
0.39374197
0.27742559
0.41829354
0.37827867
""
0.45898488
""
""
0.40534207
0.47324744
""
""
0.43214595
""
0.40945947
0.38987651
0.26192567
0.55337369
0.53903037
0.3382414
0.4365361
""
""
0.15513402
""
""
0.3053872
0.40864226
0.44104046
0.36799273
""
0.32120532
0.45193917
0.37881029
0.35807297
""
0.185747
0.49657315
""
""
0.39429542
0.35471457
""
0.4054845
0.4627811
""
""
0.3142764
""
0.50385034
0.50300097
0.55842566
""
0.37154728
0.4061619
0.40423837
0.44930634
""
""
""
""
""
0.30229086
0.16440618
""
""
0.15789287
0.29966915
""
""
0.31222412
0.28661162
0.32588735
0.2711218
0.18702139
""
0.32799557
0.14698593
0.31300238
0.13406985
""
0.32951474
0.23686984
""
""
0.1517491
""
""
0.19578387
0.28202519
0.46629924
0.43443412
0.40676546
0.56682456
""
0.30990621
0.4030681
0.41656834
0.47264957
0.39612913
0.38317734
0.34860861
0.45998463
0.50784957
""
0.42285153
0.40413931
0.57558602
0.48677936
""
""
0.47700295
""
""
0.53426456
0.51786864
""
""
0.48268023
0.42102963
0.41467297
0.38288307
""
""
""
""
0.4329074
0.4612008
""
0.37180912
""
0.28003937
0.23297359
0.36105683
0.40994272
0.63674009
""
""
0.32369125
0.39175117
""
""
""
""
0.32088402
0.51484364
0.40163985
0.50255287
""
0.23992205
0.27385381
""
""
""
0.63976574
0.31530586
""
0.54818833
""
0.51802957
0.52969927
0.58990926
""
0.38859156
0.60120338
0.35586792
0.51526093
""
""
0.41530979
0.43105513
0.5492509
""
0.31368971
""
0.46155077
0.47221214
""
0.55874741
0.40145046
""
0.46555045
0.40554696
0.4869993
0.53777128
0.42568335
0.52492684
0.44620219
0.41784009
0.33748731
0.36145905
0.32548484
0.55623358
0.45461607
0.445687
0.33732545
0.5226903
0.38981411
0.45540765
0.3918063
0.51905364
0.42006752
0.43493623
0.5146122
""
0.39971948
0.44235361
0.49634352
0.43888065
0.48031712
0.41485679
0.40828639
0.41186532
0.45727125
0.422326
0.43566516
0.35875261
0.41414252
0.42159992
0.42360267
0.41481826
0.44289649
0.43666866
0.4343594
""
0.45735508
0.42175415
0.42878407
0.42255184
0.4494707
0.40847644
0.46763676
0.45232633
0.39357516
0.43921077
0.53721356
0.42536938
0.38454679
0.47284055
0.43191719
""
""
""
0.50838244
0.49067417
0.59605211
""
""
""
""
""
""
0.50733763
0.35489735
""
0.52848071
""
0.42056477
0.42862228
0.39071694
0.36481068
""
""
""
""
""
""
0.47446179
""
""
""
0.39121386
0.50570518
0.4088771
""
0.35433903
0.49708408
""
0.42693546
0.49311393
0.51619643
0.35875434
0.31552604
""
0.39916044
""
""
""
0.364369
""
0.406003
""
""
""
""
""
""
0.42170519
""
0.46421227
""
0.37900195
0.36207908
0.40695193
0.32535699
0.33088186
0.33579555
0.4200398
0.46324146
0.40255529
0.36467582
0.32884946
0.25670567
0.37679851
0.34859443
0.41207686
0.3463746
0.41513938
0.31939253
0.26362565
0.30019069
0.37071529
0.45026577
0.27696747
0.39536679
0.5854429
""
0.40551332
0.40587425
0.38120684
""
0.31884977
""
""
""
""
0.50350171
0.62829512
0.38876808
0.36266807
0.34584627
0.39620084
0.43423435
0.40812212
0.3652108
""
0.37328658
0.38373801
0.39207852
0.20742446
""
0.43415609
0.33085591
0.35468304
0.4136419
0.3028096
0.35928875
0.45464429
0.46521789
0.32144481
0.35167032
0.38441533
0.3461673
0.38685673
0.34223571
0.35243785
0.30528358
0.36177063
0.36867779
0.50622129
0.387173
0.38730514
0.48757797
0.54189587
0.41117302
""
0.37382981
0.33363768
0.44387463
0.45100474
""
""
""
""
0.38766199
""
0.51205176
0.48380104
""
""
0.30786756
""
""
""
0.44554302
0.41800129
0.41928658
0.18800235
""
0.52100229
""
0.36140507
0.45357499
""
0.31777415
0.46279207
0.20391066
0.48057142
0.43426222
""
0.33038965
""
0.43537483
0.2012566
0.26501152
0.48740655
""
0.46538508
0.43851325
0.42380419
""
0.31169361
0.48636118
0.30565172
""
""
0.27098757
0.33475643
""
""
0.42001078
0.41628277
