hours_wk_other_male_p100
""
""
""
60.881065
""
""
44.164612
""
""
""
""
46.154575
""
""
""
""
""
""
""
""
""
57.338776
""
""
31.996185
""
""
70.424377
50.698738
""
""
""
42.985558
25.324608
""
37.732666
""
""
""
""
""
""
""
""
""
""
49.356548
""
36.150814
""
""
""
""
""
""
51.833729
""
""
""
""
""
65.116951
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
45.596756
""
""
""
""
29.520395
""
""
44.647129
46.464428
""
""
""
""
""
""
""
""
""
40.764469
38.890667
36.0924
52.503254
44.438431
""
66.662193
38.021492
52.481705
10.412651
""
""
""
""
35.447628
""
31.83482
32.722042
""
""
""
""
""
""
""
""
""
48.565475
""
""
""
""
45.620281
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
55.050484
""
""
47.809067
54.664433
""
""
""
""
""
""
""
36.103134
""
43.613876
""
""
""
8.7005396
42.805618
33.227509
""
36.151546
""
""
17.26339
27.840839
""
""
""
""
40.123566
""
""
40.138962
""
""
""
""
""
44.49028
33.425022
""
""
""
""
""
55.615356
""
61.369366
""
""
""
""
46.521122
43.846519
""
""
""
""
58.97047
""
""
39.279556
68.467659
54.321304
35.707062
""
""
""
""
""
""
40.545795
""
""
""
46.19574
61.181454
45.27137
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.519234
""
""
43.749535
17.841356
""
""
""
""
""
36.495674
""
47.240849
""
52.947807
50.823486
40.48769
41.627243
38.474361
33.8097
42.494938
37.202885
55.502785
64.182014
""
""
""
""
""
22.452761
""
""
""
51.990589
""
""
43.381763
44.982838
""
30.573357
40.520767
""
""
""
""
""
""
""
""
""
""
""
""
43.728271
""
""
""
""
""
""
""
""
""
""
""
""
""
43.249557
""
""
""
""
""
""
34.885632
""
""
""
""
58.627419
""
""
""
""
43.97105
47.252087
48.149967
""
40.345356
30.779535
""
""
43.23838
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.907192
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
39.137741
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
50.414761
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
42.052345
""
""
""
""
""
""
42.059372
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
40.569103
41.968037
""
""
""
""
""
""
""
""
""
""
""
""
""
""
77.16745
48.301517
46.53793
""
""
""
""
41.26405
""
37.105225
""
""
""
""
""
""
58.635704
""
38.727875
""
""
44.748562
56.561264
62.003662
""
40.534565
44.182926
""
""
39.596687
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
39.994358
""
44.767685
""
""
""
""
""
""
""
""
""
""
""
""
""
""
34.430565
0.45062721
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
67.557037
35.337601
44.979939
""
""
""
""
32.777477
""
""
38.098576
""
""
50.271114
""
""
""
""
""
37.503914
""
""
""
""
""
""
""
""
""
""
""
""
43.933651
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
41.409462
44.423473
34.748013
""
""
""
""
""
49.53381
""
45.707958
""
45.139709
74.806137
""
""
""
""
""
37.99305
""
""
35.955151
""
""
""
""
""
""
""
29.980177
42.472595
""
33.786667
""
""
""
""
""
""
""
""
""
32.004028
10.273971
18.612263
""
35.024784
47.261471
37.912415
39.366573
40.609138
38.521637
34.802227
""
""
""
40.759464
35.964378
38.32991
42.995243
""
""
35.890736
""
35.745613
38.903469
""
""
""
""
47.828403
""
36.596767
37.015945
""
31.130632
""
39.761578
35.702023
""
""
""
""
""
""
""
""
41.394672
