kir_stycz_white_female_mean
0.35497665
0.43462715
0.4106904
0.3959232
0.46099338
0.40745619
0.38920617
0.44677737
0.38127071
0.39050397
0.42010668
0.39047927
0.40938038
0.40677065
0.41191003
0.40655109
0.46153757
0.45855686
0.45613405
0.43036109
0.49476752
0.47475606
0.5039466
0.39963207
0.33614659
0.42490035
0.38032618
0.35495979
0.37904149
0.39789134
0.48076335
0.41110373
0.41627952
0.38169959
0.41195983
0.44492394
0.36352375
0.42504725
""
0.39524636
0.39027131
0.41968223
0.37913278
0.37819347
""
""
""
0.3467223
0.44847086
0.54546344
0.43155661
0.4120301
0.34455684
0.35406214
0.34076262
0.36569643
0.38519379
0.44318765
0.40522262
0.36599541
0.37333536
0.33933869
0.37289932
0.41501537
0.40903234
""
""
""
0.40396565
0.536865
0.38671917
0.4201932
0.42507026
0.40293923
0.37482932
0.42678809
0.43920705
0.34367716
0.3179886
0.26346409
""
0.21508932
0.39097467
""
0.43004581
0.41789922
0.37957388
0.38383821
0.38010228
0.32827747
0.36581549
0.33565381
0.33419871
0.38024023
0.383286
0.39607766
0.31258276
0.36981383
0.37607804
0.40004188
0.35504684
0.356659
0.35924345
0.3675366
0.35779813
""
0.41427052
0.39862603
0.44148973
0.41988304
0.42815489
""
0.41727844
0.38623095
0.44052732
0.41202107
0.3752895
0.39798346
0.40231326
0.35996246
0.39869249
0.38898233
0.39472038
0.38870105
0.33768004
0.3640672
0.35221392
0.36885104
0.35637766
0.3710472
""
0.40309229
0.3339152
""
0.4450039
""
0.41427153
""
0.41665837
0.42844468
0.42806196
""
""
0.45304787
0.38508031
0.37251851
0.37637258
0.37056857
0.32365882
0.38269424
0.41337425
0.32767001
0.40584064
0.34529412
0.42098808
0.38586175
0.35601294
0.38463593
0.41459706
0.41464943
0.38645381
0.32089242
0.4712697
0.4188256
0.33696857
0.30261871
0.35948312
0.29332265
0.33896166
0.40304551
0.40882659
0.3622191
0.43367723
0.38266879
0.42031607
0.38587895
0.35768929
0.34599614
0.34642661
0.34190863
0.40671477
0.31222165
0.3553437
0.48158517
0.43608099
0.35661358
0.30681315
0.39241111
0.40279877
0.33511811
0.44121268
0.42714319
0.3069779
0.32990357
0.32689965
0.35934195
0.33290496
0.29449743
0.40406317
0.36792707
0.34330153
0.44715318
0.40330705
0.37521386
0.41836724
0.30768758
0.40052062
0.40256357
0.38484353
0.36155263
0.38678345
0.39164767
0.36903572
0.38175365
0.40643919
0.46761113
0.38616246
