working_white_male_p100
0.81892765
0.81546104
0.78852916
0.81505084
0.8296876
0.84911913
0.82549834
0.811023
0.82059759
0.82466292
0.81925958
0.82464492
0.82562822
0.82043362
0.82381332
0.81206179
0.78914392
0.81304383
0.80634516
0.82412982
0.81943655
0.81878757
0.79987299
0.8315472
0.8249287
0.82885057
0.8277148
0.82570195
0.83051068
0.81831354
0.84722137
0.85622007
0.84186417
0.84253329
0.84881395
0.82548201
0.83270055
0.81521648
0.84735453
0.82945937
0.82018805
0.82088101
0.83919513
0.85373008
0.82596648
0.81535155
0.82058859
0.85649073
0.83544135
0.84653634
0.8378523
0.82672161
0.82177365
0.86770147
0.84317142
0.82740504
0.82719749
0.83797199
0.8280887
0.81824827
0.84103161
0.82120395
0.79854316
0.81812352
0.81086338
0.82082039
0.79246759
0.77076596
0.82489675
0.79712397
0.82639945
0.80031931
0.82517642
0.82866341
0.82433307
0.82452101
0.83477032
0.82687461
0.84419864
0.81661385
0.81185913
0.81228137
0.82616657
0.81560308
0.81604874
0.82853067
0.82342178
0.81479055
0.82129145
0.82416564
0.83680367
0.82141167
0.79821473
0.81612992
0.82765049
0.79791796
0.82359362
0.82405955
0.8095665
0.83023936
0.81305063
0.8059178
0.81286907
0.823636
0.8087582
0.82605946
0.81599891
0.82603633
0.83009607
0.82069457
0.8246941
0.83615029
0.83173633
0.83347267
0.81344742
0.82408798
0.82352698
0.81978786
0.83063906
0.79322702
0.82282263
0.83301586
0.80094773
0.80620223
0.7929492
0.81881565
0.81598383
0.82886881
0.78807771
0.81544954
0.81809795
0.81202036
0.80340034
0.80996162
0.80948943
0.82931441
0.81870335
0.80989015
0.83788258
0.80441201
0.83609897
0.83026797
0.81577045
0.80527318
0.82094014
0.85130173
0.83507013
0.82863885
0.83017427
0.82912862
0.82192552
0.81894207
0.8214432
0.83532149
0.83041143
0.82397681
0.85941082
0.82199699
0.87163746
0.83991545
0.74065799
0.83261019
0.82846302
0.8313809
0.84726459
0.83658016
0.85730642
0.87820524
0.87868422
0.83243328
0.82429308
0.83662373
0.85862982
0.84091091
0.835006
0.85804486
0.84451687
0.85140842
0.83671832
0.82561839
0.84501225
0.83112568
0.85160553
0.82931936
0.83192539
0.85072047
0.83230966
0.8612777
0.82544142
0.81006414
0.81299549
0.84851712
0.84713483
0.84182662
0.84895295
0.86091202
0.87101763
0.89048249
0.85491848
0.87916684
0.85591465
0.85560995
0.87070084
0.85387462
0.84355688
0.86471725
0.84180087
0.84872288
0.86428201
0.85735083
0.83954608
0.87492293
0.86501628
