kfr_26_black_male_p75_se
0.021159489
0.041704096
0.15051216
0.011909717
0.0086048329
0.021354599
0.0059448187
0.0486173
0.15278853
0.010504282
0.011218491
0.004591397
0.18145701
0.035149794
0.014207026
""
""
0.017573955
0.14281285
0.021613266
0.0075031426
0.006046996
0.010697877
0.0098988879
0.0047385623
0.021053929
0.011632806
0.0075763362
0.0043977746
0.016274661
0.013230556
0.013238586
0.004325287
0.0057495348
0.011903117
0.0094370572
0.017574992
0.015982989
0.033290036
0.027050979
0.0059182509
0.017840302
0.025095386
0.10357147
0.018027782
0.014523434
0.0043284143
0.012382182
0.0057848301
0.013519518
0.0097426344
0.0085878037
0.010190742
0.06124245
0.030033553
0.0066995891
0.021525981
0.064291649
0.040437557
0.011863102
0.015884051
0.0069540692
0.030931043
0.035205852
0.089829929
0.044245988
""
0.084042251
0.061697494
0.064728789
0.016503531
0.01531434
0.011466292
0.012451386
0.01909644
0.060732428
0.015200565
0.024571272
0.027957326
0.0039803265
0.014496365
0.023083564
0.057091575
0.017915845
0.0054477863
0.028812468
0.026782185
0.011775766
0.0081543839
0.020012939
0.019502193
0.04997788
0.06935852
0.010524344
0.088802263
""
0.028521046
0.014549784
0.0054390547
0.010410927
0.012573696
0.0030555166
0.0062970007
0.013963477
0.011080306
0.0054750415
0.012038078
0.0052624391
0.020598184
0.016513804
0.013760674
0.010088352
0.0054551256
0.017670777
0.0063830186
0.0074848309
0.0055459891
0.030042181
0.03394828
0.028335374
0.012288148
0.020608842
0.017962892
0.012472228
0.019225821
0.0072656665
0.0071594547
0.023698119
0.016085517
0.017494699
0.0022456066
0.015712582
0.014148246
0.023749907
0.021437138
0.018311894
0.0093423296
0.0075870305
0.020641834
0.013276714
0.0090076849
0.019404447
0.032278381
0.023511184
0.010420037
0.023634853
0.012565706
0.015015236
0.01530024
0.01593174
0.032272886
0.0050878143
0.0095621599
0.017559575
0.008610432
0.0071807285
0.023161538
0.0078802239
0.033084776
0.03475216
0.073538415
0.09854085
0.010435309
0.0033094257
0.026980359
0.0023153191
0.071610644
0.12113266
""
0.020370217
0.0022977195
0.011238033
0.059329696
0.0090709683
0.059329435
0.10330541
0.01147722
0.0087661557
0.06578961
""
0.13099596
0.086445048
0.0064485413
0.046214074
0.037024435
0.0051268628
0.057392262
0.076706797
0.010938379
0.0821499
0.03995762
0.017058678
0.0065767481
0.10879412
0.040765341
0.034844194
0.030478952
0.017226018
0.0084045911
0.043869901
0.0094374251
0.020885102
0.06295985
0.018283254
0.014439467
0.011056843
0.0050490387
0.04964323
0.028685678
0.022744434
0.036037192
0.018580867
""
0.093163744
0.0059084552
0.014028103
0.012532736
0.0038779462
0.045639537
0.040581405
0.034319799
0.043102577
0.033070497
0.051680803
0.005482004
0.019705782
0.035735294
0.040214241
0.006082797
0.0093394639
0.018783342
0.013211858
""
0.035583705
""
0.02732967
""
0.015786998
""
0.077382468
0.028681843
0.037818052
0.022111231
0.018552663
0.046393629
0.032644693
0.014150913
0.010329994
0.053914543
0.028912477
0.0054143784
0.02744876
0.05679144
""
0.026756788
0.052759044
0.06047428
0.011755523
0.055874672
0.013903468
0.031745538
0.017103519
0.012920336
0.0097821876
0.0096797319
0.0017861072
0.0084750941
0.003035059
0.0027597013
0.0068247374
0.009861798
0.018630438
0.038027514
0.060806721
""
0.098301575
0.034639224
0.046869252
""
0.048888832
0.010360196
""
""
0.0047603771
0.020089749
0.079543859
0.012993
0.0044185151
0.049445946
""
""
""
""
0.10451785
""
""
""
0.072342023
0.088003516
0.044730064
0.0070812334
""
0.15724273
0.037022036
0.091549791
0.098460384
""
0.072004691
0.021911405
""
0.035173479
0.030516475
0.077120624
0.073562913
0.043759294
0.044813029
""
0.052565712
0.054864515
0.044581052
0.072024956
0.016951801
0.070846625
0.045652773
0.069524392
0.016494002
0.013821419
0.041491169
0.043540347
0.015589952
0.069393396
0.013781678
0.011605619
0.0061489847
0.020017136
0.0020872352
0.011058098
0.025047412
0.08112701
0.0037516684
0.053005937
0.057773821
0.016645422
0.01607345
0.034079827
""
""
""
""
0.081957497
0.024679897
0.024781642
0.027795864
0.075930759
0.033658098
0.023931468
0.07576324
0.027628295
0.075716451
0.021861572
0.033480212
""
0.048852455
""
""
0.056992356
0.068158261
0.16029327
""
""
""
""
0.076145507
""
""
""
""
""
""
