pos_hours_pooled_male_mean
0.92389536
0.92079431
0.89892924
0.86531931
0.85475099
0.79920435
0.78470916
0.86748064
0.82629114
0.76866186
0.93202847
0.93345785
0.87069213
0.8972308
0.94790298
0.91485912
0.87428916
0.76318949
""
0.89076477
0.88163286
0.93911582
0.85754246
0.80156434
0.92259163
0.87011069
0.8652603
0.8589341
0.8066709
0.93201619
0.90899009
0.7665872
0.76699173
0.86540645
0.86986315
0.89079642
0.84899938
0.88185394
0.87783539
0.83387214
0.87497532
0.92086679
0.75187314
0.79125136
0.88319373
0.92144001
0.90068275
0.86529523
0.82284993
0.81021875
0.81893545
0.85996836
0.56669825
0.72926599
0.88426733
0.83837843
0.82682878
0.86855668
0.92746109
0.76766455
0.83927906
0.87346876
0.84959459
0.81974357
0.86293852
0.67116427
0.80853665
""
""
0.90732014
0.79181558
""
""
0.9460867
0.92511278
""
""
0.95266092
0.94835395
0.85257322
0.98173392
0.81451744
""
0.93124777
0.78724748
0.82366568
0.84813982
""
0.90562063
0.8884958
""
""
""
""
""
0.89198124
0.672593
0.91143572
0.85701829
0.87927771
0.91633302
0.90498245
0.76121712
0.86945832
0.8618629
0.79662186
0.86541671
0.84136152
0.92589909
0.92062032
0.87564391
0.76161015
0.89916641
0.93102902
0.89761692
0.90867066
0.80521464
""
0.9120658
0.74412948
0.91728252
0.86229712
0.88284826
0.97514331
0.78560013
0.83420002
0.84929526
0.91472626
0.79816306
0.78286004
0.90182948
0.81124777
0.87455171
0.93228918
0.79211521
0.93438905
0.90889281
0.92040753
0.83621675
0.84070492
0.79156709
0.94962013
0.84508431
0.95752585
0.92818409
0.79853064
0.91216874
0.92461032
0.86216265
0.7897048
0.69993597
0.83287466
0.88490051
0.87518072
0.81135207
0.88006532
0.84475702
0.82362765
0.71069163
0.92231029
0.83276683
0.98423314
0.83109927
0.88704723
0.7225222
0.91987801
0.86421764
0.88628274
0.91412383
0.81285125
0.85382271
0.90171129
0.80405688
0.90925837
0.92810595
0.95739347
0.83838505
0.88599157
0.7798512
0.93070483
0.85043067
0.96379417
0.9054817
0.84914494
0.96334553
0.86434603
0.85567331
""
0.9286679
0.86734033
0.85536498
0.92668533
0.87857866
0.80070651
0.89492124
0.83739448
