hs_pooled_pooled_mean
0.87062061
0.86844856
0.85377568
0.87316084
0.85916382
0.87214833
0.84412748
0.83140832
0.88543475
0.83078575
0.82290721
0.84736168
0.85518652
0.84241492
0.83629787
0.86474741
0.85373622
0.86867434
0.86835289
0.77964884
0.8244006
0.831168
0.8535881
0.82193393
0.86494523
0.78285432
0.84162837
0.84821415
0.86094564
0.8551054
0.86689007
0.89637661
0.88044262
0.88196725
0.81947535
0.82725257
0.78524089
0.81609058
0.79358035
0.73143244
0.81460637
0.80005753
0.83883029
0.77201164
0.78795743
0.81663066
0.84114504
0.80597079
0.8379122
0.80713254
0.84293741
0.81328136
0.79960942
0.77881247
0.86424071
0.81542468
0.82684058
0.79601705
0.89198941
0.85217154
0.84928066
0.86855209
0.85279948
0.85246855
0.83119917
0.84965491
0.82603252
0.85038275
0.8599878
0.85599148
0.75863391
0.75751561
0.74379086
0.86039609
0.82542366
0.85305542
0.80699188
0.81575656
0.77884638
0.81666464
0.81299597
0.86130971
0.83871514
0.86514497
0.85602361
0.82519495
0.85784334
0.8518098
0.84274548
0.82572478
0.84402335
0.8454507
0.88735777
0.8257634
0.84820026
0.79712713
0.85694534
0.7883113
0.84307253
0.80681419
0.83752519
0.84447092
0.83550823
0.84912676
0.84464705
0.84469986
0.84356821
0.82968026
0.80957538
0.83393794
0.85478711
0.83961618
0.85287607
0.7731871
0.83885968
0.83539438
0.82121581
0.74533075
0.78893477
0.79960692
0.79076093
0.78916287
0.79801768
0.82449824
0.82672507
0.84334314
0.82145613
0.81515938
0.76773626
0.79397023
0.85504508
0.78179151
0.8237046
0.81390804
0.80255097
0.80608493
0.80369079
0.82039642
0.76921415
0.83547097
0.85020679
0.83743876
0.80511236
0.80393773
0.8039189
0.78636211
0.84002507
0.80782026
0.79336405
0.79933274
0.83584732
0.84244907
0.79483527
0.81216842
0.85060829
0.81842977
0.82523781
0.82081628
0.80039036
0.89833087
0.89168978
0.87960112
0.90814066
0.88929522
0.88982987
0.90321624
0.89635247
0.8758772
0.84110934
0.86004227
0.87967575
0.88043487
0.85085636
0.86688274
0.83888102
0.86500102
0.8634215
0.87166059
0.85601288
0.88048285
0.86370569
0.84478295
0.86442405
0.84597021
0.83853728
0.87200671
0.85693592
0.87467653
0.85589498
0.84558737
0.84654886
0.85441256
0.86333233
0.83798236
0.87658519
0.8897388
0.88506037
0.88600212
0.87777871
0.86166924
0.8493731
0.7771675
0.83545262
0.86250794
0.85445416
0.87412876
0.86509287
0.86138237
0.85458219
0.87433338
0.84106588
0.87738216
0.89357442
0.8548758
0.87627292
0.84924161
0.87502038
0.87618071
0.88687116
0.86480945
0.9070937
0.90607578
0.85053664
0.86579961
0.8653568
0.86042559
0.89749259
0.90812463
0.91623598
0.87855166
0.87217748
0.89154923
0.8757816
0.8938958
0.88718206
0.88469553
0.90148652
0.88549602
0.84713721
0.84858173
0.87750441
0.86260575
0.88054544
0.86556244
0.91420126
0.86258066
0.87703073
0.88826287
0.87538522
0.88043439
0.90519297
0.87750268
0.88300592
0.93313259
0.87526155
0.88499558
0.84637737
0.90350556
0.8565914
0.90450954
0.86029476
0.90089089
0.84831578
0.87358654
0.89376867
0.88075757
0.921381
0.91507459
0.8993637
0.87924713
0.85475731
0.88937622
0.81095296
0.87468559
0.88994807
0.89794075
0.88825315
0.89354563
0.87102807
0.8657223
0.90079951
0.9225111
0.87412965
0.91265208
0.88145322
0.84894949
0.88495523
0.91177171
0.90688622
0.91494071
0.87612152
0.89848965
0.89029765
0.88095808
0.87289166
0.89412987
0.90786827
0.89707273
0.87970465
0.88524735
0.90240586
0.83623201
0.86794072
