hs_other_male_n
42.0
21.0
""
64.0
44.0
""
103.0
""
""
30.0
40.0
144.0
""
""
23.0
""
""
38.0
""
""
51.0
149.0
37.0
23.0
177.0
""
32.0
102.0
297.0
""
""
""
159.0
166.0
""
70.0
""
""
""
""
38.0
""
""
""
""
""
179.0
26.0
90.0
""
63.0
50.0
25.0
""
""
82.0
""
""
""
""
""
75.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
140.0
""
""
""
""
136.0
21.0
""
85.0
97.0
36.0
""
""
""
55.0
""
""
20.0
42.0
360.0
73.0
82.0
479.0
168.0
65.0
97.0
285.0
69.0
200.0
""
37.0
35.0
28.0
80.0
""
95.0
79.0
96.0
""
""
""
27.0
""
""
44.0
""
58.0
58.0
""
""
""
452.0
""
20.0
""
30.0
""
52.0
56.0
""
""
56.0
52.0
""
""
""
""
54.0
""
""
""
""
78.0
22.0
""
162.0
63.0
""
49.0
""
""
""
""
42.0
378.0
""
1093.0
42.0
""
32.0
44.0
805.0
110.0
30.0
85.0
28.0
""
94.0
227.0
22.0
26.0
""
""
208.0
""
""
218.0
""
""
45.0
""
""
57.0
122.0
""
""
""
26.0
36.0
126.0
""
128.0
44.0
""
21.0
49.0
84.0
191.0
""
34.0
36.0
30.0
37.0
""
""
102.0
94.0
82.0
340.0
26.0
23.0
""
23.0
24.0
""
243.0
47.0
25.0
35.0
266.0
79.0
72.0
42.0
""
24.0
""
22.0
""
29.0
""
""
28.0
""
20.0
63.0
""
""
33.0
153.0
""
43.0
253.0
58.0
41.0
""
64.0
""
""
143.0
""
92.0
33.0
87.0
128.0
166.0
127.0
1772.0
147.0
794.0
675.0
87.0
60.0
20.0
""
43.0
""
""
99.0
35.0
""
42.0
272.0
""
""
681.0
145.0
""
90.0
461.0
21.0
""
""
""
""
21.0
""
""
""
25.0
22.0
38.0
545.0
""
28.0
32.0
""
""
""
""
24.0
""
26.0
21.0
""
43.0
76.0
40.0
20.0
48.0
34.0
27.0
""
85.0
""
""
""
24.0
66.0
""
""
61.0
""
57.0
70.0
214.0
""
981.0
75.0
31.0
""
337.0
""
""
40.0
54.0
30.0
""
""
""
""
""
28.0
""
""
""
""
33.0
""
""
""
""
""
""
69.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.0
""
""
""
""
""
""
45.0
""
""
32.0
34.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
85.0
""
""
""
48.0
""
""
""
""
""
28.0
""
""
""
""
""
""
""
33.0
""
48.0
""
""
151.0
""
""
""
""
""
""
244.0
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
68.0
461.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
58.0
94.0
148.0
""
""
""
""
81.0
30.0
325.0
36.0
""
""
""
43.0
""
76.0
""
88.0
""
""
175.0
133.0
107.0
40.0
608.0
61.0
""
39.0
113.0
30.0
""
""
""
""
""
""
37.0
23.0
""
37.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
175.0
""
254.0
""
""
""
38.0
""
""
""
""
""
""
49.0
67.0
""
39.0
560.0
62.0
""
""
26.0
""
""
""
""
""
""
""
""
42.0
""
""
35.0
""
""
""
""
""
37.0
""
181.0
314.0
464.0
25.0
36.0
31.0
37.0
94.0
21.0
""
66.0
""
44.0
538.0
52.0
46.0
25.0
43.0
""
237.0
""
""
""
""
""
""
""
21.0
23.0
""
""
""
79.0
""
""
32.0
""
""
""
""
""
""
""
""
36.0
""
""
25.0
""
""
""
""
37.0
22.0
""
""
""
""
2738.0
140.0
353.0
""
24.0
""
""
""
164.0
""
553.0
""
205.0
36.0
""
35.0
45.0
""
28.0
417.0
""
""
106.0
""
""
29.0
""
""
""
""
90.0
362.0
24.0
54.0
""
""
""
""
""
""
50.0
""
""
68.0
57.0
78.0
""
65.0
220.0
181.0
318.0
132.0
1022.0
841.0
""
""
""
122.0
160.0
1910.0
510.0
""
""
949.0
31.0
160.0
3811.0
22.0
""
""
""
152.0
28.0
68.0
571.0
""
282.0
23.0
58.0
84.0
""
""
36.0
""
""
""
55.0
36.0
1542.0
