kir_imm_pooled_female_n
23.0
35.0
""
""
""
""
""
69.0
""
""
""
""
""
""
""
64.0
""
""
""
""
""
""
90.0
""
26.0
28.0
""
20.0
""
""
""
""
""
""
45.0
""
149.0
""
""
""
47.0
23.0
""
""
252.0
""
""
35.0
140.0
""
104.0
39.0
""
""
""
""
35.0
""
60.0
""
""
""
34.0
""
""
""
""
""
""
419.0
""
""
""
""
114.0
""
""
38.0
24.0
""
32.0
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
310.0
69.0
23.0
""
""
22.0
3870.0
126.0
26.0
1444.0
177.0
275.0
98.0
613.0
""
""
""
112.0
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
""
""
""
37.0
""
""
26.0
""
""
20.0
""
""
""
""
""
20.0
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
176.0
""
""
28.0
""
""
117.0
21.0
""
""
""
""
134.0
22.0
""
""
4361.0
""
""
183.0
20.0
39.0
2601.0
""
150.0
2038.0
54.0
82.0
1135.0
""
1802.0
348.0
30.0
23.0
41073.0
302.0
386.0
""
65.0
784.0
""
""
1414.0
276.0
58.0
9559.0
333.0
""
4775.0
2637.0
205.0
5285.0
7993.0
2847.0
1593.0
240.0
3050.0
984.0
6168.0
615.0
96.0
""
37.0
1303.0
656.0
1308.0
220.0
64.0
""
1065.0
28.0
2380.0
391.0
137.0
538.0
""
827.0
""
""
""
248.0
48.0
""
""
""
""
""
""
""
""
808.0
""
181.0
""
""
851.0
21.0
38.0
""
""
""
""
""
""
496.0
""
""
""
23.0
148.0
""
""
""
59.0
""
""
""
26.0
38.0
""
""
""
""
""
""
82.0
""
""
""
""
""
""
""
""
""
""
180.0
""
1801.0
1724.0
161.0
145.0
1123.0
280.0
152.0
81.0
120.0
448.0
85.0
728.0
208.0
""
182.0
""
606.0
4903.0
""
146.0
78.0
195.0
351.0
24.0
""
""
844.0
250.0
58.0
""
20.0
""
""
""
""
27.0
57.0
124.0
73.0
1793.0
""
100.0
""
""
""
193.0
509.0
173.0
""
""
""
256.0
222.0
89.0
11263.0
105.0
37.0
306.0
38.0
2324.0
683.0
2220.0
348.0
966.0
528.0
24.0
97.0
286.0
137.0
315.0
790.0
""
""
""
""
488.0
""
26.0
""
""
""
""
""
""
""
30.0
28.0
""
""
59.0
""
""
""
28.0
""
""
""
""
38.0
""
41.0
""
""
159.0
64.0
""
83.0
61.0
""
352.0
""
577.0
""
""
146.0
""
55.0
""
""
""
""
""
888.0
""
""
43.0
58.0
""
""
""
""
""
""
""
135.0
35.0
79.0
""
674.0
""
""
40.0
35.0
""
""
1003.0
23.0
128.0
""
""
""
""
""
122.0
116.0
""
27.0
""
""
""
""
""
""
""
""
""
""
131.0
""
""
64.0
""
""
""
""
""
""
""
""
""
""
""
""
""
227.0
32.0
21.0
""
48.0
""
""
""
""
22.0
""
""
""
""
""
205.0
48.0
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
27.0
""
""
""
""
""
""
""
69.0
""
""
""
""
179.0
2965.0
120.0
292.0
206.0
""
42.0
""
""
56.0
""
""
23.0
70.0
""
""
""
133.0
""
24.0
""
""
""
43.0
""
""
""
""
""
23.0
22.0
57.0
""
""
""
""
24.0
35.0
20.0
""
""
""
""
""
""
67.0
""
""
20.0
""
""
45.0
""
28.0
""
""
""
146.0
""
""
""
""
""
11978.0
""
""
52.0
""
""
2058.0
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
23.0
21.0
""
21.0
""
""
""
791.0
47.0
69.0
""
1367.0
72.0
""
""
""
""
""
265.0
67.0
32.0
""
90.0
""
""
""
""
""
""
""
""
""
""
38.0
94.0
""
""
""
""
""
""
""
""
108.0
170.0
""
83.0
""
""
""
""
21.0
48.0
""
29.0
""
""
""
""
""
38.0
654.0
24.0
250.0
""
""
198.0
24.0
""
""
""
""
""
""
40.0
""
""
""
""
""
""
""
29.0
""
107.0
""
""
""
""
""
""
""
""
130.0
""
""
32.0
""
28.0
""
""
""
""
""
""
42.0
""
38.0
""
491.0
31.0
""
26.0
402.0
20.0
""
""
38.0
""
""
""
24.0
""
""
""
""
""
""
89.0
""
""
""
""
""
""
153.0
""
""
""
