has_mom_other_male_mean
0.98188567
0.93995643
""
""
0.86669976
""
""
0.8944636
""
""
""
""
""
""
""
0.93938237
0.79827094
""
""
""
""
0.93260831
0.95303583
0.60616243
0.94989955
0.93082094
0.73795843
0.88704067
""
""
""
""
""
""
0.9710328
0.98094058
0.88411665
""
0.7062161
0.97848713
0.88432848
0.88476783
""
""
0.92424697
""
""
0.8775301
0.88336551
""
0.83296704
0.93376857
""
""
""
""
0.85584295
0.86207587
0.92230314
""
0.93200731
""
0.85843873
0.81108254
""
""
""
""
""
0.91888613
0.94947851
""
""
""
0.92883599
""
""
0.90902585
0.8934564
0.95445764
0.89417195
""
""
0.94766194
0.77462316
""
""
""
0.8482216
0.96361619
""
""
""
""
""
""
0.76409894
0.96151346
0.87969708
0.86236638
""
""
""
0.90217787
0.88188052
0.88656306
0.89893275
0.91940713
""
0.94780195
0.9087069
""
""
0.98976547
0.94282424
1.0040815
""
""
""
""
""
""
""
""
""
""
0.94233781
0.89201671
0.77405339
""
""
""
""
0.88899773
""
""
0.85875189
""
""
0.89039505
0.85245287
""
0.9812237
""
""
0.89030963
""
""
""
""
""
""
""
0.88567364
""
""
0.91596186
0.91592187
""
""
""
""
""
""
""
""
""
0.91766459
0.85182309
""
0.90481383
""
""
0.91510874
""
""
0.91414624
""
""
""
0.83525383
""
0.89925355
0.96074337
""
""
0.91006458
""
0.95992696
0.90810388
0.95093918
0.98499691
0.92644709
0.9920336
0.94095892
0.90584683
0.81617391
0.91105169
0.8244524
0.90416491
0.92381811
0.93368185
0.95145428
0.85551238
0.89949805
0.92383832
0.92400885
0.93634188
0.90287709
0.91623741
""
""
0.90759039
0.93350345
0.89771444
0.91428888
0.94615358
""
0.91804749
0.91759753
0.87311512
0.91404617
0.91240674
0.90186453
0.91677517
0.91442466
0.92490983
0.9149155
0.90696192
0.89138901
0.88295949
""
0.89855546
0.91499269
0.91417462
0.91964614
0.90136349
0.98650193
""
0.91142839
0.94658315
0.92186654
0.90844315
