two_par_black_male_mean_se
0.020515483
0.017881554
0.019448712
0.034360178
0.10726657
0.021467971
0.018328084
0.013232378
0.014282218
0.069866538
0.035223696
0.029519485
0.020140136
0.052592117
0.080281816
0.023167886
0.023731962
0.025767181
0.032560319
0.03092018
0.041314799
0.074166432
0.01987699
0.011601755
0.077907719
0.018217545
0.02038837
0.017148767
0.044954624
0.074479744
0.04369868
0.021915248
0.018571336
0.025564179
0.013642418
0.056456253
0.0041663968
0.059938382
0.023387197
0.031994153
0.013055588
0.023572626
0.017632328
0.015122319
0.0092794932
0.020030702
0.072871134
0.060939178
0.0056946664
0.026608717
0.0061137113
0.01786837
0.021316122
0.021919779
0.02032249
0.03193225
0.015065158
0.035413202
0.021684704
0.019464284
0.012700422
0.018393377
0.0091743497
0.037168648
0.035372756
0.023428451
""
""
""
0.015674045
""
""
""
""
0.024776815
""
""
""
""
""
""
""
""
0.096126378
""
""
""
""
""
""
""
""
""
""
""
""
""
0.021788033
0.057672307
""
""
""
""
0.0066090734
0.049972791
0.079180032
0.014227097
0.033269368
""
0.071495168
0.037533466
0.026667498
0.031016877
""
0.056812756
""
0.037649363
0.08161696
""
0.019704929
0.030598847
""
""
0.076937959
0.025582518
0.040458418
0.028073041
0.068328008
0.012001166
0.0308982
0.04321152
0.024220664
0.02938934
0.026557704
""
""
0.025734635
0.10816219
""
0.026375145
0.035151921
0.034569789
0.062131081
""
0.0425855
0.010130443
""
0.047475956
""
0.027374683
0.039770108
0.04485812
""
0.030866316
""
""
0.018827373
0.013768204
0.034809612
""
0.040209226
""
0.020815149
""
0.016871331
""
0.0553913
""
0.052146494
0.081269644
0.0059675714
""
0.019036997
0.043853104
""
""
0.023224389
0.059494186
""
""
0.017580889
""
0.044362433
0.047197819
0.045915481
""
0.0050648842
""
""
0.044100188
""
""
0.007403397
""
0.052372135
0.011802386
""
0.065760478
0.046863001
""
0.012190991
0.028862391
0.11858286
""
0.0025137402
0.039931428
0.031725556
""
0.072749533
0.022195272
""
""
0.020168046
0.048954777
""
0.0097514568
0.037844092
""
0.0068834168
0.0066333879
0.073259056
0.005480634
0.0060670855
0.0096283006
0.011115919
0.04104726
0.012862628
0.022073323
0.01014042
0.045153268
0.066134654
""
0.11233455
0.008812407
0.03032117
0.020023502
0.044500049
0.079649858
""
0.029565945
0.083125286
0.016647659
0.034599993
0.041045774
0.01633261
""
0.010058313
""
""
""
0.040707704
0.070573986
""
""
""
""
""
""
""
""
0.00843383
""
0.037838615
""
""
0.010546913
""
""
""
""
""
""
""
""
