staytract_pooled_male_p25_se
0.050077882
0.060180411
0.041652925
0.0353119
0.035720013
0.044617217
0.042496298
0.059545375
0.031783488
0.042358097
0.057581656
0.061026294
0.067161143
0.070573471
0.039968491
0.046431694
0.049572382
0.051823951
0.039169252
0.039686937
0.035144087
0.032543406
0.04051825
0.058574922
0.041347537
0.052283257
0.063595526
0.055807278
0.038749747
0.064123757
0.031388264
0.038561381
0.052190758
0.041304238
0.053656623
0.048579451
0.063342988
0.044394266
0.13631848
0.046775956
0.041421879
0.043954741
0.055093359
0.053747978
0.0702978
0.084455095
0.075617641
0.054083277
0.060991183
0.070792221
0.058242448
0.046334777
0.08336661
0.051462304
0.048945434
0.044771194
0.047254354
0.043339714
0.063872576
0.050923575
0.052784603
0.04903302
0.056758955
0.038912345
0.03852132
0.077177867
0.047565311
0.080886506
0.056037046
0.065135658
0.060769282
0.08090011
0.048616167
0.04995621
0.066111781
0.073233098
0.099122874
0.0498075
0.039129019
0.046154045
0.046616491
0.05971285
0.033841286
0.072625935
0.051140562
0.034639481
0.029580796
0.038581591
0.043646134
0.065213226
0.046255283
0.043244597
0.042682126
0.030303227
0.032511793
0.043335851
0.090180241
0.054574445
0.041279666
0.055213902
0.050527483
0.044856209
0.038239323
0.044548303
0.044401273
""
0.051655307
0.046746172
0.040537346
0.053302832
0.044613987
0.075039431
0.040339623
0.052748352
0.046158731
0.088676952
0.074227147
0.048600152
0.053190727
0.062920235
0.055993985
0.044818051
0.045375794
0.062337335
0.057742417
0.05095287
0.042829961
0.072310403
0.063941747
0.052234832
0.072766818
0.050619867
0.063157938
0.086803131
0.083420694
0.11709255
0.047636095
0.10015114
0.050309092
0.053165831
0.047109284
0.092415892
0.085131891
0.056730952
0.071587019
0.06802398
0.071481191
0.077480167
0.058250457
0.063685596
0.059737537
0.099197134
0.085047133
0.058138728
0.070855699
0.05143068
0.1096432
0.083873183
0.0690303
0.050452448
0.051169578
0.049319219
0.032487277
0.031622671
0.041267887
0.050747674
0.048522145
0.069230512
0.091483191
0.042830285
0.049924351
0.047354072
0.039421406
0.045281813
0.046321191
0.059529293
0.05410634
0.051715784
0.053775441
0.081647299
0.076407053
0.067112923
0.089175247
0.056630753
0.062779151
0.066944607
0.085113369
0.056792468
0.055278886
0.053992733
0.069145784
0.048180711
0.069517083
0.061166089
0.054373179
0.081320278
0.049868554
0.069671348
0.078710482
0.091042675
0.059915457
0.07460247
0.088944629
0.062597141
0.061706658
0.11439902
0.10888588
0.050027527
0.040998593
0.04479048
0.052899826
0.046960786
0.056769177
0.050417788
0.043589786
0.040369771
0.040850148
0.055824865
0.076742835
0.052071158
0.067076236
0.058976289
0.040636551
0.064067915
0.070384435
0.021094693
0.058631953
0.079061158
0.071768567
0.058954127
0.060428381
0.049873684
0.03921362
0.038211595
0.041682053
0.042700469
0.056585163
0.05613669
0.047351383
0.037399113
0.054643452
0.066991061
0.044304475
0.050241508
0.048852246
0.042204261
0.061661027
0.049473554
0.05279661
0.067602776
0.090890869
0.083877824
0.052583899
0.044270713
0.056962214
0.074266493
0.046979092
0.052235909
0.052877907
0.052437428
0.047076542
0.063453995
0.061692823
0.05749641
0.054659721
0.07282228
0.048382588
0.068821386
0.040913343
0.045947459
0.070985317
0.041149698
0.048035122
0.041392919
0.050703492
0.048041459
0.038269218
0.043478422
0.055172212
0.040560283
0.043673903
0.069527872
0.045184318
0.04682729
0.050529562
0.051281508
0.069166645
0.068605885
0.063677512
0.04486258
0.045474332
0.046480786
0.04995463
0.054666162
0.051388282
0.072427928
0.057940476
0.079118237
0.062151521
0.049361613
0.065990098
0.047395259
0.059803709
0.053632349
0.045834366
0.068630524
0.052407697
0.042826988
0.064007118
0.051434256
0.041374579
0.040112846
0.043152977
0.048242714
0.050797876
0.05034459
0.061742157
0.07602109
0.054281618
0.047310222
0.051037844
0.051351421
0.079488851
0.058595784
0.054042872
0.048991151
0.060187884
0.058812141
0.054576658
0.075360097
0.056308113
0.068081923
0.079861149
0.083346434
0.092974037
0.046882994
0.045391001
0.081946343
0.049398292
0.046051506
0.059825383
0.063278973
0.073975675
0.04755079
0.05873334
0.072232097
0.098650098
0.099271134
0.07080543
0.047469255
0.08787296
0.074786596
0.058189277
0.056887932
0.090835333
0.042625852
0.087903842
0.058014374
0.041024849
0.030113505
0.033990033
0.043639764
0.044989623
0.044369381
0.050162967
0.047541354
0.033664748
0.039934013
0.033471067
0.042666536
0.048013367
0.046172231
0.040414665
0.047922239
0.087018743
0.071012177
0.041295175
0.047595371
0.036336992
0.049734119
0.063919127
0.045257643
0.077724256
0.065954775
0.042079307
0.048894938
0.047553912
0.051826749
0.063807033
0.043845057
0.033682171
0.039894041
0.034736942
0.032072887
0.042410497
0.032091942
0.034529049
0.037963275
0.046186037
0.033015579
0.033143394
0.043866713
0.038127195
0.043972906
0.041625794
0.042710535
0.041655771
0.056042008
0.036210798
0.046813685
0.044220801
0.03857436
0.041012
0.036886625
0.055099871
0.056423891
0.043802261
0.038036965
0.03870248
0.035883497
0.033083711
0.02964161
0.056810874
0.032326791
0.044946779
0.06716907
0.065865666
0.068290152
0.074721105
0.075839475
0.058419075
0.04997484
0.032075264
0.055862028
0.039803199
0.039011352
0.044412885
0.039156966
0.049355336
0.041965287
0.035267677
0.056229252
0.045253474
0.040812861
0.055729222
0.03550306
0.039841373
0.028274823
0.034288175
0.041082904
0.049811404
0.044661865
0.049909562
0.038466953
0.040957242
0.073108345
0.05933892
0.032576293
0.054542329
0.042050589
0.046108603
0.071138009
0.057272997
0.042971373
0.047348056
0.043260988
0.068575077
0.032477699
0.08524026
0.039070275
0.035625823
0.048557699
0.066018917
0.028126765
0.040281918
0.028104156
0.045292843
0.040425565
0.032746088
0.062141374
0.043123521
0.035707861
0.040516503
0.044831689
0.04103012
0.052235305
0.045402281
0.037077155
0.045084469
0.047062285
0.037272055
0.0471875
0.035520274
0.059968345
0.025141064
0.039134268
0.047066987
0.048391052
0.041551806
0.042738635
0.038845144
0.038492393
0.048206925
0.0605288
0.052662916
0.062974833
0.029609576
0.035200518
0.048931573
0.044822011
0.046037823
0.046805382
0.047156353
0.053679597
0.076870881
0.063456729
0.037654504
0.063693032
0.040287763
0.045101438
0.038067505
0.051707219
0.057026077
0.036723446
0.0369693
0.13318212
0.033333752
0.057658095
0.042164735
0.054419171
0.045866732
0.033811755
