kfr_imm_asian_male_p75
""
""
""
0.65657699
0.59604299
""
0.59047467
""
""
0.60596174
0.62545198
0.60691267
""
0.41791144
0.4826377
""
""
""
""
""
0.46331978
0.57263494
""
""
0.67433548
""
""
0.65395302
0.58740371
""
""
""
0.57373542
0.68425661
""
0.49785301
""
""
""
""
0.67163873
""
""
""
""
""
0.60613
0.62474108
0.62783253
""
0.67108715
0.71874243
""
""
""
0.60693103
""
""
""
""
""
0.63507748
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.61404932
""
""
""
""
0.53379166
""
""
""
0.68066067
""
""
""
""
0.56076902
""
""
""
0.45762345
0.59585816
0.72210073
0.53477621
0.60631764
0.62136346
0.69489312
0.64830011
0.58343554
0.67000562
0.55991679
""
0.55476493
0.73442107
""
0.68646473
""
0.52911341
0.69389492
0.69339389
""
""
""
""
""
""
""
""
0.55418128
0.50323796
""
""
""
0.60896057
""
0.56698102
""
0.58826715
""
0.72857487
0.46177787
""
""
0.48564097
0.49032196
""
""
""
""
0.76504189
""
""
""
""
0.61500585
""
""
0.58290786
0.56251979
""
0.66673589
""
""
""
""
0.55822706
0.66421539
""
0.66698527
""
""
""
""
0.63177615
0.63808888
""
0.61068338
""
""
0.70654857
0.63894153
""
""
""
""
0.65256798
""
""
0.69453585
""
""
0.68776703
""
""
""
0.635481
""
""
""
""
""
0.61507624
""
0.64361036
0.6820125
""
""
""
0.55626631
0.70466328
""
""
0.69744831
""
""
""
""
0.70991528
""
""
0.65421969
""
""
""
""
""
""
0.66994923
""
""
""
0.67270482
0.68573987
0.72357041
0.63198352
""
""
""
""
""
0.72076356
""
""
""
""
""
""
""
""
""
0.66870022
""
0.67872137
0.68517476
0.63721246
""
""
""
""
""
0.66509897
""
0.73638672
""
0.68316323
0.67782694
0.67772216
0.62706143
0.65290433
0.66229713
0.68620652
0.66514355
0.71564275
0.61229002
""
""
""
""
""
0.49884433
0.58652407
""
""
0.578237
""
""
0.65347731
0.67036927
""
0.5691728
0.64809382
""
""
""
""
""
""
""
""
""
""
""
0.52328104
0.56713128
""
""
0.692985
""
""
""
""
""
""
0.60940725
""
""
0.47165579
0.61241299
0.58256733
""
0.59977597
0.46145901
0.44141987
""
0.63088006
""
""
""
""
0.64341652
""
""
0.65468562
""
0.66810477
0.58354509
0.58362651
""
0.6526792
0.63816774
""
""
0.63426179
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.56684011
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.65876245
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.66493946
""
""
0.61082602
""
""
""
""
""
""
0.62142426
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.58329242
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.71130288
0.55914998
0.55589771
""
""
""
""
""
""
0.5788424
""
""
""
""
0.57601613
""
0.46736076
""
""
""
""
0.72040743
""
0.52243161
""
0.63252515
""
""
""
0.62094927
""
""
""
""
""
""
""
0.61506391
""
""
0.65859038
""
""
""
""
""
0.85876954
""
""
""
""
""
""
""
""
""
0.6194793
""
0.60792035
""
""
""
0.77308869
""
""
""
""
""
""
0.6148178
0.66892475
0.73428804
0.55279094
0.66662651
0.66321486
""
""
""
""
""
""
""
""
""
""
""
0.55665463
""
""
0.64658767
""
""
""
""
""
""
""
0.56520599
0.59570313
0.64044058
""
""
""
""
0.4865731
""
""
""
""
""
0.6072638
""
""
""
""
""
0.53303105
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.57949257
0.56038046
0.56918621
""
""
""
""
""
0.57185894
""
0.61390746
""
0.56247818
""
""
""
""
""
""
0.54118556
""
""
0.4174245
""
""
""
""
""
""
""
""
0.5808261
""
""
""
""
""
""
""
""
""
""
""
0.66566867
""
""
""
""
0.56279379
0.60664928
0.59679526
0.68502569
0.58858949
0.63518065
""
""
""
0.56264728
0.60612488
0.63745779
0.54563057
""
""
0.58188885
""
0.62472171
0.59972364
""
""
""
""
0.46933442
""
0.68656188
0.60786998
""
0.58526593
""
""
0.61812061
""
""
""
""
""
""
0.52965796
""
0.62072986
