grad_asian_male_p25_se
""
""
""
""
""
""
0.025248984
""
""
""
""
0.041743875
""
""
0.031982545
""
""
""
""
""
""
0.13794762
""
""
0.070956931
""
""
""
0.040815905
""
""
""
0.085848361
0.099469021
""
0.028336599
""
""
""
""
""
""
""
""
""
""
0.051820621
""
0.092761382
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.081492424
""
""
""
""
0.066286273
""
""
""
""
""
""
""
""
""
""
""
""
""
0.036408771
0.057416894
""
0.05395085
0.09053836
""
""
0.048607472
0.14373586
0.05612912
""
""
""
""
0.14080769
""
0.10312033
""
0.087952398
""
""
""
""
""
""
""
""
""
""
""
""
""
0.037869859
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.094228916
""
""
""
""
""
""
""
""
0.050552055
""
0.020115672
""
""
""
""
0.036287226
0.13321754
""
""
""
""
""
0.083773375
""
""
""
""
0.16451064
""
""
0.083405383
""
""
0.1690789
""
""
""
0.069678813
""
""
""
""
""
0.074586511
""
""
""
""
""
""
0.041222181
0.078588724
""
""
""
""
""
""
""
""
""
""
0.050818484
""
""
""
""
""
""
0.068473518
""
""
""
0.085635483
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10706601
""
""
0.059757695
""
""
""
""
""
""
0.091003276
""
0.11127183
""
0.11239682
0.059274841
0.056022905
0.13102086
0.010977707
0.074006863
0.020706357
0.024286235
0.10165147
""
""
""
""
""
""
0.14566168
""
""
""
0.066881239
""
""
0.026398646
0.091345578
""
0.1031827
0.047747344
""
""
""
""
""
""
""
""
""
""
""
""
0.023104619
""
""
""
""
""
""
""
""
""
""
""
""
0.036405295
0.069205903
""
""
0.062965699
0.031162061
""
""
0.090392381
""
""
""
""
""
""
""
""
""
0.17139956
0.10301376
0.052873753
""
0.019968603
0.076971531
""
""
0.062255297
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.031450238
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.08187253
""
""
0.077665627
""
""
""
""
""
""
0.079866365
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.036327336
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.066679098
""
""
""
""
""
""
0.058656104
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.12781271
""
""
""
0.12073859
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.063210428
""
0.077710822
""
""
""
""
""
""
""
""
""
""
0.15858756
""
""
""
0.02336465
0.026758527
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.078490995
0.031714305
0.029514091
""
""
""
""
""
""
""
""
""
""
0.04764327
""
""
""
""
""
0.03449608
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.017333334
0.071858965
0.054234836
""
""
""
""
""
0.12203759
""
0.045496281
""
0.13774909
""
""
""
""
""
""
0.049450271
""
""
""
""
""
""
""
""
""
""
""
0.054208308
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.042350333
0.051564716
0.024160834
0.020760141
0.015455239
0.014760803
""
""
""
0.030881831
0.076370209
0.010208542
0.017147461
""
""
0.017393742
""
0.066740975
0.0085352613
""
""
""
""
0.10353808
""
""
0.028988084
""
0.11668889
""
""
""
""
""
""
""
""
""
""
""
0.016511638
