comcoll_other_pooled_n
27.0
30.0
23.0
""
53.0
""
""
""
""
""
""
""
""
""
""
""
38.0
""
""
""
""
""
""
""
""
28.0
67.0
""
34.0
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
83.0
""
65.0
""
""
84.0
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
31.0
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
98.0
""
""
""
173.0
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
69.0
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
78.0
""
""
""
""
37.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
37.0
""
""
""
""
""
""
""
39.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
117.0
""
""
""
""
""
34.0
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
21.0
""
143.0
""
83.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
56.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
45.0
""
""
""
""
""
""
""
""
""
""
""
""
69.0
""
""
""
""
""
""
""
""
108.0
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
30.0
50.0
20.0
""
""
""
""
""
""
43.0
""
""
""
""
""
""
""
""
85.0
""
31.0
""
""
""
""
""
""
""
113.0
23.0
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
40.0
""
""
""
""
""
44.0
""
""
""
""
""
""
26.0
""
48.0
""
""
24.0
""
""
""
34.0
""
""
""
""
""
31.0
""
156.0
149.0
""
""
""
21.0
48.0
""
50.0
""
66.0
95.0
""
349.0
274.0
""
22.0
""
""
22.0
""
""
129.0
35.0
23.0
125.0
""
96.0
""
68.0
""
228.0
""
102.0
123.0
191.0
105.0
""
""
29.0
""
""
""
""
""
20.0
""
35.0
""
37.0
28.0
""
""
23.0
""
20.0
""
""
""
33.0
""
104.0
""
""
""
""
""
""
""
90.0
""
""
""
24.0
34.0
52.0
""
139.0
""
""
""
""
20.0
""
""
""
156.0
""
""
""
""
""
20.0
""
32.0
""
""
58.0
""
260.0
""
""
""
""
""
""
44.0
""
""
52.0
27.0
""
""
""
""
""
29.0
99.0
396.0
""
""
100.0
23.0
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
101.0
""
""
""
""
""
""
""
382.0
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
175.0
""
""
""
""
""
""
43.0
24.0
""
""
25.0
""
""
""
""
""
""
""
""
59.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
61.0
24.0
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.0
22.0
""
""
""
""
""
""
""
21.0
""
""
""
""
50.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
65.0
""
""
""
""
""
""
""
""
174.0
33.0
26.0
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
""
""
""
""
""
52.0
""
""
""
202.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
70.0
""
""
""
""
""
""
49.0
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
43.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
106.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
49.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
70.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
633.0
""
""
""
""
""
""
""
""
""
""
""
""
116.0
""
""
""
""
""
""
""
72.0
31.0
53.0
""
""
47.0
155.0
127.0
73.0
""
41.0
142.0
42.0
108.0
27.0
68.0
160.0
124.0
71.0
79.0
81.0
""
43.0
20.0
98.0
""
176.0
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
20.0
26.0
""
25.0
""
""
""
""
""
""
51.0
""
263.0
34.0
21.0
""
""
29.0
""
""
""
""
""
64.0
107.0
""
""
""
""
""
""
""
42.0
478.0
""
""
""
115.0
""
226.0
191.0
38.0
39.0
72.0
26.0
71.0
""
""
""
""
794.0
24.0
83.0
67.0
""
23.0
35.0
""
""
""
""
224.0
""
""
25.0
31.0
""
""
23.0
140.0
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
170.0
""
""
""
""
""
45.0
""
41.0
""
""
""
""
""
""
78.0
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
111.0
""
""
""
""
25.0
""
71.0
24.0
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
113.0
""
""
""
33.0
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
""
""
""
""
58.0
""
""
27.0
27.0
""
""
""
""
240.0
""
""
""
""
20.0
""
234.0
""
""
""
54.0
""
150.0
""
""
""
""
""
""
""
""
""
""
""
36.0
""
30.0
""
82.0
96.0
""
35.0
""
20.0
""
""
""
""
151.0
""
""
""
""
""
""
""
""
""
29.0
""
""
30.0
""
""
""
""
""
64.0
126.0
36.0
""
""
""
""
""
""
""
""
26.0
""
37.0
""
""
""
""
""
29.0
20.0
60.0
29.0
60.0
""
""
148.0
""
108.0
""
24.0
67.0
""
43.0
""
""
30.0
""
36.0
""
""
""
""
""
""
22.0
""
""
41.0
""
""
""
37.0
""
""
""
21.0
25.0
24.0
""
""
54.0
""
74.0
""
""
26.0
396.0
65.0
52.0
52.0
""
42.0
50.0
49.0
72.0
""
""
92.0
27.0
50.0
23.0
""
""
426.0
65.0
47.0
""
""
""
""
44.0
123.0
""
28.0
35.0
""
""
23.0
38.0
""
""
""
""
52.0
""
24.0
34.0
""
122.0
22.0
35.0
""
102.0
""
321.0
31.0
""
""
""
""
""
""
189.0
""
32.0
""
208.0
""
34.0
""
56.0
20.0
""
75.0
29.0
""
""
""
""
85.0
""
""
""
""
""
46.0
61.0
94.0
""
49.0
""
""
26.0
""
""
""
""
""
""
21.0
85.0
""
20.0
51.0
30.0
22.0
""
20.0
""
""
143.0
""
51.0
""
""
232.0
""
""
""
""
""
""
""
""
""
""
""
29.0
""
55.0
""
73.0
""
32.0
28.0
166.0
""
""
26.0
""
22.0
""
""
""
47.0
""
51.0
""
""
""
""
""
""
""
41.0
""
""
""
""
50.0
""
""
28.0
""
""
""
""
""
27.0
""
""
""
""
""
""
""
66.0
""
20.0
29.0
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
51.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
105.0
""
""
""
""
""
""
""
""
""
""
""
""
""
39.0
""
""
""
""
""
""
""
""
""
""
""
""
""
48.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
76.0
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
""
126.0
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
144.0
283.0
""
""
""
20.0
38.0
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
94.0
""
""
""
""
""
""
78.0
""
""
""
""
""
""
363.0
""
""
""
92.0
""
""
""
""
""
""
""
""
21.0
141.0
""
""
""
""
""
""
""
97.0
""
""
""
""
47.0
""
""
""
""
""
""
25.0
23.0
""
22.0
""
""
""
""
""
""
511.0
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
43.0
""
""
44.0
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
54.0
""
""
""
""
""
""
""
51.0
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
340.0
39.0
""
""
""
""
27.0
155.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
34.0
""
""
56.0
""
""
""
""
""
""
""
""
""
""
""
""
""
96.0
""
""
""
""
""
""
""
""
""
""
""
293.0
""
""
""
""
""
""
118.0
""
24.0
""
63.0
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
62.0
""
""
""
""
""
""
""
""
""
""
""
""
""
93.0
""
""
""
""
""
""
""
480.0
""
""
""
""
""
""
""
""
""
""
""
""
""
49.0
""
""
""
""
""
""
""
""
""
54.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
140.0
""
""
""
""
""
""
""
""
""
""
""
21.0
37.0
""
""
""
""
""
""
""
""
51.0
44.0
""
""
""
66.0
""
""
""
""
""
""
""
""
""
69.0
""
""
""
""
""
""
""
67.0
89.0
""
""
""
25.0
""
38.0
""
""
""
""
233.0
""
""
""
""
""
53.0
""
27.0
170.0
""
36.0
""
""
""
""
""
30.0
48.0
""
847.0
165.0
""
""
21.0
""
20.0
""
""
""
644.0
""
50.0
""
289.0
140.0
""
142.0
""
21.0
60.0
""
55.0
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
37.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
52.0
""
""
""
""
""
""
""
94.0
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
28.0
""
24.0
""
""
""
""
33.0
""
""
""
225.0
""
""
""
37.0
""
""
""
""
""
""
33.0
""
""
""
""
""
""
25.0
24.0
""
""
""
""
""
""
21.0
58.0
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
33.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
