kfr_stycz_other_female_p75_se
0.0479456
0.063767999
""
0.026849249
0.03155186
0.12520102
0.023248052
""
""
0.053967912
0.04576797
0.017776357
""
0.083280183
0.046012856
""
""
0.042851426
""
0.12609205
0.049760573
0.025516167
0.044141956
0.076303698
0.017320847
""
0.046011198
0.03257383
0.01419604
0.12230945
0.10533123
0.056601904
0.018069211
0.020120824
0.10766408
0.030656422
""
0.083226338
""
""
0.039391067
""
""
""
""
""
0.021041077
0.051826257
0.029014146
0.070329331
0.032821171
0.040532533
0.067219041
""
""
0.033514012
""
0.15031612
""
0.076470293
0.10610823
0.025608419
""
0.11000031
0.12541921
0.084595323
""
""
""
""
""
""
0.12342324
0.066263616
""
""
0.099611513
0.12128601
""
0.022775304
0.11234452
0.056501109
""
0.062348962
0.018374886
0.091082424
0.083229408
0.029426763
0.021377975
0.044524036
0.071072079
0.14088626
0.097792819
0.035227083
0.10365611
""
0.064124107
0.041243121
0.015724232
0.040226828
0.03144395
0.012773942
0.022644311
0.034698352
0.022469569
0.015786633
0.036745306
0.015018323
0.093954109
0.04801251
0.051232941
0.052046299
0.028722383
""
0.025986807
0.028044377
0.027797671
""
""
""
0.078926891
0.084812336
0.07876125
0.070796698
0.14703536
0.032268155
0.032083198
0.099543616
""
""
0.0096427323
0.095058903
0.062941767
""
0.056329232
0.074969754
0.033363502
0.037397098
""
0.070678324
0.039797939
0.046108887
""
""
0.063049771
""
0.044365644
0.084101543
""
""
0.10127299
0.028239187
0.065638423
""
0.020857273
0.042039014
0.11486395
0.043056745
""
0.0838807
""
""
0.024581064
0.0099027036
""
0.0054938295
0.04655898
0.075225279
0.070148669
0.037496015
0.0072780401
0.021865066
0.053317919
0.028448265
0.072669357
0.13356982
0.028016958
0.014705462
0.062347945
0.074391916
0.093468614
0.11026635
0.015937403
0.069633931
0.074895784
0.015308163
""
0.068055101
0.029433966
""
0.10411309
0.048059966
0.018677654
""
""
0.065530144
0.047877759
0.048461635
0.022269372
0.08984597
0.025641941
0.035898004
0.067073308
0.042854052
0.036515687
0.024718389
0.014244009
0.059388939
0.042606588
0.040589675
0.047663867
0.036841217
""
