married_pooled_male_mean_se
0.0090548098
0.0059507764
0.013461988
0.016762219
0.010183381
0.017072344
0.013235092
0.0061876103
0.01043323
0.015803782
0.011813833
0.01900325
0.01292976
0.020653676
0.019364055
0.0098423762
0.0095393388
0.017713966
0.023772111
0.012066612
0.020560054
0.0083403112
0.0089933015
0.0085441964
0.0099023571
0.0082609495
0.011428381
0.0071385084
0.016978042
0.013958785
0.01401604
0.016380895
0.015922433
0.01586638
0.0069387397
0.010460901
0.0026270451
0.020230718
0.0078814067
0.011723478
0.0072857994
0.0087836478
0.013925969
0.011234308
0.0042975009
0.014200836
0.014697463
0.0080291573
0.003331827
0.01596256
0.0040581785
0.0064811325
0.01654399
0.015791379
0.013033974
0.015524882
0.0084515149
0.0089251148
0.0056397254
0.016778074
0.007471499
0.010737186
0.0054655541
0.0093532559
0.019434949
0.017782992
0.015252714
0.054134622
0.04839652
0.0038751855
0.018768761
0.0816219
0.065167218
0.037411734
0.0067929714
0.092969395
0.059642706
0.011812728
0.011263895
0.018522453
0.018413663
0.021725923
0.047085077
0.0098745972
0.022086212
0.029307727
0.029104825
0.061857618
0.028340491
0.020049285
""
0.036090255
0.029493881
0.065433852
""
0.02521378
0.011592107
0.00625963
0.0065382873
0.011032699
0.013069228
0.025217965
0.020866465
0.0013226673
0.0055232672
0.0081156576
0.0024831649
0.0055980408
0.009699814
0.0058763321
0.0054621692
0.014641625
0.015449754
0.012125317
0.0054862616
0.012068851
0.020196376
0.035989329
0.014634079
0.015883364
0.015445597
0.017390829
0.01454445
0.025846096
0.014273628
0.015466401
0.0081608426
0.009056435
0.0082006231
0.01544831
0.024618061
0.015609723
0.015798299
0.0076465816
0.017155604
0.021852646
0.0076135253
0.017972132
0.011506442
0.014098496
0.012242993
0.019007411
0.011164756
0.025080139
0.018412778
0.0067008352
0.014642657
0.028546803
0.017798072
0.019537406
0.020970177
0.020446703
0.015100622
0.0085727572
0.019817483
0.020985156
0.010153078
0.008628739
0.021017998
0.027610675
0.021705374
0.023540152
0.01234236
0.024145192
0.011693791
0.024648705
