kfr_stycz_pooled_male_n
16080.0
6912.0
1553.0
21505.0
12308.0
1936.0
27869.0
2193.0
1352.0
10512.0
11661.0
42099.0
1226.0
3868.0
10290.0
931.0
904.0
9483.0
1223.0
2072.0
16151.0
17401.0
9209.0
5425.0
35417.0
1471.0
5262.0
13397.0
35895.0
2508.0
3595.0
6056.0
31399.0
16455.0
2979.0
15171.0
3440.0
4518.0
942.0
1059.0
18218.0
3076.0
1402.0
594.0
1763.0
2301.0
43131.0
9507.0
28473.0
6037.0
11754.0
19757.0
8112.0
446.0
695.0
17106.0
1882.0
592.0
499.0
4366.0
2322.0
21002.0
924.0
2407.0
3962.0
3153.0
928.0
1815.0
2218.0
3285.0
2168.0
3408.0
3347.0
5779.0
2729.0
1309.0
5789.0
3668.0
1600.0
40514.0
3453.0
5186.0
2717.0
5328.0
40572.0
4131.0
4198.0
7202.0
16090.0
8408.0
6497.0
2480.0
2895.0
15428.0
2661.0
1013.0
5902.0
12701.0
67641.0
17088.0
18292.0
108843.0
39086.0
17127.0
16450.0
52896.0
15350.0
40047.0
3705.0
9591.0
7205.0
6288.0
21569.0
1566.0
19056.0
26953.0
16609.0
896.0
776.0
1020.0
6666.0
3095.0
2467.0
3338.0
2669.0
12084.0
11625.0
2636.0
2027.0
2114.0
109055.0
4282.0
5225.0
2324.0
7893.0
4091.0
14663.0
9454.0
1378.0
3373.0
10790.0
5807.0
940.0
1626.0
5037.0
1131.0
6761.0
4761.0
2633.0
2547.0
3983.0
32898.0
7576.0
1310.0
19719.0
19174.0
1801.0
11911.0
2090.0
4191.0
486.0
1708.0
7705.0
74083.0
1045.0
123693.0
3100.0
2944.0
1230.0
9332.0
154986.0
12082.0
3598.0
15999.0
3406.0
1402.0
14533.0
42154.0
4245.0
2118.0
2347.0
2688.0
37464.0
3939.0
3161.0
66432.0
1492.0
4644.0
15750.0
1173.0
2421.0
6401.0
38206.0
1482.0
2462.0
5689.0
7662.0
8245.0
26197.0
2933.0
19733.0
11782.0
3872.0
5566.0
11636.0
18445.0
49697.0
5119.0
7457.0
9057.0
7383.0
12567.0
1430.0
1496.0
22061.0
21270.0
13229.0
76754.0
5828.0
6235.0
3243.0
5024.0
7198.0
3679.0
52234.0
9974.0
6768.0
10991.0
71613.0
21996.0
18073.0
11191.0
1269.0
6709.0
1004.0
3449.0
1250.0
9025.0
574.0
3933.0
9698.0
4363.0
4832.0
12447.0
3938.0
3243.0
6523.0
29855.0
3453.0
7538.0
66562.0
8483.0
5073.0
1092.0
6380.0
4073.0
2797.0
27139.0
4890.0
21491.0
5997.0
17368.0
32674.0
31348.0
20293.0
290567.0
28621.0
143151.0
166613.0
17847.0
12996.0
4004.0
737.0
6816.0
606.0
1618.0
18414.0
7667.0
2051.0
5462.0
42425.0
136.0
105.0
121757.0
33033.0
2621.0
17067.0
86983.0
3859.0
1082.0
937.0
567.0
1510.0
2420.0
1632.0
1885.0
683.0
4343.0
3022.0
8193.0
91338.0
1350.0
3969.0
6596.0
1865.0
2073.0
1647.0
2902.0
6250.0
731.0
4972.0
7116.0
3886.0
5780.0
17192.0
9237.0
1820.0
11292.0
8650.0
6162.0
3277.0
15611.0
4553.0
2579.0
2909.0
5479.0
9711.0
3735.0
3541.0
11987.0
1908.0
16373.0
17914.0
51595.0
3997.0
237882.0
18658.0
2953.0
4602.0
81350.0
995.0
2189.0
7885.0
12204.0
4351.0
1292.0
2370.0
1918.0
1327.0
1612.0
4706.0
3077.0
3995.0
767.0
4190.0
6817.0
909.0
5447.0
2114.0
2908.0
5737.0
471.0
8540.0
69.0
310.0
1620.0
1301.0
561.0
334.0
250.0
764.0
703.0
3668.0
37.0
114.0
42.0
429.0
134.0
237.0
2082.0
216.0
25.0
""
62.0
137.0
""
127.0
84.0
168.0
284.0
770.0
446.0
683.0
835.0
335.0
6197.0
1062.0
387.0
398.0
61.0
139.0
1238.0
2727.0
557.0
674.0
2912.0
5685.0
319.0
916.0
56.0
3231.0
1969.0
253.0
164.0
96.0
244.0
1034.0
631.0
456.0
304.0
196.0
98.0
505.0
46.0
2163.0
1217.0
1678.0
1465.0
1454.0
1242.0
1224.0
2610.0
18026.0
983.0
826.0
1176.0
4971.0
82.0
39.0
""
84.0
1765.0
3208.0
436.0
239.0
1432.0
1575.0
893.0
529.0
2151.0
5435.0
500.0
8798.0
1008.0
1144.0
28520.0
1096.0
318.0
""
135.0
226.0
1098.0
18449.0
85.0
67.0
5606.0
526.0
212.0
138.0
117.0
225.0
337.0
179.0
69.0
423.0
1193.0
1182.0
270.0
1813.0
41.0
564.0
14106.0
74445.0
452.0
""
1017.0
1242.0
2170.0
998.0
236.0
97.0
472.0
207.0
220.0
1798.0
580.0
473.0
3766.0
9035.0
17457.0
1998.0
1350.0
1511.0
1187.0
4249.0
2888.0
59049.0
4845.0
2530.0
794.0
484.0
8316.0
2018.0
13691.0
3466.0
7877.0
1416.0
3767.0
9472.0
4200.0
11331.0
1938.0
29796.0
1426.0
702.0
2766.0
29356.0
1984.0
176.0
1260.0
32.0
3766.0
121.0
2908.0
9643.0
2252.0
733.0
