work_32_pooled_female_p50
0.71539801
0.73531604
0.75490791
0.70873427
0.69430012
0.85597098
0.7787903
0.73624963
0.77966583
0.68612987
0.67874461
0.72295785
0.75841141
0.73228097
0.73088509
0.73756915
0.71767318
0.76648247
0.73476529
0.74769986
0.74569237
0.73013139
0.72980952
0.76851773
0.72169256
0.74684149
0.75975049
0.73139596
0.70478737
0.74506414
0.71393418
0.76715553
0.75371319
0.80003172
0.73288447
0.72063035
0.75023574
0.74692124
0.71086824
0.72586429
0.76908284
0.72544086
0.78706098
0.8461951
0.74048221
0.7741968
0.71278983
0.73281991
0.74475533
0.74987155
0.77421016
0.72387689
0.77066737
0.75687063
0.79074627
0.75119793
0.75011206
0.7212323
0.69872093
0.81521159
0.75558484
0.76321894
0.76333791
0.66912359
0.63373739
0.79272431
0.70621169
0.81104648
0.66313934
0.74170679
0.7712909
0.74235576
0.53332275
0.83550179
0.73314261
0.77439457
0.75516915
0.74137604
0.68813139
0.72058934
0.74526417
0.72024244
0.60758871
0.67223084
0.78207821
0.71282506
0.72307128
0.69956362
0.72006977
0.74408436
""
0.78814995
0.67316502
0.65833247
""
0.72973889
0.72474676
0.70709956
0.72918218
0.70012736
0.66748106
0.65979677
0.74764168
0.72528309
0.71686435
0.69846272
0.75190192
0.7225967
0.73265487
0.69463897
0.73031664
0.79239887
0.73675776
0.76319551
0.73721236
0.74685872
0.7786895
0.82693189
0.70126098
0.73804396
0.78855115
0.75642073
0.71210837
0.75797951
0.75861907
0.77004403
0.75769138
0.73109376
0.76554126
0.7590239
0.83263564
0.7926147
0.78935719
0.75043446
0.75068355
0.69964689
0.72949487
0.76231247
0.7333951
0.78728276
0.74780083
0.76088971
0.75475174
0.75946683
0.80289173
0.79724222
0.75085503
0.82574993
0.75278622
0.78624183
0.74015498
0.72945553
0.72615248
0.74095571
0.78388798
0.73974222
0.76939011
0.77219367
0.80604661
0.70137197
0.73864228
0.80371237
0.77012253
0.71672916
0.74579269
0.66660231
0.7383374
0.7048263
0.72735655
0.67811555
0.77652514
0.73524171
0.75046235
0.73928112
0.75560814
0.81609821
0.748981
0.74944055
0.68478268
0.73146653
0.76708019
0.73620558
0.73652798
0.7145279
0.79565436
0.76522946
0.76065546
0.56767905
0.70345169
0.70444715
0.69259089
0.72992039
0.74906737
0.66207474
0.70345336
0.72269177
0.67074496
0.70836514
0.70703882
0.75242412
0.69983602
0.70612752
0.69487196
0.68857729
0.75185692
0.70196497
0.75091732
0.66953617
0.70856273
0.71091068
0.74034679
0.68386143
0.73130071
0.72944999
0.69321632
0.73844486
0.70912647
0.70691782
0.70432079
0.7384454
0.70164001
0.71917552
0.72910494
0.80130285
0.72703737
0.70942825
0.77357447
0.73011929
0.75749671
0.71243161
0.69289052
0.81344545
0.7109282
0.74480975
0.73388302
0.70260775
0.7024036
0.70948184
0.64720565
0.71636868
0.68713856
0.73234457
0.74658626
0.68378967
0.75638157
0.76817536
0.76980478
