staycz_black_pooled_mean
0.63894224
0.6487816
0.57520211
0.75850886
0.7140696
0.62713873
0.72972751
0.54877996
0.49464837
0.76429534
0.71976107
0.79491156
0.42362636
0.53948903
0.7052567
0.30758142
0.70352739
0.65667659
0.56242865
0.58585125
0.64410251
0.6056425
0.60400999
0.64993721
0.74498999
0.61009753
0.55696708
0.59477264
0.71560752
0.47239611
0.56716883
0.70402628
0.78616029
0.65125901
0.54765332
0.66314632
0.64986593
0.65473104
0.52914315
0.52801251
0.76303893
0.59778416
0.61862403
0.537256
0.50133729
0.57931602
0.65241855
0.65869063
0.80219239
0.66770536
0.66989017
0.77183038
0.63823801
0.41959205
0.5164187
0.73102248
0.57555699
0.54126388
0.46877056
0.52740592
0.53869635
0.75506806
0.46952492
0.55535543
0.58052862
0.59472805
""
0.37618634
0.54339069
0.5469662
0.54090488
0.56943238
0.48481727
0.65062714
0.62125975
0.64339674
0.70815223
0.65172458
0.60488725
0.8123703
0.5171631
0.68379194
0.59870416
0.66667807
0.83109236
0.64970917
0.55920285
0.63780069
0.74656111
0.6738553
0.63934427
0.65088302
0.56866306
0.73930448
0.52307177
""
0.63701123
0.71372867
0.77678323
0.68517852
0.68247867
0.72229499
0.69370037
0.68802804
0.64429194
0.72426486
0.63168716
0.76966482
0.55664939
0.68815196
0.67836279
0.58458477
0.71867007
0.52926111
0.70901841
0.77796823
0.69451559
0.55158919
0.55606365
0.59608549
0.65245879
0.58037949
0.65136981
0.48772231
0.60929197
0.70434409
0.71566653
0.53845423
0.62557107
0.63976753
0.80050868
0.70277178
0.72659105
0.62895077
0.67940122
0.62983441
0.68811226
0.65650463
0.54953754
0.60942727
0.69349957
0.6024363
0.5775857
0.604343
0.63105005
0.53000331
0.62184751
0.65008843
0.60843301
0.60345304
0.56218183
0.79732299
0.67601866
0.44997889
0.66924125
0.73252797
0.56020129
0.73716646
0.57397622
0.55650908
0.3362827
0.50151336
0.63633335
0.83767408
0.57025462
0.77511466
0.49656087
0.44574645
0.34866491
0.58036816
0.77602619
0.61080652
0.34494093
0.57555991
0.50867003
0.50259393
0.63843423
0.72631937
0.45428649
0.52114606
0.46913248
0.56464088
0.69664627
0.75389725
0.52786607
0.8171438
0.58525002
0.54694396
0.78132635
0.58429986
0.62327904
0.48094118
0.85328537
0.52202195
0.67997324
0.661717
0.56523043
0.64356554
0.72792435
0.51568663
0.59210682
0.62794453
0.3889915
0.62188739
0.62479395
0.7138077
0.8371619
0.60091192
0.56001425
0.55368972
0.51660132
0.71815503
0.21073343
0.47945502
0.53925085
0.65512836
0.62889647
0.77586108
0.56613159
0.67700946
0.48915529
0.53116655
0.63295209
0.57022482
0.81250387
0.56775671
0.4668794
0.56072354
0.78044915
0.61973107
0.68858343
0.70439517
0.42995784
0.59605819
""
0.54349333
0.60191101
0.6559909
""
0.41066641
0.64105618
0.61666298
0.61296582
0.72382522
0.63580275
0.69165546
0.67382663
0.69045848
0.45576891
0.57851309
0.74799019
0.54070383
0.38269731
""
0.4733609
0.39660075
0.60529011
0.71818191
0.6056512
0.57803577
0.59841162
0.67284465
0.68247002
0.75651795
0.62421125
0.6998626
0.61690295
0.69650269
0.80961168
0.74982232
0.71553785
0.65417898
0.5370779
0.39645836
""
0.42999554
0.56090778
0.45816183
0.54514384
0.38808054
0.66950864
0.4830361
""
0.74865884
0.5526697
0.45208952
0.67578137
0.76396662
0.64234418
""
0.18766789
""
0.45886463
0.42211008
""
0.53994572
""
0.54716194
0.38724154
0.51791865
0.75106728
0.6344412
0.56679428
0.5384962
0.48477784
0.50302547
0.1344026
0.45897108
0.63767087
""
0.5128808
0.62810808
0.34680381
0.64704496
0.60149354
0.52406758
0.47461593
0.50403464
