staytract_natam_pooled_mean
""
0.28934595
""
""
""
""
""
0.31057316
""
""
""
""
""
""
""
0.14720258
0.23077665
""
""
""
""
0.24279632
0.034475408
""
0.33982763
0.31824672
0.56141889
""
""
""
0.07129842
""
""
""
0.31151754
0.44938675
0.18985762
""
0.05616577
0.49540192
0.49965674
0.31999028
""
""
0.25353751
""
""
0.35104713
0.3227303
""
0.19438972
0.28533027
""
""
""
""
""
""
0.14103979
""
""
""
0.48019856
""
0.67370301
""
""
0.58714485
0.35248017
0.23118664
0.62217706
""
""
0.52959657
0.29211634
""
0.15781748
0.3297905
0.43029836
0.32857007
0.39336461
0.64292645
0.48169959
0.24961889
0.57955664
0.59339148
0.6459915
""
0.43096593
0.4539943
""
0.36941078
0.40697744
""
""
0.48133385
0.28885186
0.2122055
0.35552382
0.42825821
0.51778239
""
0.41800845
0.28810099
0.35190722
0.31595317
0.41623157
0.38240176
""
0.30130175
0.2543596
""
""
0.177873
0.21360329
0.052432951
""
""
0.087409399
""
""
""
""
""
""
""
""
0.25372091
""
""
""
""
""
0.35424784
""
""
0.36724102
""
""
""
""
""
""
""
""
0.38217285
0.38743386
""
""
""
""
""
0.43270552
0.27187452
""
""
0.31330717
""
""
""
""
""
""
""
""
""
""
0.26182908
0.19637088
""
0.19078198
""
""
0.22112788
0.46085697
""
0.18641317
0.48527178
""
""
""
""
0.16431285
0.19253552
""
""
0.19238277
0.43630624
0.26555568
0.21215174
0.035705585
0.49060613
0.22356023
0.29006216
0.23672217
0.20436537
0.21675852
0.29156139
0.40764442
0.67064261
0.21969782
0.50625575
0.19372861
0.37789902
0.23951606
0.24726902
0.1289786
0.2415875
0.36896503
0.20873785
0.367383
""
0.13384396
0.19046001
0.1524341
0.17016663
0.15263948
""
0.2712816
0.16881679
0.031541977
0.22420885
0.265755
0.25743967
0.2047794
0.27074784
0.18496686
0.24236186
0.19486164
0.35456693
0.21540432
""
0.26201528
0.2722837
0.21462096
0.20987779
0.25002366
0.19953854
""
0.26024866
0.17610888
0.27077439
0.32178664
0.35555938
0.13779067
""
0.19546597
""
""
""
0.13768266
0.085545473
""
""
""
""
""
""
""
""
0.17625351
""
0.088596761
""
""
0.20147495
0.24797265
0.27640286
""
""
""
""
""
""
0.12014888
""
""
""
0.21212472
0.080809906
""
""
""
0.20926857
""
""
0.3249532
""
""
""
""
""
""
""
""
0.25839415
""
""
""
""
""
""
""
""
""
""
0.21010131
""
0.11975633
0.21496195
0.088500343
""
0.25177935
0.23822445
0.19461572
0.31648186
0.32916647
0.093881756
0.40066046
0.24963768
0.097253427
""
0.36476138
""
0.19967081
0.26973382
""
0.120832
0.15609707
0.23750648
0.16385742
0.19678682
""
""
0.1676953
0.26107678
""
""
""
""
0.47461602
""
""
""
""
0.19216384
0.11670106
0.16687746
""
0.090148151
""
""
""
0.10529821
0.21042405
0.2448013
""
""
""
0.13946432
0.31950185
""
0.19192262
""
0.26069841
0.19803488
0.32758495
0.18181746
0.14159504
0.13549766
0.17379819
0.16302091
0.20443647
0.19878495
0.15088196
0.2736654
0.29254019
0.14625023
0.16377112
""
""
""
""
0.24720223
""
0.39749181
0.42606729
""
""
""
""
""
""
""
""
""
""
0.12983525
""
""
""
""
""
""
""
""
""
""
0.055147938
""
""
0.34073082
""
""
0.17895824
""
""
0.2121826
""
0.23582675
""
""
0.26396641
""
""
""
""
""
""
""
0.26584828
""
""
""
0.16410547
""
""
""
""
""
""
""
0.32158768
""
0.34415269
""
0.19774887
""
""
""
""
""
""
0.16640641
""
0.3877697
""
""
""
""
""
0.34037408
0.21274211
""
""
""
""
""
""
""
""
""
""
""
""
0.21252084
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.26543963
""
""
""
0.017211188
""
""
""
""
""
""
""
""
""
""
0.18722139
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.31286976
""
""
""
""
0.31331095
0.15840752
""
""
0.16905262
""
0.28967497
""
0.36509168
0.43872488
""
""
0.075809605
0.18692739
""
""
""
0.25675163
""
0.086346671
""
""
""
""
""
""
""
""
0.23926741
""
""
0.12872325
""
""
""
""
""
0.10707664
0.34449041
""
""
""
""
""
""
0.092647575
""
""
""
""
""
""
""
""
""
""
""
0.044153009
""
""
""
""
""
0.18770252
""
""
""
""
""
0.056446973
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.17137112
0.29158732
""
""
0.078580059
0.10703467
""
""
""
""
""
0.065392561
""
0.055669703
""
0.19607806
""
""
""
""
""
""
""
""
""
""
""
0.3981376
""
""
""
""
""
""
""
""
0.37674066
0.086768776
""
0.21577317
""
""
""
""
""
0.1214
""
""
