frac_below_median_pooled_male
0.44088292
0.73185688
0.44634703
0.35432085
0.24605066
0.58309209
0.58061892
0.30716252
0.46061641
0.52527195
0.61004573
0.7011205
0.5393464
0.61055005
0.49005398
0.52571499
0.39768603
0.82880151
0.19839831
0.28488177
0.25894573
0.37020209
0.33323461
0.48342034
0.5185439
0.54140079
0.56365818
0.57687742
0.36276072
0.32887244
0.26837388
0.477272
0.42391285
0.60128504
0.54095984
0.33461744
0.49446845
0.44389904
0.21705419
0.57898968
0.74357563
0.5198741
0.43184069
0.54614902
0.82247311
0.7806136
0.78748327
0.68831748
0.62950128
0.57761216
0.64522934
0.61014962
0.47171918
0.60429871
0.49777591
0.66696376
0.57522821
0.46433505
0.57878053
0.60496581
0.65429354
0.5595482
0.46662343
0.35311761
0.50557148
0.78878355
0.82447773
0.71145415
0.66189861
0.50571191
0.7380181
0.7036041
0.85727048
0.71541411
0.69091988
0.72467542
0.74190915
0.78706658
0.90678811
0.78935766
0.95906758
0.87688243
0.68187237
0.807944
0.3812663
0.33396158
0.37882471
0.65760726
0.52496296
0.73484242
0.61654007
0.59127682
0.6528241
0.45253587
0.4760375
0.47391504
0.84359521
0.27889436
0.46767735
0.56837022
0.66744304
0.51480007
0.45584711
0.48370051
0.52733821
""
0.65822142
0.60768646
0.79715055
0.56544298
0.63726276
0.8619011
0.65592569
0.48540616
0.59712452
0.70026928
0.56217909
0.67511654
0.64658463
0.60285646
0.60562295
0.61664546
0.49424878
0.49454662
0.58950806
0.48174042
0.58678305
0.5575642
0.63439107
0.5771662
0.73938018
0.47648093
0.59557533
0.78762048
0.56382394
0.56548554
0.57916766
0.79120511
0.77421761
0.44610882
0.57137501
0.61879683
0.6844939
0.56291908
0.562132
0.59119076
0.65754569
0.59506392
0.60596567
0.57532692
0.6391955
0.72117388
0.61590987
0.53891647
0.61540985
0.6731078
0.7361697
0.58988392
0.37747756
0.78983307
0.60710275
0.46553433
0.22824225
0.39344934
0.71299779
0.62602592
0.60461366
0.84890765
0.26469609
0.51994836
0.57838911
0.40709639
0.37495375
0.35400611
0.52126002
0.64000374
0.53568327
0.60193396
0.58593076
0.81046605
0.63505566
0.7098785
0.69665623
0.73737055
0.85762233
0.60264295
0.7785061
0.66531384
0.62347293
0.68133354
0.41594297
0.62652266
0.77909666
0.65490258
0.49668369
0.58197081
0.71568525
0.83198684
0.68438482
0.5744943
0.74182135
0.63928211
0.71059394
0.67092025
0.62406576
0.80794352
0.65102673
0.56834793
0.63496023
0.51080614
0.54958862
0.67181379
0.53289062
0.54948103
0.53577846
0.39046556
0.56490415
0.58408296
0.57569051
0.62506527
0.58384645
0.74361628
0.6538313
0.50931513
0.53353709
0.46558329
0.61294311
0.6115644
0.51181823
0.24105667
0.51218468
0.75986814
0.65290421
0.49010339
0.54669195
0.58446217
0.57733762
0.46291158
0.63983953
0.55146772
0.61255193
0.58137864
0.62652862
0.90138423
0.8958776
0.7984708
0.25561231
0.50634623
0.68846554
0.83886182
0.77978897
0.71804035
0.91541386
0.86371207
0.72129458
0.71486372
0.65177244
0.60607594
0.68937236
0.59152508
0.76028961
0.67529923
0.69977611
0.56441772
0.60575753
0.27661636
0.67123228
0.56960744
0.45821697
0.51656216
0.42425159
0.56217086
0.65176666
0.55737728
0.32683671
0.29959825
0.6500721
0.29564768
0.4720121
0.46161813
0.34163839
0.60221523
0.57899672
0.7566191
0.60252923
0.43237612
0.75924939
0.59770864
