work_32_other_male_mean
0.74755257
0.70449579
0.75917602
0.76857585
0.75650376
0.87360197
0.74584728
0.76119435
""
0.80349118
0.72480154
0.77936608
0.8364464
0.86885661
0.8392818
""
0.78589851
0.73639703
0.58930457
0.73503762
0.72984892
0.77410626
0.75043303
0.79804027
0.77962762
0.67657459
0.80846649
0.80418479
0.81486863
0.79680693
0.67624253
0.77090245
0.76873559
0.83982682
0.88570535
0.74552035
0.77356237
0.84630263
""
0.86141622
0.75120509
0.86496705
""
""
0.78629577
0.73153424
0.76146531
0.77149987
0.80244797
0.80761468
0.83006048
0.81150174
0.7873978
""
""
0.84369552
0.71892762
0.8832503
""
0.85109502
0.70162988
0.83204508
0.39962244
0.61069381
0.62349397
0.88024843
""
0.76592404
0.64866829
0.61640948
0.85174018
0.73971105
0.72328794
0.74194324
0.64726901
""
0.75979543
0.66354126
""
0.76434004
0.72337949
0.74257326
0.72179264
0.72431624
0.78151041
0.74695301
0.78729117
0.84076422
0.77769327
0.77785701
0.75740725
0.78218043
0.8299737
0.75451654
0.85747772
""
0.7926529
0.87131166
0.75367296
0.76250261
0.75905764
0.71664768
0.75443107
0.78891861
0.78950757
0.76260656
0.75847447
0.7998687
0.71587718
0.71495223
0.77074152
0.85578245
0.79876608
0.78510755
0.80328435
0.77918035
0.79191172
""
0.79502833
""
0.76590985
0.75324774
0.78431416
0.82523543
0.71358985
0.79314709
0.79851621
0.82729465
0.67479932
""
0.7694906
0.77945691
0.67875195
0.79885596
0.75553691
0.78664666
0.78303558
0.76016837
0.716748
0.6321435
0.78429264
0.78096455
""
0.73492479
0.7740193
0.69360644
0.76167625
0.81039703
0.73444849
0.77797872
0.70325941
0.75166517
0.69361311
""
0.80113769
0.74660581
0.66716379
0.79616803
0.86396223
0.78322065
""
0.5943023
0.80047596
0.79627788
0.80448842
0.82012469
0.84845066
0.9123348
0.78170615
0.75625694
0.75163752
0.77217042
0.64160895
0.74160635
0.75628179
0.79399788
0.79529899
0.80454528
0.80430162
0.81847435
0.92504114
0.76066756
0.79130042
0.70513415
0.66289389
0.80192143
""
0.8411352
0.78498876
""
0.73062027
0.87391382
0.78191775
0.81340551
0.76189208
0.69701481
0.79174006
0.84828353
0.78830403
0.81729037
0.79068393
0.83882904
0.84965539
0.76757455
0.79882401
0.81686127
0.81645375
0.85481799
0.84301829
0.81398904
0.85245776
0.83579367
0.76382959
0.99319214
0.81513512
0.77613568
0.80837971
0.78055489
0.75230294
0.70776987
0.71745312
0.77927691
0.64859056
0.80110741
0.78380477
0.71670705
0.75892699
0.83633673
0.79058391
0.76502919
0.80033195
0.80246681
0.8341195
0.7696712
""
0.84353197
0.73494321
0.76478797
""
0.71241421
0.75608987
0.81908983
0.76669335
0.81904489
0.83724648
0.83941394
0.78615695
0.79121882
0.77747202
0.80489779
0.8069613
0.79820955
0.85278755
""
0.83058846
0.83569711
0.76727849
0.81197417
0.77144766
0.82588255
0.79163849
0.81343198
0.80252194
0.80973476
0.79405791
0.75366396
0.77831721
0.79462147
0.77312547
0.82847369
0.80429238
0.85255289
0.637932
0.73027176
0.81908607
0.87930387
0.79111737
0.77311099
0.88488543
0.74584359
0.76737201
""
""
0.77836424
0.81586248
0.74784899
0.78164274
0.78047323
0.79399085
0.8122763
0.88376719
""
0.83640569
0.72937751
0.66903526
0.75125861
0.93628991
0.82016873
0.83420515
0.77926755
0.82003111
0.70671439
0.85914373
0.85912204
0.82524598
0.85878849
""
0.86692262
0.70910329
""
0.81562644
0.83944052
0.82055104
0.86628377
0.86060166
0.84932494
0.81763452
0.8671909
0.79610634
0.8328656
0.83360165
0.82383424
0.776272
0.75856221
0.9299525
0.84299123
0.77995479
0.73944396
0.80939084
0.76428074
0.87744612
0.7977913
0.82611388
0.8143205
0.83480668
0.7984395
0.8015694
0.77462393
0.73994178
0.8019166
""
0.87913042
0.78791279
0.7781229
0.8587364
0.73091519
0.91927844
0.80509353
0.43448654
0.71633786
0.74035347
0.73284554
0.84011972
""
0.84566116
0.7130903
""
0.80527353
0.8157925
0.72382122
0.86588591
""
0.84012407
""
""
0.85546243
0.78734171
""
""
""
""
""
0.8839314
""
""
""
""
""
""
0.93622643
""
""
""
""
""
""
""
""
""
""
""
""
0.98153573
0.83467382
""
0.88474953
0.8495326
""
""
""
""
0.88469821
0.83680737
""
""
0.80792391
0.77680457
""
0.93487602
""
0.948982
0.90250915
""
""
""
""
""
""
""
""
""
""
0.79760307
""
0.73923606
0.74592841
0.80070722
0.83518994
0.91642767
0.80216968
0.70629251
0.65607619
0.81780261
""
""
""
0.85009938
0.52046549
""
""
""
0.86192733
0.88564789
""
""
0.70965743
0.71569413
0.67588818
""
0.77363849
0.80137658
""
0.80586994
0.91897708
0.91790801
0.8298431
0.58508319
""
""
""
""
0.87752599
0.81406128
""
""
0.75558263
0.70554256
""
""
""
""
""
""
""
""
""
0.86024851
""
0.68810302
""
0.84563708
0.81378156
0.82878709
""
""
0.87125409
0.67363048
0.85029131
0.66182768
""
""
""
""
""
