staytract_pooled_female_mean_se
0.0080291526
0.005295252
0.012132791
0.016362876
0.0099381832
0.02125534
0.013777633
0.0054967422
0.010741633
0.015919993
0.011703903
0.018056916
0.012791393
0.021932537
0.02044297
0.0082752341
0.0086800121
0.017683486
0.02162268
0.011119471
0.019690275
0.0077115046
0.0076833568
0.0081615774
0.0091786813
0.0075506074
0.011393032
0.0063968804
0.017832624
0.013397597
0.014451538
0.019975986
0.017857863
0.015627136
0.0061008292
0.010202617
0.0021609471
0.02058175
0.0069599883
0.011341866
0.0062732203
0.0080364859
0.017246127
0.01364944
0.0034821269
0.013977379
0.014643625
0.0073374365
0.0028754082
0.014925494
0.003387063
0.0056012343
0.020240668
0.016205385
0.012741988
0.016735375
0.0083956039
0.0084979357
0.0044108061
0.020721385
0.0071685589
0.010451987
0.0048801354
0.0087965615
0.019193409
0.020562649
0.015686616
0.059950374
0.045186095
0.0030081384
0.025301084
0.055192176
0.031976193
0.053713273
0.0056680157
0.05408543
0.056289114
0.010552932
0.01011014
0.017241234
0.016145425
0.033551734
0.073653892
0.0085785808
0.031712953
0.037606578
0.038352378
0.055661097
0.033777621
0.022008551
""
0.033982914
0.025963746
0.04200533
""
0.035718355
0.011092776
0.0049405745
0.0052515767
0.0093865301
0.01119492
0.019673709
0.019442184
0.00093721662
0.0042858571
0.0069736489
0.0019145253
0.0047677862
0.0094011063
0.0041931821
0.0046071932
0.013301706
0.013431211
0.01004063
0.0043071141
0.011303355
0.018684445
0.030738764
0.012813413
0.016425196
0.013865835
0.017216252
0.013432265
0.024385286
0.013906035
0.014514592
0.0071161794
0.0081568416
0.007580535
0.015795659
0.024709783
0.014493241
0.015051145
0.0064259833
0.016834456
0.019848783
0.0063455408
0.0172089
0.010273523
0.014481685
0.01178351
0.018227447
0.01046923
0.022708308
0.016954578
0.0058045415
0.014617533
0.029510705
0.01670252
0.017272579
0.021051804
0.019519128
0.014872297
0.0074549899
0.018613821
0.018223751
0.0090730386
0.0082508456
0.017746508
0.027566684
0.022224257
0.021016583
0.011349181
0.022868397
0.01063187
0.022905705
0.014206344
0.014596683
0.008338117
0.02826347
0.0027962886
0.016148921
0.011803499
0.0063345861
0.021944696
0.024735991
0.0049169841
0.018312911
0.016575737
0.022359427
0.0089045549
0.016701311
0.0046339752
0.008043129
0.025993682
0.015866393
0.0015907192
0.057326294
0.010148644
0.0038910788
0.011022685
0.016094511
0.0018011703
0.01177029
0.0039383867
0.0020791912
0.012258392
0.0054187104
0.0046933899
0.014809051
0.002168397
0.0052018478
0.0088135665
0.0099844662
0.00070265454
0.0052481424
0.003911729
0.013723931
0.0071228147
0.0038215183
0.021546125
0.029995786
0.0030149382
0.0050449595
0.0053753471
0.0011888759
0.0029473729
0.017257705
0.0013804967
0.0015098824
0.0073858961
0.001299095
0.0011246437
0.0027982485
0.0022143999
0.0037677702
0.0024065739
0.0031276646
0.0015002068
0.0038158472
