lpov_nbh_pooled_female_mean_se
0.0030659887
0.0046435045
0.0083853723
0.0028867004
0.003560029
0.0075910543
0.0023916035
0.0075941118
0.0089879101
0.0038876229
0.0034903444
0.0020114069
0.0094108405
0.0055439495
0.0038679566
0.010290277
0.009661708
0.0040167058
0.0098891696
0.0063591171
0.0028757867
0.0025583731
0.0039596236
0.0046344539
0.0021447868
0.0078153079
0.0045636301
0.0030792232
0.0020720111
0.0064459476
0.0056967097
0.0051446189
0.0023200766
0.002948619
0.0055935038
0.0030846372
0.0053033712
0.0046583354
0.00908894
0.0087523498
0.0028935955
0.0049790735
0.0099068452
0.010079048
0.0068365056
0.0057793008
0.001892723
0.0038334373
0.0025385364
0.0045250864
0.0036287634
0.0027866885
0.0041075754
0.012080071
0.010775179
0.0029192753
0.0076293326
0.011371872
0.012799506
0.00478013
0.0062319902
0.0027825532
0.0092116725
0.0065085473
0.004975439
0.0065549198
0.0092424452
0.0063557765
0.0063133673
0.0054014386
0.0063638086
0.005170085
0.0045875479
0.0048416611
0.0062324228
0.0075573474
0.0046115736
0.0047660777
0.0066617355
0.0020711739
0.0053510489
0.0050749243
0.0061393222
0.0052749924
0.0021159116
0.0056974436
0.0056224004
0.004374302
0.0032524047
0.003930056
0.0047239405
0.005833372
0.0060505047
0.0033009208
0.0065847593
0.011249064
0.0049619507
0.0032663124
0.001591049
0.0029762012
0.0029043127
0.0012349238
0.0019964736
0.0030033686
0.0029844092
0.00174042
0.0030951712
0.0020474577
0.0050316099
0.0037477803
0.0042101094
0.00432092
0.0027272375
0.0069847652
0.0028755891
0.0024914122
0.0029559501
0.0094310967
0.0092858952
0.0088699684
0.0040264488
0.0054197717
0.0076109725
0.0054399315
0.0063012964
0.0035083268
0.0035657601
0.0056124358
0.0073187854
0.0073353113
0.0012559416
0.0058359178
0.0051746466
0.0061337412
0.0043339073
0.0052711349
0.0030232982
0.0037980315
0.0080611985
0.0060801487
0.0036641955
0.0049695484
0.0092815971
0.0072930646
0.0045989859
0.0076129632
0.004244749
0.004931638
0.0060485876
0.0056581679
0.0056447657
0.002313097
0.0045273881
0.0080896635
0.0027569351
0.0028856883
0.0072156698
0.0035397254
0.0068276222
0.0052972622
0.012346549
0.0078290803
0.0039412752
0.0014859579
0.011845692
0.0010722755
0.0067175617
0.0067569078
0.010122104
0.0040106485
0.0010769813
0.0034292575
0.0057357834
0.0030674469
0.0056499736
0.0093390085
0.0032145302
0.0020486538
0.0059286216
0.0079116169
0.007544871
0.0066481181
0.0020985673
0.0060346154
0.0068122158
0.0016735388
0.0078358613
0.0058518499
0.0032341566
0.0092622405
0.0068754684
0.0046847817
0.0022689092
0.0094362358
0.007717534
0.0051467414
0.0044542826
0.0042426907
0.0025166161
0.0069432524
0.0027779522
0.0035717424
0.0062125986
0.0051356661
0.0036611909
0.0030169608
0.0019238874
0.0057378449
0.0045785587
0.0041205925
0.0046235574
0.0037371153
0.0091542676
0.0093166158
0.0026635972
0.002799446
0.0034053398
0.0014859902
0.0050273831
0.0047542709
0.0065899068
0.0052814665
0.0040432848
0.0052733817
0.0018766396
0.0039542057
0.004739631
0.0038831676
0.0015987704
0.0026625672
0.0029700457
0.0038539958
0.0094498256
0.0049259551
0.0090345982
0.005732975
0.0085726678
0.0042922404
0.012446342
0.0045685186
0.0038501183
0.0062011955
0.0057406542
0.0035903254
0.0063410988
0.0066412371
0.004785826
0.0023392232
0.0060268627
0.0045119207
0.0016180377
0.0040404578
0.0052080527
0.011207392
0.0046227933
0.0062875147
0.0073137735
0.0023883823
0.0057133976
0.00276848
0.0050679725
0.0029416021
0.0021782762
0.0022090806
0.002623982
0.00078510982
0.0020319112
0.0010020237
0.0010239197
0.0030283851
0.003609905
0.006021128
0.013016884
0.0046428954
0.01320169
0.0087739425
0.0030042485
0.0044280607
0.008161528
0.0049401256
0.0019617926
0.02761244
0.030122843
0.0011448796
0.0020538045
0.0071727098
0.0030574482
0.0013160858
0.0060955016
0.010578725
0.010912566
0.013526444
0.0091617703
0.0072758216
0.0091124317
0.0072684987
0.012427114
0.0055298842
0.0060194265
0.0039924933
0.0013283143
0.010299117
0.0060643516
0.0043567084
0.0083085978
0.0080490783
0.0081077795
0.0066641257
0.004804437
0.012755401
0.0053165792
0.0045031686
0.0060469867
0.0049294652
0.0029989863
0.0040596859
0.0087427851
0.0035949715
0.0041643479
0.0048962138
0.0063961823
0.0030472707
0.0051559885
0.0073092631
0.0069983895
0.0050593489
0.0038922825
0.0060922843
0.0062446664
0.0036354382
0.0080790212
0.0031342201
0.0029428203
0.0018039348
0.0060483487
0.00086759328
0.0028797276
0.0060830116
0.0057478175
0.001489446
0.011325859
0.0079261102
0.004462895
0.0036959387
0.0059266342
0.0090052811
0.0059785545
0.0067019062
0.0084863324
0.0069457293
0.0054956591
0.0060604652
0.006059817
0.013188578
0.0060951891
0.0045042201
0.011758741
0.0051551699
0.0072186152
0.0054375101
0.0047942591
0.015726293
0.0043503437
0.046561573
0.019634264
0.0087705944
0.0093668746
0.012463845
0.018878222
0.018992189
0.01266934
0.012076664
0.0061961194
0.046448614
0.027928153
0.045473143
0.016146803
0.026216593
0.020896958
0.0079032602
0.020111103
0.0594198
0.072955117
0.041106429
0.025645584
0.081728049
0.025335498
0.036237475
0.02363327
0.019267889
0.012677268
0.015592379
0.013009101
0.011037027
0.017071009
0.0046619186
0.010408597
0.016107935
0.016287874
0.034910478
0.024999898
0.010043389
0.0070373751
0.013038558
0.013145196
0.0065573636
0.0051456736
0.018597586
0.011383272
0.04371275
0.0062401402
