jail_other_female_n
39.0
67.0
""
""
""
""
""
129.0
""
""
""
""
""
""
""
55.0
31.0
""
""
""
""
24.0
78.0
24.0
40.0
45.0
24.0
46.0
""
""
""
""
""
""
58.0
42.0
318.0
""
38.0
55.0
47.0
29.0
""
""
308.0
""
""
39.0
183.0
""
138.0
57.0
""
""
""
""
43.0
24.0
66.0
""
39.0
23.0
61.0
""
""
""
""
""
""
1039.0
22.0
""
""
""
272.0
""
""
127.0
84.0
45.0
32.0
""
""
108.0
20.0
""
""
""
""
44.0
""
""
""
""
""
20.0
28.0
228.0
136.0
26.0
""
""
""
2911.0
147.0
74.0
866.0
129.0
""
113.0
121.0
""
""
24.0
167.0
""
""
""
""
""
""
""
""
""
""
""
39.0
68.0
27.0
""
""
""
""
51.0
""
""
55.0
""
""
""
""
""
""
""
""
51.0
""
""
""
""
""
""
""
51.0
""
""
39.0
36.0
""
""
""
""
20.0
""
""
""
""
""
36.0
""
305.0
""
""
42.0
""
""
188.0
""
""
""
21.0
""
213.0
38.0
""
""
3477.0
""
42.0
286.0
29.0
""
2156.0
43.0
249.0
900.0
41.0
193.0
77.0
20.0
887.0
195.0
60.0
32.0
10894.0
119.0
413.0
25.0
119.0
341.0
""
""
758.0
162.0
118.0
3723.0
485.0
""
2295.0
3277.0
75.0
2705.0
4950.0
1386.0
1169.0
311.0
1955.0
522.0
3198.0
303.0
271.0
""
86.0
1462.0
765.0
797.0
196.0
77.0
""
335.0
76.0
1192.0
302.0
186.0
483.0
""
895.0
""
""
""
241.0
75.0
""
""
""
""
""
""
""
""
632.0
""
184.0
""
""
1248.0
38.0
37.0
""
""
""
""
""
""
579.0
""
""
""
24.0
204.0
""
""
""
108.0
""
""
32.0
29.0
""
""
""
""
""
""
""
115.0
""
""
""
""
""
""
""
""
20.0
""
148.0
""
580.0
659.0
110.0
114.0
565.0
382.0
92.0
96.0
197.0
406.0
132.0
481.0
167.0
""
244.0
""
522.0
1468.0
""
87.0
83.0
201.0
102.0
40.0
""
""
879.0
432.0
56.0
""
29.0
""
""
""
""
""
""
112.0
41.0
911.0
""
61.0
25.0
""
""
147.0
252.0
160.0
21.0
""
""
182.0
164.0
62.0
1245.0
60.0
40.0
393.0
23.0
975.0
243.0
731.0
264.0
640.0
291.0
33.0
74.0
170.0
194.0
202.0
415.0
""
""
""
""
341.0
26.0
41.0
""
""
""
""
""
""
""
41.0
42.0
""
""
64.0
""
""
""
26.0
20.0
""
""
""
67.0
""
53.0
30.0
""
195.0
79.0
""
108.0
66.0
""
323.0
""
460.0
""
""
157.0
""
71.0
""
""
""
""
""
672.0
""
""
68.0
82.0
""
""
27.0
""
""
""
""
118.0
36.0
45.0
""
511.0
""
""
59.0
""
""
""
567.0
""
66.0
""
""
""
""
""
105.0
153.0
""
""
""
""
""
""
""
""
""
""
""
""
150.0
""
""
81.0
""
""
""
""
""
""
""
""
""
""
""
""
""
255.0
43.0
""
""
56.0
""
""
""
""
26.0
""
""
""
""
""
296.0
45.0
""
""
""
27.0
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
36.0
""
""
""
""
46.0
32.0
24.0
""
""
""
""
""
""
46.0
""
""
""
""
1628.0
11445.0
541.0
1473.0
332.0
""
87.0
""
""
44.0
""
""
40.0
72.0
""
""
""
154.0
""
20.0
""
""
""
64.0
""
""
""
""
""
""
""
124.0
26.0
""
""
""
""
""
41.0
""
""
34.0
""
""
""
61.0
""
""
51.0
""
""
22.0
""
""
""
""
""
139.0
""
""
""
""
34.0
3179.0
""
""
52.0
""
""
806.0
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
36.0
""
33.0
""
22.0
""
""
""
346.0
87.0
44.0
48.0
620.0
53.0
""
23.0
""
""
24.0
152.0
118.0
86.0
21.0
192.0
""
""
""
""
""
""
""
""
20.0
""
34.0
168.0
""
""
""
""
""
""
""
""
116.0
289.0
""
127.0
""
""
""
""
47.0
82.0
""
60.0
""
""
""
""
""
34.0
382.0
38.0
248.0
""
""
335.0
59.0
""
""
24.0
""
""
""
82.0
""
""
""
""
25.0
""
""
76.0
""
123.0
""
44.0
""
""
""
""
51.0
""
134.0
31.0
""
61.0
31.0
75.0
""
20.0
""
""
""
""
80.0
""
25.0
""
329.0
86.0
""
78.0
791.0
26.0
""
42.0
87.0
""
30.0
""
20.0
""
""
""
""
""
""
91.0
""
""
""
""
""
""
216.0
""
""
""
23.0
""
""
""
89.0
""
""
135.0
""
65.0
26.0
""
44.0
""
67.0
""
""
20.0
""
""
""
""
""
""
85.0
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
32.0
""
30.0
""
""
""
41.0
""
53.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
76.0
""
""
""
37.0
156.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
259.0
74.0
""
""
""
180.0
""
""
57.0
""
""
""
""
22.0
23.0
""
""
28.0
""
""
95.0
""
""
""
""
""
""
23.0
""
""
72.0
""
""
29.0
""
""
""
""
""
""
62.0
34.0
""
20.0
""
122.0
""
""
""
""
34.0
25.0
""
143.0
""
""
""
""
""
""
""
""
42.0
""
""
""
""
""
404.0
""
""
""
39.0
""
138.0
""
""
""
32.0
""
""
""
""
29.0
""
78.0
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
68.0
""
""
116.0
""
""
""
72.0
""
587.0
29.0
253.0
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
236.0
""
""
""
""
""
""
""
64.0
""
25.0
25.0
""
""
""
42.0
""
""
""
47.0
""
""
""
""
80.0
""
""
""
""
""
64.0
""
""
""
216.0
""
""
33.0
""
""
""
""
""
""
""
""
""
250.0
""
""
""
26.0
""
""
26.0
""
507.0
""
""
105.0
""
""
""
27.0
""
""
""
""
""
""
""
""
""
52.0
""
""
37.0
""
""
""
""
""
45.0
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
58.0
""
""
""
""
""
""
23.0
""
38.0
""
20.0
34.0
""
145.0
196.0
119.0
""
""
""
""
""
""
207.0
""
""
""
""
""
54.0
""
""
353.0
""
122.0
58.0
""
""
37.0
""
""
23.0
392.0
73.0
21.0
""
100.0
""
""
21.0
54.0
33.0
""
""
39.0
41.0
46.0
37.0
169.0
43.0
""
103.0
""
30.0
151.0
""
25.0
""
""
""
""
87.0
37.0
186.0
""
24.0
82.0
""
""
30.0
94.0
""
33.0
43.0
""
22.0
99.0
42.0
613.0
703.0
81.0
""
110.0
80.0
224.0
25.0
202.0
""
245.0
364.0
""
1305.0
1248.0
31.0
114.0
""
""
128.0
76.0
""
586.0
244.0
99.0
607.0
""
430.0
62.0
305.0
108.0
1044.0
""
457.0
671.0
868.0
497.0
""
""
76.0
""
""
""
""
32.0
63.0
""
139.0
30.0
138.0
68.0
""
37.0
82.0
""
57.0
""
42.0
""
119.0
36.0
424.0
""
""
60.0
20.0
31.0
""
22.0
384.0
45.0
28.0
""
55.0
129.0
229.0
""
566.0
""
""
61.0
""
63.0
83.0
""
32.0
565.0
23.0
64.0
21.0
29.0
""
53.0
""
97.0
46.0
""
170.0
46.0
1029.0
""
""
""
20.0
""
""
171.0
""
""
149.0
107.0
56.0
21.0
""
41.0
30.0
92.0
361.0
1715.0
20.0
""
313.0
34.0
47.0
34.0
""
23.0
""
34.0
72.0
25.0
""
37.0
43.0
""
""
""
49.0
407.0
""
""
""
""
""
29.0
""
1426.0
""
""
21.0
39.0
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
112.0
27.0
""
""
""
25.0
""
667.0
""
""
""
34.0
""
""
154.0
67.0
44.0
""
87.0
""
""
""
""
""
""
""
""
207.0
""
""
32.0
59.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
58.0
39.0
""
""
""
""
37.0
212.0
122.0
""
""
""
""
119.0
""
""
""
""
""
""
""
36.0
""
""
31.0
""
""
23.0
29.0
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
52.0
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
30.0
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
137.0
91.0
27.0
""
28.0
20.0
43.0
""
""
93.0
""
""
27.0
""
192.0
""
63.0
""
""
""
""
""
""
""
""
""
50.0
""
""
225.0
""
""
""
""
""
""
26.0
""
764.0
129.0
126.0
65.0
""
35.0
31.0
27.0
""
36.0
""
