teenbrth_white_female_p75_se
0.011315336
0.0057083843
0.016635742
0.023706237
0.013392317
0.046322543
0.0215267
0.0084950384
0.020767031
0.026251173
0.017614026
0.030538518
0.020273063
0.030748801
0.028423283
0.012887163
0.013040558
0.030717229
0.045674052
0.016138902
0.032664686
0.010352261
0.012361023
0.015754554
0.013583156
0.0097695319
0.019726045
0.0099716969
0.026092462
0.013821434
0.019648641
0.051311646
0.031760015
0.020573143
0.0084157428
0.016555831
0.002700869
0.025322724
0.0072606606
0.01583535
0.0071171857
0.0093892319
0.040243901
0.064575464
0.0042211809
0.022488633
0.024310237
0.010846225
0.0044506635
0.020274121
0.0050779823
0.0071279029
0.057249948
0.022617761
0.02127244
0.02424355
0.017646387
0.011563871
0.0042267893
0.040886495
0.011780753
0.014732591
0.0058982209
0.012762562
0.035862103
0.030674469
0.023444923
""
""
0.0035778899
0.055185143
""
0.035053343
""
0.0066470299
0.05976915
0.053075358
0.01025733
0.011833518
0.018210068
0.023237018
""
""
0.0094613153
0.064462028
0.078182235
""
0.058133084
0.042592838
0.019623164
""
0.042716324
0.046961691
0.10032237
""
0.056174289
0.030913614
0.0093562203
0.0066215056
0.020017833
0.019058043
0.030673997
0.041891862
0.0013286703
0.0089055793
0.013706023
0.0028836424
0.010298301
0.034687754
0.0071472558
0.0098584713
0.023061493
0.021687707
0.016705642
0.0071994965
0.016920941
0.041251332
0.069211617
0.027302532
0.03910815
0.021927821
0.029069547
0.024934938
0.029136851
0.015650081
0.022746162
0.010271445
0.014864927
0.013310115
0.022129837
0.038822766
0.027298883
0.024884446
0.0080076288
0.030019684
0.047940876
0.010948163
0.021861011
0.017420202
0.025441922
0.019688822
0.042808745
0.015568142
0.041232288
0.027949819
0.011280193
0.025278751
0.057879038
0.030660411
0.051414404
0.037222173
0.030395113
0.027302576
0.010732314
0.034867551
0.045254216
0.014237565
0.017631119
0.03682448
0.062672749
0.034805816
0.025245376
0.021371745
0.039885357
0.030997846
0.042694677
0.027816549
0.037198532
0.011933375
0.038737398
0.0040597599
0.028359642
0.026448937
0.008249497
0.053547502
0.070356332
0.0080563026
0.033980086
0.041913386
0.0449472
0.011639681
0.035938963
0.0070866975
0.012291047
0.041504942
0.028439142
0.0017721325
0.046475369
0.0093143927
0.005270164
0.012431307
0.018948503
0.0017309508
0.017351238
0.0039373157
0.003262023
0.014797995
0.0069930791
0.014104106
0.019134816
0.0037408974
0.0089088297
0.013749409
0.015755216
0.0009270673
0.0085010417
0.0027444458
0.021616798
0.0089558754
0.0063974564
0.025787001
0.042377371
0.004007149
0.004582251
0.0061391559
0.0011605201
0.0030109317
0.017990837
0.0022877716
0.0019755147
0.0090459911
0.002059568
0.0012029534
0.0030329064
0.0034083074
0.0033502809
0.0019958932
0.0030577469
0.0015476105
0.0028896369
0.0057012476
0.03965218
0.012119019
0.0036261333
0.0023710099
0.0036581813
0.0075690537
0.012541874
0.034923218
0.0052879942
0.009151902
0.0019203665
0.0044072582
0.013296867
0.0046388106
0.021969533
0.0021909047
0.027685238
0.045463424
0.047084004
0.0028112493
0.0066276002
0.020806
0.12221935
0.018527802
0.050455779
""
0.094471887
